Data;Município;Gênero da Vítima;Idade da Vítima
27/10/2021;Crato;Feminino;22
27/10/2021;Tianguá;Masculino;74
28/10/2021;Maracanaú;Feminino;51
28/10/2021;Fortaleza;Feminino;44
28/10/2021;Fortaleza;Feminino;62
28/10/2021;Fortaleza;Feminino;44
29/10/2021;Maranguape;Feminino;18
29/10/2021;Fortaleza;Feminino;46
29/10/2021;Fortaleza;Não identificado;Não Informada
29/10/2021;Fortaleza;Feminino;31
30/10/2021;Aracati;Não identificado;Não Informada
30/10/2021;Fortaleza;Feminino;28
30/10/2021;Aquiraz;Feminino;33
31/10/2021;Uruoca;Feminino;23
31/10/2021;Ipaumirim;Masculino;Não Informada
31/10/2021;Fortaleza;Feminino;38
01/11/2021;Fortaleza;Feminino;35
01/11/2021;Capistrano;Feminino;33
01/11/2021;Fortaleza;Masculino;39
01/11/2021;Maracanaú;Feminino;24
01/11/2021;Sobral;Feminino;22
02/11/2021;Fortaleza;Masculino;31
02/11/2021;Fortaleza;Feminino;19
03/11/2021;Fortaleza;Feminino;37
03/11/2021;Fortaleza;Feminino;50
03/11/2021;Fortaleza;Feminino;27
04/11/2021;Fortaleza;Feminino;61
04/11/2021;Banabuiú;Feminino;30
04/11/2021;Tianguá;Feminino;23
05/11/2021;Fortaleza;Feminino;24
05/11/2021;Mulungu;Feminino;37
06/11/2021;São Benedito;Feminino;55
06/11/2021;Russas;Feminino;37
06/11/2021;Tianguá;Feminino;35
07/11/2021;Fortaleza;Feminino;38
07/11/2021;Juazeiro do Norte;Feminino;32
07/11/2021;Jaguaribe;Feminino;17
07/11/2021;Santana do Cariri;Masculino;24
07/11/2021;Santana do Cariri;Feminino;24
08/11/2021;Jaguaribe;Feminino;27
08/11/2021;Fortaleza;Feminino;40
08/11/2021;Lavras da Mangabeira;Feminino;14
09/11/2021;Tabuleiro do Norte;Feminino;50
10/11/2021;Fortaleza;Feminino;30
10/11/2021;Fortaleza;Feminino;21
10/11/2021;Fortaleza;Feminino;26
10/11/2021;Caucaia;Feminino;62
10/11/2021;Fortaleza;Feminino;24
10/11/2021;Sobral;Feminino;38
10/11/2021;Ibiapina;Feminino;46
10/11/2021;Fortaleza;Feminino;30
10/11/2021;Maracanaú;Feminino;39
10/11/2021;Fortaleza;Feminino;19
10/11/2021;Pindoretama;Masculino;65
10/11/2021;Quixelô;Masculino;39
10/11/2021;Pacajus;Feminino;17
11/11/2021;Fortaleza;Feminino;36
11/11/2021;Pentecoste;Feminino;18
11/11/2021;Maranguape;Feminino;46
11/11/2021;Fortaleza;Feminino;34
11/11/2021;Brejo Santo;Feminino;27
12/11/2021;Crato;Masculino;38
12/11/2021;Fortaleza;Feminino;43
13/11/2021;Fortaleza;Feminino;28
13/11/2021;Tianguá;Feminino;35
13/11/2021;Ibiapina;Feminino;35
13/11/2021;Croatá;Feminino;19
13/11/2021;Juazeiro do Norte;Feminino;35
15/11/2021;Fortaleza;Feminino;38
15/11/2021;Crato;Feminino;54
15/11/2021;Fortaleza;Feminino;30
15/11/2021;Crateús;Feminino;35
15/11/2021;Fortaleza;Feminino;43
15/11/2021;Fortaleza;Não identificado;Não Informada
15/11/2021;Caucaia;Feminino;36
16/11/2021;Fortaleza;Feminino;51
16/11/2021;Barbalha;Feminino;37
16/11/2021;Fortaleza;Feminino;41
16/11/2021;Sobral;Masculino;43
16/11/2021;Fortaleza;Masculino;25
16/11/2021;Iguatu;Masculino;50
16/11/2021;Caucaia;Feminino;26
17/11/2021;Fortaleza;Feminino;37
17/11/2021;Barbalha;Não identificado;Não Informada
18/11/2021;Fortaleza;Feminino;33
18/11/2021;Caucaia;Feminino;33
18/11/2021;Mucambo;Feminino;21
18/11/2021;Itapajé;Feminino;31
18/11/2021;Juazeiro do Norte;Feminino;22
18/11/2021;Fortaleza;Feminino;44
18/11/2021;Fortaleza;Feminino;35
18/11/2021;Poranga;Feminino;28
19/11/2021;Ipu;Feminino;17
19/11/2021;Várzea Alegre;Feminino;20
19/11/2021;Ipueiras;Feminino;16
19/11/2021;Fortaleza;Feminino;21
20/11/2021;Ararendá;Feminino;45
20/11/2021;Pereiro;Feminino;49
20/11/2021;Caucaia;Feminino;33
20/11/2021;Fortaleza;Feminino;26
21/11/2021;Uruburetama;Feminino;39
21/11/2021;Uruburetama;Feminino;24
21/11/2021;Aquiraz;Feminino;44
21/11/2021;Fortaleza;Não identificado;38
21/11/2021;Mauriti;Feminino;41
21/11/2021;Tianguá;Feminino;53
21/11/2021;Crateús;Masculino;34
21/11/2021;Tianguá;Feminino;20
21/11/2021;Pacatuba;Feminino;42
22/11/2021;Amontada;Feminino;51
22/11/2021;Itaitinga;Feminino;38
22/11/2021;Fortaleza;Feminino;27
22/11/2021;Itapajé;Não identificado;42
22/11/2021;Fortaleza;Feminino;27
22/11/2021;Maracanaú;Feminino;22
22/11/2021;São Gonçalo do Amarante;Feminino;33
22/11/2021;Fortaleza;Feminino;33
22/11/2021;Fortaleza;Feminino;41
23/11/2021;Eusébio;Feminino;30
23/11/2021;Viçosa do Ceará;Feminino;37
23/11/2021;Fortaleza;Não identificado;Não Informada
23/11/2021;Caucaia;Feminino;36
24/11/2021;Fortaleza;Feminino;41
24/11/2021;Fortaleza;Feminino;19
24/11/2021;Baturité;Masculino;42
24/11/2021;Jaguaribe;Feminino;18
24/11/2021;Jaguaribe;Feminino;18
24/11/2021;Jaguaribe;Feminino;37
24/11/2021;Jaguaribe;Feminino;37
24/11/2021;Fortaleza;Feminino;28
24/11/2021;Fortaleza;Feminino;26
25/11/2021;Fortaleza;Feminino;53
25/11/2021;Fortaleza;Feminino;26
25/11/2021;Fortaleza;Feminino;52
25/11/2021;Fortaleza;Feminino;24
25/11/2021;Ipu;Feminino;Não Informada
25/11/2021;Fortaleza;Feminino;32
25/11/2021;Quixadá;Feminino;37
26/11/2021;Fortaleza;Feminino;29
26/11/2021;Jijoca de Jericoacoara;Masculino;29
26/11/2021;Fortaleza;Feminino;Não Informada
27/11/2021;Ipaumirim;Não identificado;Não Informada
28/11/2021;Tauá;Feminino;24
28/11/2021;Brejo Santo;Masculino;31
28/11/2021;Brejo Santo;Feminino;31
28/11/2021;Brejo Santo;Masculino;61
28/11/2021;Fortaleza;Não identificado;45
28/11/2021;Pereiro;Feminino;38
28/11/2021;Itaitinga;Feminino;29
29/11/2021;Iguatu;Feminino;28
29/11/2021;Russas;Feminino;17
29/11/2021;Maracanaú;Feminino;29
29/11/2021;Fortaleza;Feminino;44
30/11/2021;Maracanaú;Feminino;14
30/11/2021;Fortaleza;Feminino;39
30/11/2021;Mulungu;Feminino;23
30/11/2021;Quixadá;Feminino;49
30/11/2021;Ibiapina;Feminino;36
30/11/2021;Juazeiro do Norte;Feminino;23
01/12/2021;Fortaleza;Masculino;36
01/12/2021;Fortaleza;Feminino;28
02/12/2021;Alto Santo;Feminino;28
02/12/2021;Alto Santo;Masculino;34
02/12/2021;Alto Santo;Masculino;62
02/12/2021;Crateús;Feminino;43
02/12/2021;Fortaleza;Feminino;63
02/12/2021;Fortaleza;Feminino;25
03/12/2021;Pacajus;Feminino;18
03/12/2021;Maracanaú;Feminino;42
03/12/2021;Pindoretama;Masculino;65
03/12/2021;Ibiapina;Feminino;46
03/12/2021;Sobral;Feminino;21
03/12/2021;Carnaubal;Feminino;26
03/12/2021;Caucaia;Feminino;56
03/12/2021;Fortaleza;Feminino;31
04/12/2021;Fortaleza;Feminino;31
04/12/2021;Fortaleza;Feminino;45
04/12/2021;Itapipoca;Feminino;25
05/12/2021;Fortaleza;Feminino;55
05/12/2021;Maracanaú;Feminino;36
05/12/2021;Ibiapina;Feminino;41
05/12/2021;Caririaçu;Feminino;36
05/12/2021;Fortaleza;Feminino;23
06/12/2021;Fortaleza;Feminino;45
06/12/2021;Fortaleza;Feminino;32
07/12/2021;Fortaleza;Masculino;73
07/12/2021;Umirim;Feminino;29
07/12/2021;Fortaleza;Feminino;27
07/12/2021;Pedra Branca;Feminino;17
07/12/2021;Fortaleza;Feminino;36
07/12/2021;Jaguaruana;Feminino;26
08/12/2021;Juazeiro do Norte;Feminino;32
08/12/2021;Iguatu;Feminino;29
08/12/2021;Caucaia;Feminino;23
08/12/2021;Fortaleza;Feminino;18
08/12/2021;Fortaleza;Feminino;44
09/12/2021;Fortaleza;Feminino;30
09/12/2021;Fortaleza;Feminino;45
09/12/2021;Alto Santo;Feminino;24
09/12/2021;Jaguaribe;Feminino;33
09/12/2021;Trairi;Feminino;40
10/12/2021;Iguatu;Feminino;56
10/12/2021;Iguatu;Feminino;36
10/12/2021;Guaraciaba do Norte;Feminino;47
11/12/2021;Fortaleza;Feminino;21
11/12/2021;Fortaleza;Feminino;36
11/12/2021;Fortaleza;Feminino;31
11/12/2021;Iguatu;Feminino;21
11/12/2021;Fortaleza;Masculino;31
11/12/2021;Ipu;Feminino;20
11/12/2021;Mulungu;Feminino;23
12/12/2021;Maracanaú;Masculino;44
12/12/2021;Fortaleza;Feminino;33
12/12/2021;Fortaleza;Não identificado;Não Informada
12/12/2021;Cruz;Feminino;32
12/12/2021;Caucaia;Feminino;34
13/12/2021;Fortaleza;Feminino;23
13/12/2021;Mulungu;Feminino;64
13/12/2021;Fortaleza;Feminino;21
13/12/2021;Fortaleza;Masculino;57
13/12/2021;Mulungu;Masculino;41
13/12/2021;Maranguape;Feminino;41
13/12/2021;Fortaleza;Feminino;24
13/12/2021;Fortaleza;Feminino;19
14/12/2021;Fortaleza;Masculino;34
14/12/2021;Morada Nova;Masculino;49
14/12/2021;Fortaleza;Feminino;45
14/12/2021;Iguatu;Masculino;55
15/12/2021;Fortaleza;Feminino;20
15/12/2021;Fortaleza;Feminino;37
15/12/2021;Itapipoca;Não identificado;Não Informada
15/12/2021;Fortaleza;Feminino;41
15/12/2021;Russas;Feminino;37
15/12/2021;Carnaubal;Feminino;42
15/12/2021;Fortaleza;Feminino;32
15/12/2021;Fortaleza;Feminino;46
15/12/2021;Croatá;Feminino;18
16/12/2021;Tarrafas;Feminino;19
16/12/2021;Maracanaú;Feminino;31
16/12/2021;Fortaleza;Feminino;53
16/12/2021;Fortaleza;Feminino;45
16/12/2021;Fortaleza;Feminino;48
17/12/2021;Tianguá;Feminino;36
18/12/2021;Fortaleza;Masculino;40
18/12/2021;Viçosa do Ceará;Feminino;26
18/12/2021;Ipueiras;Feminino;26
18/12/2021;Fortaleza;Não identificado;Não Informada
19/12/2021;Acopiara;Feminino;24
19/12/2021;Russas;Feminino;42
19/12/2021;Fortaleza;Feminino;33
19/12/2021;Fortaleza;Feminino;38
20/12/2021;Fortaleza;Feminino;47
20/12/2021;Tianguá;Não identificado;Não Informada
20/12/2021;Fortaleza;Feminino;35
20/12/2021;Tejuçuoca;Feminino;50
20/12/2021;Fortaleza;Feminino;30
20/12/2021;Fortaleza;Feminino;57
20/12/2021;Pacoti;Feminino;27
20/12/2021;Fortaleza;Feminino;65
20/12/2021;Fortaleza;Feminino;26
20/12/2021;Iguatu;Feminino;47
20/12/2021;Fortaleza;Feminino;40
20/12/2021;Fortaleza;Feminino;68
20/12/2021;Fortaleza;Feminino;31
20/12/2021;Fortaleza;Feminino;44
20/12/2021;Fortaleza;Feminino;29
20/12/2021;Iguatu;Feminino;12
20/12/2021;Acaraú;Feminino;26
21/12/2021;Fortaleza;Feminino;67
21/12/2021;Trairi;Feminino;41
21/12/2021;Iguatu;Feminino;33
21/12/2021;Coreaú;Feminino;41
21/12/2021;Tianguá;Feminino;53
21/12/2021;Fortaleza;Feminino;27
22/12/2021;Sobral;Feminino;36
23/12/2021;Fortaleza;Feminino;52
23/12/2021;Cariús;Feminino;21
24/12/2021;Cariré;Feminino;37
24/12/2021;Caucaia;Feminino;52
24/12/2021;Caucaia;Feminino;44
24/12/2021;Ipueiras;Feminino;29
24/12/2021;Caucaia;Feminino;30
24/12/2021;Fortaleza;Feminino;17
25/12/2021;Forquilha;Feminino;47
25/12/2021;Fortaleza;Feminino;25
25/12/2021;Maranguape;Feminino;43
25/12/2021;Fortaleza;Feminino;33
25/12/2021;Guaraciaba do Norte;Feminino;Não Informada
25/12/2021;Aracati;Feminino;Não Informada
25/12/2021;Mauriti;Feminino;35
26/12/2021;Aquiraz;Feminino;27
27/12/2021;Maracanaú;Feminino;29
27/12/2021;Fortaleza;Feminino;44
28/12/2021;Guaramiranga;Feminino;25
28/12/2021;Guaramiranga;Feminino;46
28/12/2021;São Benedito;Feminino;34
28/12/2021;Itapipoca;Feminino;43
28/12/2021;Pacatuba;Feminino;25
28/12/2021;Senador Pompeu;Feminino;34
29/12/2021;Fortaleza;Feminino;32
30/12/2021;Fortaleza;Feminino;23
30/12/2021;Fortaleza;Feminino;32
30/12/2021;Fortaleza;Feminino;44
30/12/2021;Iguatu;Feminino;32
31/12/2021;Fortaleza;Feminino;25
31/12/2021;Tianguá;Feminino;26
31/12/2021;Fortaleza;Feminino;22
01/01/2022;Tianguá;Feminino;25
01/01/2022;Fortaleza;Feminino;33
01/01/2022;Jaguaribe;Feminino;29
02/01/2022;Alto Santo;Feminino;27
02/01/2022;Juazeiro do Norte;Feminino;25
02/01/2022;Juazeiro do Norte;Feminino;24
03/01/2022;Fortaleza;Feminino;36
03/01/2022;Tianguá;Feminino;19
04/01/2022;São Benedito;Feminino;85
04/01/2022;Fortaleza;Feminino;31
04/01/2022;Juazeiro do Norte;Feminino;26
05/01/2022;Fortaleza;Feminino;51
05/01/2022;São Benedito;Feminino;42
05/01/2022;Fortaleza;Feminino;44
05/01/2022;Acopiara;Feminino;24
06/01/2022;Crateús;Feminino;54
06/01/2022;Fortaleza;Feminino;28
06/01/2022;Fortaleza;Feminino;29
06/01/2022;Sobral;Feminino;32
07/01/2022;Quixadá;Feminino;35
07/01/2022;Morada Nova;Feminino;41
07/01/2022;Fortaleza;Feminino;44
08/01/2022;Fortaleza;Feminino;40
08/01/2022;Fortaleza;Feminino;31
08/01/2022;Maracanaú;Feminino;43
08/01/2022;Ipu;Masculino;36
09/01/2022;Jucás;Feminino;28
09/01/2022;Milagres;Feminino;15
09/01/2022;Granja;Feminino;32
09/01/2022;Fortaleza;Feminino;39
09/01/2022;Fortaleza;Feminino;35
10/01/2022;Maracanaú;Feminino;40
10/01/2022;Caucaia;Feminino;25
10/01/2022;Caucaia;Masculino;41
10/01/2022;Fortaleza;Feminino;26
10/01/2022;Aracati;Feminino;28
10/01/2022;Aracati;Masculino;30
10/01/2022;Fortaleza;Feminino;22
10/01/2022;Caucaia;Feminino;20
10/01/2022;Fortaleza;Feminino;25
11/01/2022;Pereiro;Feminino;35
11/01/2022;Maracanaú;Feminino;72
11/01/2022;Iguatu;Feminino;42
11/01/2022;Fortaleza;Feminino;35
12/01/2022;Maracanaú;Feminino;48
12/01/2022;Fortaleza;Feminino;19
13/01/2022;Fortaleza;Feminino;41
13/01/2022;Fortaleza;Feminino;27
14/01/2022;Caucaia;Feminino;45
14/01/2022;Fortaleza;Feminino;24
14/01/2022;Morada Nova;Feminino;33
14/01/2022;Fortaleza;Feminino;36
14/01/2022;Fortaleza;Feminino;33
14/01/2022;Juazeiro do Norte;Feminino;47
15/01/2022;Crato;Feminino;27
16/01/2022;Fortaleza;Feminino;43
16/01/2022;Quixelô;Feminino;48
17/01/2022;Maranguape;Feminino;20
17/01/2022;Iguatu;Feminino;35
17/01/2022;Fortaleza;Feminino;51
18/01/2022;Fortaleza;Feminino;34
18/01/2022;Camocim;Feminino;34
18/01/2022;Fortaleza;Feminino;20
18/01/2022;Fortaleza;Feminino;46
19/01/2022;Fortaleza;Feminino;36
19/01/2022;São Benedito;Feminino;29
20/01/2022;Juazeiro do Norte;Masculino;29
20/01/2022;Caucaia;Feminino;31
20/01/2022;Fortaleza;Feminino;47
20/01/2022;Caucaia;Feminino;72
20/01/2022;Fortaleza;Feminino;39
21/01/2022;Crato;Masculino;40
21/01/2022;Fortaleza;Feminino;24
21/01/2022;Fortaleza;Feminino;42
21/01/2022;Tianguá;Feminino;37
22/01/2022;Fortaleza;Feminino;32
22/01/2022;Fortaleza;Feminino;35
22/01/2022;Fortaleza;Feminino;36
22/01/2022;Tianguá;Feminino;37
23/01/2022;Crato;Feminino;30
23/01/2022;Fortaleza;Feminino;36
23/01/2022;Maracanaú;Feminino;25
23/01/2022;Quixeramobim;Feminino;29
23/01/2022;Maracanaú;Masculino;35
23/01/2022;Fortaleza;Masculino;50
24/01/2022;Fortaleza;Feminino;37
24/01/2022;Fortaleza;Feminino;23
24/01/2022;Ipaumirim;Feminino;26
24/01/2022;Fortaleza;Feminino;22
24/01/2022;Fortaleza;Feminino;28
26/01/2022;Caucaia;Feminino;30
27/01/2022;Maracanaú;Feminino;40
27/01/2022;Fortaleza;Feminino;58
27/01/2022;Fortaleza;Feminino;35
27/01/2022;Iguatu;Masculino;49
28/01/2022;Itapipoca;Feminino;33
28/01/2022;Fortim;Feminino;31
28/01/2022;Fortaleza;Feminino;55
28/01/2022;Fortaleza;Feminino;33
29/01/2022;São Benedito;Masculino;25
30/01/2022;Tauá;Feminino;22
30/01/2022;Aquiraz;Feminino;29
30/01/2022;Granja;Feminino;40
30/01/2022;Fortaleza;Feminino;38
31/01/2022;Fortaleza;Feminino;30
31/01/2022;Pacajus;Feminino;24
31/01/2022;Nova Russas;Não identificado;Não Informada
31/01/2022;Fortaleza;Feminino;21
31/01/2022;Baturité;Feminino;27
31/01/2022;Fortaleza;Feminino;60
31/01/2022;Fortaleza;Feminino;34
31/01/2022;Viçosa do Ceará;Feminino;25
31/01/2022;Crato;Feminino;38
31/01/2022;Orós;Masculino;29
01/02/2022;Fortaleza;Feminino;32
01/02/2022;Iguatu;Masculino;52
01/02/2022;Fortaleza;Feminino;29
01/02/2022;Guaraciaba do Norte;Feminino;21
02/02/2022;Cariré;Masculino;55
02/02/2022;Fortaleza;Feminino;26
02/02/2022;Fortaleza;Feminino;36
02/02/2022;Fortaleza;Não identificado;Não Informada
02/02/2022;Fortaleza;Feminino;41
02/02/2022;Alcântaras;Masculino;49
02/02/2022;Fortaleza;Masculino;58
02/02/2022;Fortaleza;Feminino;39
02/02/2022;Itarema;Feminino;19
02/02/2022;São Benedito;Feminino;39
02/02/2022;Fortaleza;Feminino;24
03/02/2022;Caucaia;Feminino;22
03/02/2022;Fortaleza;Masculino;48
03/02/2022;Itaitinga;Feminino;32
04/02/2022;Fortaleza;Feminino;39
04/02/2022;Marco;Feminino;32
04/02/2022;Cedro;Feminino;44
04/02/2022;Fortaleza;Feminino;42
05/02/2022;Fortaleza;Feminino;29
05/02/2022;Guaraciaba do Norte;Não identificado;Não Informada
05/02/2022;Fortaleza;Feminino;39
05/02/2022;Caucaia;Feminino;21
05/02/2022;Tianguá;Feminino;32
05/02/2022;Sobral;Não identificado;Não Informada
05/02/2022;Massapê;Não identificado;Não Informada
06/02/2022;Caucaia;Feminino;28
06/02/2022;Caucaia;Masculino;61
06/02/2022;Fortaleza;Feminino;33
06/02/2022;Tianguá;Feminino;24
06/02/2022;Fortaleza;Masculino;45
07/02/2022;Fortaleza;Feminino;45
07/02/2022;Caucaia;Feminino;39
07/02/2022;Fortaleza;Masculino;39
07/02/2022;Fortaleza;Feminino;34
07/02/2022;Alcântaras;Feminino;17
07/02/2022;Aratuba;Feminino;45
08/02/2022;Fortaleza;Feminino;43
08/02/2022;Fortaleza;Feminino;29
08/02/2022;Fortaleza;Feminino;49
09/02/2022;Maracanaú;Feminino;28
09/02/2022;Fortaleza;Não identificado;Não Informada
10/02/2022;Pacajus;Feminino;19
11/02/2022;Fortaleza;Feminino;37
11/02/2022;Mauriti;Feminino;29
11/02/2022;Tianguá;Feminino;27
12/02/2022;Fortaleza;Feminino;27
12/02/2022;Fortaleza;Feminino;50
12/02/2022;Farias Brito;Feminino;36
13/02/2022;Pacatuba;Feminino;27
13/02/2022;Fortaleza;Feminino;31
13/02/2022;Sobral;Feminino;42
13/02/2022;Fortaleza;Feminino;46
14/02/2022;Fortaleza;Feminino;38
14/02/2022;Fortaleza;Feminino;36
15/02/2022;Camocim;Feminino;36
15/02/2022;Fortaleza;Masculino;39
16/02/2022;Fortaleza;Feminino;31
16/02/2022;Ipu;Masculino;46
16/02/2022;Fortaleza;Feminino;18
16/02/2022;Ibiapina;Feminino;15
16/02/2022;Fortaleza;Feminino;29
16/02/2022;Fortaleza;Feminino;34
17/02/2022;Fortaleza;Feminino;34
17/02/2022;Juazeiro do Norte;Feminino;36
17/02/2022;Maracanaú;Feminino;29
17/02/2022;Itapipoca;Feminino;20
17/02/2022;Fortaleza;Não identificado;Não Informada
18/02/2022;Fortaleza;Feminino;28
18/02/2022;Santa Quitéria;Masculino;40
18/02/2022;Fortaleza;Feminino;39
18/02/2022;Fortaleza;Feminino;21
18/02/2022;Fortaleza;Masculino;42
18/02/2022;Jijoca de Jericoacoara;Feminino;39
18/02/2022;Quixeramobim;Feminino;60
19/02/2022;Russas;Feminino;31
19/02/2022;Fortaleza;Feminino;25
19/02/2022;Fortaleza;Masculino;37
19/02/2022;Fortaleza;Feminino;29
19/02/2022;Ibiapina;Feminino;40
19/02/2022;Caucaia;Feminino;30
19/02/2022;Viçosa do Ceará;Feminino;42
20/02/2022;Caucaia;Feminino;38
20/02/2022;Fortaleza;Feminino;21
20/02/2022;Fortaleza;Feminino;46
20/02/2022;Fortaleza;Masculino;36
20/02/2022;Fortaleza;Não identificado;Não Informada
20/02/2022;Fortaleza;Feminino;28
20/02/2022;Fortaleza;Feminino;49
21/02/2022;Fortaleza;Feminino;46
21/02/2022;Chorozinho;Feminino;35
22/02/2022;Fortaleza;Feminino;32
22/02/2022;Fortaleza;Feminino;47
22/02/2022;Quixadá;Feminino;35
22/02/2022;Canindé;Feminino;59
22/02/2022;Jijoca de Jericoacoara;Feminino;28
22/02/2022;Fortaleza;Não identificado;Não Informada
22/02/2022;Quixadá;Feminino;29
22/02/2022;Ipu;Feminino;29
22/02/2022;Ipu;Feminino;20
22/02/2022;Ipu;Feminino;Não Informada
23/02/2022;Juazeiro do Norte;Não identificado;34
23/02/2022;Tianguá;Feminino;55
24/02/2022;Fortaleza;Feminino;21
24/02/2022;Fortaleza;Feminino;34
24/02/2022;Guaraciaba do Norte;Masculino;86
24/02/2022;Fortaleza;Feminino;30
24/02/2022;Fortaleza;Feminino;30
24/02/2022;Fortaleza;Feminino;37
24/02/2022;Tianguá;Feminino;33
24/02/2022;Caucaia;Feminino;41
25/02/2022;Cariré;Feminino;41
25/02/2022;Crato;Feminino;24
25/02/2022;Fortaleza;Feminino;36
25/02/2022;Canindé;Feminino;22
26/02/2022;Parambu;Não identificado;Não Informada
27/02/2022;Nova Russas;Não identificado;Não Informada
27/02/2022;Quixeré;Não identificado;Não Informada
27/02/2022;Quixeré;Feminino;46
27/02/2022;Maracanaú;Feminino;44
28/02/2022;São Gonçalo do Amarante;Feminino;15
28/02/2022;Ipu;Feminino;60
28/02/2022;Fortaleza;Feminino;39
28/02/2022;Fortaleza;Feminino;28
28/02/2022;Iguatu;Masculino;30
01/03/2022;Palmácia;Masculino;24
01/03/2022;Juazeiro do Norte;Feminino;25
01/03/2022;Iguatu;Feminino;45
01/03/2022;Ipu;Feminino;54
01/03/2022;Fortaleza;Feminino;34
01/03/2022;Fortaleza;Feminino;37
01/03/2022;Itapipoca;Feminino;13
01/03/2022;Fortaleza;Masculino;35
01/03/2022;Cedro;Feminino;39
02/03/2022;Granja;Feminino;31
02/03/2022;Fortaleza;Feminino;26
02/03/2022;Itaitinga;Não identificado;Não Informada
02/03/2022;Santana do Acaraú;Não identificado;Não Informada
02/03/2022;Fortaleza;Feminino;42
02/03/2022;São Benedito;Feminino;36
03/03/2022;Fortaleza;Feminino;24
03/03/2022;Aracoiaba;Feminino;26
03/03/2022;Fortaleza;Feminino;30
03/03/2022;Ipu;Feminino;17
03/03/2022;Aracati;Feminino;48
03/03/2022;Crato;Feminino;35
03/03/2022;Caucaia;Feminino;47
04/03/2022;Fortaleza;Feminino;42
04/03/2022;São Benedito;Feminino;36
04/03/2022;Fortaleza;Masculino;43
04/03/2022;Fortaleza;Feminino;18
04/03/2022;Fortaleza;Feminino;43
05/03/2022;Juazeiro do Norte;Feminino;43
06/03/2022;Icó;Feminino;31
06/03/2022;Maranguape;Não identificado;Não Informada
06/03/2022;Maranguape;Feminino;35
07/03/2022;Fortaleza;Feminino;25
07/03/2022;Fortaleza;Feminino;49
07/03/2022;Russas;Feminino;40
07/03/2022;Fortaleza;Feminino;21
07/03/2022;Ubajara;Feminino;33
08/03/2022;Fortaleza;Masculino;71
08/03/2022;Fortaleza;Feminino;40
08/03/2022;Itapajé;Feminino;29
09/03/2022;Crato;Feminino;18
09/03/2022;Crato;Masculino;40
09/03/2022;Tianguá;Masculino;2
09/03/2022;Tianguá;Feminino;19
10/03/2022;Granja;Feminino;35
10/03/2022;Fortaleza;Feminino;49
10/03/2022;Fortaleza;Feminino;66
11/03/2022;Iguatu;Masculino;42
12/03/2022;Itaitinga;Feminino;23
12/03/2022;Guaramiranga;Feminino;25
12/03/2022;Ubajara;Feminino;36
12/03/2022;Maracanaú;Feminino;35
13/03/2022;Ibiapina;Feminino;40
13/03/2022;Fortaleza;Feminino;28
13/03/2022;Nova Olinda;Feminino;16
13/03/2022;Ipu;Feminino;21
14/03/2022;Aracati;Feminino;29
14/03/2022;Maranguape;Masculino;37
14/03/2022;Fortaleza;Feminino;46
14/03/2022;Sobral;Não identificado;Não Informada
14/03/2022;Fortaleza;Feminino;51
14/03/2022;Fortaleza;Feminino;36
14/03/2022;Juazeiro do Norte;Feminino;22
15/03/2022;Fortaleza;Feminino;27
15/03/2022;Sobral;Feminino;68
15/03/2022;Tianguá;Feminino;27
15/03/2022;Tianguá;Feminino;29
