 Código,Programa,Instituição de Ensino,Sigla da IES,Modalidade,Área de Avaliação,Nota da Avaliação
28022017013P3,ARQUEOLOGIA E PATRIMÔNIO CULTURAL,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,Aca.,ANTROPOLOGIA / ARQUEOLOGIA                        ,3
15027007040P0,DIVERSIDADE SOCIOCULTURAL,MUSEU PARAENSE EMÍLIO GOELDI,MPEG,Aca.,ANTROPOLOGIA / ARQUEOLOGIA                        ,3
25020013043P9,ARQUEOLOGIA,UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,Aca.,ANTROPOLOGIA / ARQUEOLOGIA                        ,3
15001016042P7,GEOGRAFIA,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Aca.,GEOGRAFIA                                         ,5
22001018044P0,GEOGRAFIA,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Aca.,GEOGRAFIA                                         ,6
22003010006P3,GEOGRAFIA,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Aca.,GEOGRAFIA                                         ,4
23001011028P7,GEOGRAFIA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Aca.,GEOGRAFIA                                         ,5
24001015042P2,GEOGRAFIA,UNIVERSIDADE FEDERAL DA PARAÍBA - CAMPUS JOÃO PESSOA,UFPB-JOÃO PESSOA,Aca.,GEOGRAFIA                                         ,4
25001019016P4,GEOGRAFIA,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Aca.,GEOGRAFIA                                         ,5
27001016001P2,GEOGRAFIA,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Aca.,GEOGRAFIA                                         ,5
28001010032P1,GEOGRAFIA,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Aca.,GEOGRAFIA                                         ,4
31001017024P4,GEOGRAFIA,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,GEOGRAFIA                                         ,7
31003010041P2,GEOGRAFIA,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Aca.,GEOGRAFIA                                         ,6
31004016035P5,GEOGRAFIA,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Aca.,GEOGRAFIA                                         ,5
32001010037P1,GEOGRAFIA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Aca.,GEOGRAFIA                                         ,6
32006012010P8,GEOGRAFIA,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Aca.,GEOGRAFIA                                         ,5
32008015003P4,Geografia - Tratamento da Informação Espacial,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Aca.,GEOGRAFIA                                         ,5
33002010034P1,GEOGRAFIA (GEOGRAFIA  FÍSICA),UNIVERSIDADE DE SÃO PAULO,USP,Aca.,GEOGRAFIA                                         ,6
33002010035P8,GEOGRAFIA (GEOGRAFIA HUMANA),UNIVERSIDADE DE SÃO PAULO,USP,Aca.,GEOGRAFIA                                         ,6
33003017080P0,GEOGRAFIA,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Aca.,GEOGRAFIA                                         ,6
33004129042P3,GEOGRAFIA,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS PRESIDENTE PRUDENTE,UNESP-PRESIDENTE PRUDENTE,Aca.,GEOGRAFIA                                         ,7
33004137004P0,GEOGRAFIA,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS RIO CLARO,UNESP-RIO CLARO,Aca.,GEOGRAFIA                                         ,5
40001016035P1,GEOGRAFIA,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Aca.,GEOGRAFIA                                         ,6
40002012021P7,GEOGRAFIA,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Aca.,GEOGRAFIA                                         ,4
40004015012P0,GEOGRAFIA,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Aca.,GEOGRAFIA                                         ,5
41001010016P3,GEOGRAFIA,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Aca.,GEOGRAFIA                                         ,5
42001013065P3,GEOGRAFIA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Aca.,GEOGRAFIA                                         ,5
42002010025P1,GEOGRAFIA,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Aca.,GEOGRAFIA                                         ,5
50001019006P0,GEOGRAFIA,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Aca.,GEOGRAFIA                                         ,4
52001016012P5,GEOGRAFIA,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Aca.,GEOGRAFIA                                         ,6
53001010043P4,GEOGRAFIA,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,GEOGRAFIA                                         ,5
40005011010P4,GEOGRAFIA,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,Aca.,GEOGRAFIA                                         ,5
10001018005P0,GEOGRAFIA,UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,Aca.,GEOGRAFIA                                         ,4
42004012015P5,GEOGRAFIA,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,Aca.,GEOGRAFIA                                         ,4
31005012034P5,GEOGRAFIA,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,Aca.,GEOGRAFIA                                         ,5
12001015026P3,GEOGRAFIA,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Aca.,GEOGRAFIA                                         ,4
40015017010P6,GEOGRAFIA,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,Aca.,GEOGRAFIA                                         ,5
51005018004P5,GEOGRAFIA,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Aca.,GEOGRAFIA                                         ,5
30001013034P7,GEOGRAFIA,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Aca.,GEOGRAFIA                                         ,4
51001012027P0,GEOGRAFIA,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Aca.,GEOGRAFIA                                         ,4
40014010005P6,Geografia,UNIVERSIDADE ESTADUAL DO CENTRO-OESTE,UNICENTRO,Aca.,GEOGRAFIA                                         ,4
33004129047P5,GEOGRAFIA,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS PRESIDENTE PRUDENTE,UNESP-PRESIDENTE PRUDENTE,Prof.,GEOGRAFIA                                         ,4
13001019006P5,Geografia,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,Aca.,GEOGRAFIA                                         ,4
40015017018P7,Geografia,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,UNIOESTE,Aca.,GEOGRAFIA                                         ,4
16003012009P5,GEOGRAFIA,UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,Aca.,GEOGRAFIA                                         ,4
21001014027P5,Geografia,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Aca.,GEOGRAFIA                                         ,4
32005016035P4,GEOGRAFIA,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Aca.,GEOGRAFIA                                         ,5
31004016062P2,GEOGRAFIA,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Aca.,GEOGRAFIA                                         ,4
42003016047P8,Geografia,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Aca.,GEOGRAFIA                                         ,4
22004017003P0,Geografia,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ,UVA,Aca.,GEOGRAFIA                                         ,4
28002016016P9,Planejamento Territorial,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,UEFS,Prof.,GEOGRAFIA                                         ,4
50001019036P6,GEOGRAFIA,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Aca.,GEOGRAFIA                                         ,3
33004013068P6,DESENVOLVIMENTO TERRITORIAL NA AMÉRICA LATINA E CARIBE,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,UNESP,Aca.,GEOGRAFIA                                         ,4
31003010095P5,Geografia,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Aca.,GEOGRAFIA                                         ,4
51001012039P8,Geografia,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Aca.,GEOGRAFIA                                         ,3
26001012038P0,Geografia,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Aca.,GEOGRAFIA                                         ,4
32018010016P0,GEOGRAFIA,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI,UFSJ,Aca.,GEOGRAFIA                                         ,4
32014015011P3,GEOGRAFIA,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Aca.,GEOGRAFIA                                         ,4
32006012070P0,GEOGRAFIA,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Aca.,GEOGRAFIA                                         ,4
23001011078P4,GEOGRAFIA ,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Prof.,GEOGRAFIA                                         ,4
50002015102P5,GEOGRAFIA ,UNIVERSIDADE DO ESTADO DE MATO GROSSO CARLOS ALBERTO REYES MALDONADO,UNEMAT,Aca.,GEOGRAFIA                                         ,4
20002017039P7,"GEOGRAFIA, NATUREZA E DINÂMICA DO ESPAÇO",UNIVERSIDADE ESTADUAL DO MARANHÃO,UEMA,Aca.,GEOGRAFIA                                         ,4
31002013157P0,GEOGRAFIA,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,Aca.,GEOGRAFIA                                         ,4
28006011170P3,GEOGRAFIA ,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,UESB,Aca.,GEOGRAFIA                                         ,4
23002018074P5,GEOGRAFIA,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,Aca.,GEOGRAFIA                                         ,4
33001014071P8,GEOGRAFIA,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Aca.,GEOGRAFIA                                         ,4
52012018012P3,GEOGRAFIA,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,Aca.,GEOGRAFIA                                         ,3
32002017051P0,GEOGRAFIA,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Aca.,GEOGRAFIA                                         ,3
20001010047P3,"GEOGRAFIA, AMBIENTE E SOCIEDADE",UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Aca.,GEOGRAFIA                                         ,3
41020014014P4,GEOGRAFIA,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Aca.,GEOGRAFIA                                         ,3
32011016045P6,GEOGRAFIA,UNIVERSIDADE FEDERAL DE ALFENAS,UNIFAL-MG,Aca.,GEOGRAFIA                                         ,3
28005015074P8,ESTUDOS TERRITORIAIS ,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,Aca.,GEOGRAFIA                                         ,3
23001011180P3,GEOGRAFIA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Aca.,GEOGRAFIA                                         ,3
15006018011P6,GEOGRAFIA,UNIVERSIDADE DO ESTADO DO PARÁ,UEPA,Aca.,GEOGRAFIA                                         ,3
21003017002P5,ANÁLISE E PLANEJAMENTO ESPACIAL ,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PIAUÍ",IFPI,Prof.,GEOGRAFIA                                         ,3
14001012161P3,GEOGRAFIA,UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,Aca.,GEOGRAFIA                                         ,3
11001011076P8,GEOGRAFIA,UNIVERSIDADE FEDERAL DO ACRE,UFAC,Aca.,GEOGRAFIA                                         ,3
52060004005P8,GEOGRAFIA ,UNIVERSIDADE FEDERAL DE JATAÍ,UFJ,Aca.,GEOGRAFIA                                         ,4
52059006010P7,GEOGRAFIA,UNIVERSIDADE FEDERAL DE CATALÃO,UFCAT,Aca.,GEOGRAFIA                                         ,4
15001016009P0,PSICOLOGIA (TEORIA E PESQUISA DO COMPORTAMENTO),UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Aca.,PSICOLOGIA                                        ,6
22001018043P3,PSICOLOGIA,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Aca.,PSICOLOGIA                                        ,4
22002014005P0,PSICOLOGIA,UNIVERSIDADE DE FORTALEZA,UNIFOR,Aca.,PSICOLOGIA                                        ,5
23001011003P4,PSICOBIOLOGIA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Aca.,PSICOLOGIA                                        ,6
23001011025P8,PSICOLOGIA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Aca.,PSICOLOGIA                                        ,5
25001019018P7,PSICOLOGIA COGNITIVA,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Aca.,PSICOLOGIA                                        ,5
25002015001P3,PSICOLOGIA CLÍNICA,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Aca.,PSICOLOGIA                                        ,4
28001010044P0,PSICOLOGIA,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Aca.,PSICOLOGIA                                        ,6
30001013006P3,PSICOLOGIA,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Aca.,PSICOLOGIA                                        ,5
31001017097P1,TEORIA PSICANALÍTICA,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,PSICOLOGIA                                        ,5
31001017098P8,PSICOLOGIA,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,PSICOLOGIA                                        ,5
31001017101P9,PSICOSSOCIOLOGIA DE COMUNID.E ECOLOGIA SOCIAL,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Aca.,PSICOLOGIA                                        ,4
31003010043P5,PSICOLOGIA,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,Aca.,PSICOLOGIA                                        ,4
31004016013P1,PSICOLOGIA SOCIAL,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Aca.,PSICOLOGIA                                        ,5
31004016027P2,PSICANÁLISE,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Aca.,PSICOLOGIA                                        ,4
31005012009P0,PSICOLOGIA (PSICOLOGIA CLÍNICA),PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,PUC-RIO,Aca.,PSICOLOGIA                                        ,6
32001010041P9,PSICOLOGIA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Aca.,PSICOLOGIA                                        ,5
32006012021P0,PSICOLOGIA,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Aca.,PSICOLOGIA                                        ,4
33002010037P0,PSICOLOGIA (PSICOLOGIA EXPERIMENTAL),UNIVERSIDADE DE SÃO PAULO,USP,Aca.,PSICOLOGIA                                        ,7
33002010038P7,PSICOLOGIA ESCOLAR E DO DESENVOLVIMENTO HUMANO,UNIVERSIDADE DE SÃO PAULO,USP,Aca.,PSICOLOGIA                                        ,4
33002010039P3,PSICOLOGIA CLÍNICA,UNIVERSIDADE DE SÃO PAULO,USP,Aca.,PSICOLOGIA                                        ,5
33002010040P1,PSICOLOGIA SOCIAL,UNIVERSIDADE DE SÃO PAULO,USP,Aca.,PSICOLOGIA                                        ,4
33002010162P0,NEUROCIÊNCIAS E COMPORTAMENTO,UNIVERSIDADE DE SÃO PAULO,USP,Aca.,PSICOLOGIA                                        ,5
33002029020P6,PSICOBIOLOGIA,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,USP-RIBEIRÃO PRETO,Aca.,PSICOLOGIA                                        ,6
33002029030P1,PSICOLOGIA,UNIVERSIDADE DE SÃO PAULO - CAMPUS RIBEIRÃO PRETO,USP-RIBEIRÃO PRETO,Aca.,PSICOLOGIA                                        ,6
33004048021P6,PSICOLOGIA,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS ASSIS,UNESP-ASSIS,Aca.,PSICOLOGIA                                        ,4
33005010013P7,PSICOLOGIA (PSICOLOGIA SOCIAL),PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,Aca.,PSICOLOGIA                                        ,5
33005010014P3,PSICOLOGIA (PSICOLOGIA CLÍNICA),PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,Aca.,PSICOLOGIA                                        ,4
33005010026P1,PSICOLOGIA EXPERIMENTAL: ANÁLISE DO COMPORTAMENTO,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,PUCSP,Aca.,PSICOLOGIA                                        ,4
33006016002P8,PSICOLOGIA,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,Aca.,PSICOLOGIA                                        ,5
33017018002P6,PSICOLOGIA DA SAÚDE,UNIVERSIDADE METODISTA DE SÃO PAULO,UMESP,Aca.,PSICOLOGIA                                        ,4
33050015005P8,PSICOLOGIA,UNIVERSIDADE SÃO FRANCISCO,USF,Aca.,PSICOLOGIA                                        ,7
41001010036P4,PSICOLOGIA,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,Aca.,PSICOLOGIA                                        ,5
42001013047P5,PSICOLOGIA,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Aca.,PSICOLOGIA                                        ,7
42001013064P7,PSICOLOGIA SOCIAL E INSTITUCIONAL,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Aca.,PSICOLOGIA                                        ,5
42005019006P2,PSICOLOGIA,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,Aca.,PSICOLOGIA                                        ,7
51002019004P6,PSICOLOGIA,UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,Aca.,PSICOLOGIA                                        ,4
52002012001P0,PSICOLOGIA,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,PUC GOIÁS,Aca.,PSICOLOGIA                                        ,4
53003012002P5,PSICOLOGIA,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Aca.,PSICOLOGIA                                        ,5
40002012028P1,ANÁLISE DO COMPORTAMENTO,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Aca.,PSICOLOGIA                                        ,5
15001016045P6,PSICOLOGIA,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Aca.,PSICOLOGIA                                        ,4
32008015012P3,PSICOLOGIA,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Aca.,PSICOLOGIA                                        ,5
33004056085P0,PSICOLOGIA DO DESENVOLVIMENTO E APRENDIZAGEM,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - CAMPUS BAURU,UNESP-BAURU,Aca.,PSICOLOGIA                                        ,5
53001010062P9,Psicologia do Desenvolvimento e Escolar,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,PSICOLOGIA                                        ,5
53001010064P1,PSICOLOGIA CLÍNICA E CULTURA,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,PSICOLOGIA                                        ,5
53001010065P8,"PSICOLOGIA SOCIAL, DO TRABALHO E DAS ORGANIZAÇÕES (PSTO)",UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,PSICOLOGIA                                        ,6
25001019066P1,PSICOLOGIA,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,Aca.,PSICOLOGIA                                        ,5
31025013004P2,PSICOLOGIA,UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,Aca.,PSICOLOGIA                                        ,5
42007011016P0,PSICOLOGIA,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,Aca.,PSICOLOGIA                                        ,5
40004015028P4,PSICOLOGIA,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,Aca.,PSICOLOGIA                                        ,4
30001013028P7,PSICOLOGIA INSTITUCIONAL,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,UFES,Aca.,PSICOLOGIA                                        ,4
53001010068P7,CIÊNCIAS DO COMPORTAMENTO,UNIVERSIDADE DE BRASÍLIA,UNB,Aca.,PSICOLOGIA                                        ,4
33079013002P0,PSICOLOGIA EDUCACIONAL,CENTRO UNIVERSITÁRIO FIEO,UNIFIEO,Aca.,PSICOLOGIA                                        ,3
27001016022P0,Psicologia,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Aca.,PSICOLOGIA                                        ,4
33001014031P6,PSICOLOGIA,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Aca.,PSICOLOGIA                                        ,6
32018010005P9,PSICOLOGIA,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI,UFSJ,Aca.,PSICOLOGIA                                        ,4
32005016025P9,PSICOLOGIA,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,Aca.,PSICOLOGIA                                        ,5
42002010046P9,PSICOLOGIA,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Aca.,PSICOLOGIA                                        ,5
12001015036P9,PSICOLOGIA,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Aca.,PSICOLOGIA                                        ,4
40001016067P0,PSICOLOGIA,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,Aca.,PSICOLOGIA                                        ,5
10001018009P6,PSICOLOGIA,UNIVERSIDADE FEDERAL DE RONDÔNIA,UNIR,Aca.,PSICOLOGIA                                        ,4
40020010004P6,PSICOLOGIA FORENSE,UNIVERSIDADE TUIUTI DO PARANÁ,UTP,Aca.,PSICOLOGIA                                        ,4
26001012032P2,Psicologia,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,Aca.,PSICOLOGIA                                        ,4
51001012032P3,Psicologia,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,Aca.,PSICOLOGIA                                        ,4
53005015002P8,Psicologia,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Aca.,PSICOLOGIA                                        ,4
20001010027P2,PSICOLOGIA,UNIVERSIDADE FEDERAL DO MARANHÃO,UFMA,Aca.,PSICOLOGIA                                        ,3
24001015063P0,Psicologia Social,UNIVERSIDADE FEDERAL DA PARAÍBA - CAMPUS JOÃO PESSOA,UFPB-JOÃO PESSOA,Aca.,PSICOLOGIA                                        ,5
31002013027P0,Psicologia,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,UFRRJ,Aca.,PSICOLOGIA                                        ,4
31019013003P0,PSICOLOGIA,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,UCP,Aca.,PSICOLOGIA                                        ,3
33278016001P1,Análise do Comportamento Aplicada,INSTITUTO PAR EDUCAÇÃO,PAR,Prof.,PSICOLOGIA                                        ,4
33031010003P8,Psicologia e Saúde,FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO,FAMERP,Aca.,PSICOLOGIA                                        ,3
24001015067P5,Neurociência Cognitiva e Comportamento,UNIVERSIDADE FEDERAL DA PARAÍBA - CAMPUS JOÃO PESSOA,UFPB-JOÃO PESSOA,Aca.,PSICOLOGIA                                        ,5
33281017001P9,Psicogerontologia,INSTITUTO EDUCATIE,EDUCATIE,Prof.,PSICOLOGIA                                        ,1
24004014018P3,Psicologia da Saúde,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,Aca.,PSICOLOGIA                                        ,4
52001016071P1,Psicologia,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,Aca.,PSICOLOGIA                                        ,3
15001016084P1,Neurociências e Comportamento,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,Aca.,PSICOLOGIA                                        ,4
42001013107P8,Psicanálise: Clínica e Cultura,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Aca.,PSICOLOGIA                                        ,4
31001017165P7,ATENÇÃO PSICOSSOCIAL,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,Prof.,PSICOLOGIA                                        ,4
31004016159P6,PSICANÁLISE ,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,Prof.,PSICOLOGIA                                        ,3
25004018071P4,PRÁTICAS E INOVAÇÃO EM SAÚDE MENTAL,UNIVERSIDADE DE PERNAMBUCO,UPE,Prof.,PSICOLOGIA                                        ,4
23004010005P6,PSICOLOGIA ORGANIZACIONAL E DO TRABALHO,UNIVERSIDADE POTIGUAR,UNP,Prof.,PSICOLOGIA                                        ,3
32012012070P7,PSICOLOGIA,UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO,UFTM,Aca.,PSICOLOGIA                                        ,4
25020013009P5,PSICOLOGIA,UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,Aca.,PSICOLOGIA                                        ,3
51005018101P0,PSICOLOGIA,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Aca.,PSICOLOGIA                                        ,3
42015014012P4,PSICOLOGIA E SAÚDE,UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,UFCSPA,Aca.,PSICOLOGIA                                        ,4
25025015002P2,PSICOLOGIA DA SAÚDE,FACULDADE PERNAMBUCANA DE SAÚDE,FPS,Prof.,PSICOLOGIA                                        ,3
32001010173P2,PSICOLOGIA: COGNIÇÃO E COMPORTAMENTO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,Aca.,PSICOLOGIA                                        ,5
50001019171P0,PSICOLOGIA,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Aca.,PSICOLOGIA                                        ,3
42051010006P6,PSICOLOGIA,FACULDADE ATITUS EDUCAÇÃO PASSO FUNDO,ATITUS EDUCAÇÃO,Aca.,PSICOLOGIA                                        ,4
33057010004P0,PSICOLOGIA,UNIVERSIDADE IBIRAPUERA,UNIB,Aca.,PSICOLOGIA                                        ,3
40002012173P1,PSICOLOGIA,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Aca.,PSICOLOGIA                                        ,4
33020019006P9,PSICOLOGIA DESENVOLVIMENTO E POLÍTICAS PÚBLICAS,UNIVERSIDADE CATÓLICA DE SANTOS,UNISANTOS,Prof.,PSICOLOGIA                                        ,3
28001010173P4,PSICOLOGIA DA SAÚDE,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,Prof.,PSICOLOGIA                                        ,3
22001018176P3,PSICOLOGIA E POLÍTICAS PÚBLICAS,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,Prof.,PSICOLOGIA                                        ,4
28008014005P5,PSICOLOGIA E INTERVENÇÕES EM SAÚDE,ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA,EBMSP,Prof.,PSICOLOGIA                                        ,3
42004012160P5,PSICOLOGIA,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,Aca.,PSICOLOGIA                                        ,3
