Local da ocorrência,Município,Data da Restituição
"CONVENTO,IGREJA,ETC.",Viçosa do Ceará,02/03/2018
CASA COMERCIAL,Crato,02/03/2018
RESIDENCIA PARTICULAR,Fortaleza,02/03/2018
VIA PUBLICA,Itapipoca,03/03/2018
VIA PUBLICA,Fortaleza,03/03/2018
VIA PUBLICA,Fortaleza,03/03/2018
NAO INFORMADO,Fortaleza,03/03/2018
VIA PUBLICA,Fortaleza,03/03/2018
VIA PUBLICA,Fortaleza,04/03/2018
CASA COMERCIAL,Fortaleza,04/03/2018
VIA PUBLICA,Crato,04/03/2018
RESIDENCIA PARTICULAR,Tianguá,05/03/2018
VIA PUBLICA,Crato,05/03/2018
RODOVIA,Eusébio,05/03/2018
"CONVENTO,IGREJA,ETC.",Fortaleza,05/03/2018
VIA PUBLICA,Eusébio,06/03/2018
VIA PUBLICA,Senador Pompeu,06/03/2018
RESIDENCIA PARTICULAR,Maracanaú,06/03/2018
RESIDENCIA PARTICULAR,Maracanaú,06/03/2018
RESIDENCIA PARTICULAR,Fortaleza,06/03/2018
RESIDENCIA PARTICULAR,Fortaleza,06/03/2018
VIA PUBLICA,Senador Pompeu,06/03/2018
RESIDENCIA PARTICULAR,Paracuru,06/03/2018
VIA PUBLICA,Juazeiro do Norte,06/03/2018
RESIDENCIA PARTICULAR,Tabuleiro do Norte,06/03/2018
RESIDENCIA PARTICULAR,Mombaça,06/03/2018
VIA PUBLICA,Massapê,06/03/2018
VIA PUBLICA,Fortaleza,06/03/2018
VIA PUBLICA,Fortaleza,07/03/2018
VIA PUBLICA,Fortaleza,07/03/2018
RESIDENCIA PARTICULAR,Tianguá,07/03/2018
VIA PUBLICA,Fortaleza,07/03/2018
VIA PUBLICA,Fortaleza,07/03/2018
RESIDENCIA PARTICULAR,Fortaleza,07/03/2018
VIA PUBLICA,Fortaleza,07/03/2018
RESIDENCIA PARTICULAR,Fortaleza,07/03/2018
VIA PUBLICA,Fortaleza,08/03/2018
VIA PUBLICA,Fortaleza,08/03/2018
VIA PUBLICA,Fortaleza,08/03/2018
VIA PUBLICA,Fortaleza,08/03/2018
VIA PUBLICA,Fortaleza,08/03/2018
VIA PUBLICA,Fortaleza,08/03/2018
VIA PUBLICA,Fortaleza,08/03/2018
VIA PUBLICA,Fortaleza,08/03/2018
VIA PUBLICA,Fortaleza,08/03/2018
RESIDENCIA PARTICULAR,Assaré,08/03/2018
VIA PUBLICA,Fortaleza,09/03/2018
RESIDENCIA PARTICULAR,Mauriti,09/03/2018
VIA PUBLICA,Fortaleza,09/03/2018
VIA PUBLICA,Fortaleza,09/03/2018
VIA PUBLICA,Fortaleza,09/03/2018
RESIDENCIA PARTICULAR,Pacujá,09/03/2018
RESIDENCIA PARTICULAR,Tauá,09/03/2018
RESIDENCIA PARTICULAR,Fortaleza,09/03/2018
VIA PUBLICA,Fortaleza,09/03/2018
VIA PUBLICA,Horizonte,10/03/2018
RESIDENCIA PARTICULAR,Potengi,10/03/2018
VIA PUBLICA,Horizonte,10/03/2018
RESIDENCIA PARTICULAR,Potengi,10/03/2018
VIA PUBLICA,Fortaleza,10/03/2018
NAO INFORMADO,Fortaleza,10/03/2018
VIA PUBLICA,Iguatu,10/03/2018
RESIDENCIA PARTICULAR,Pedra Branca,11/03/2018
VIA PUBLICA,Fortaleza,11/03/2018
VIA PUBLICA,Fortaleza,11/03/2018
VIA PUBLICA,Fortaleza,12/03/2018
RESIDENCIA PARTICULAR,Banabuiú,12/03/2018
RESIDENCIA PARTICULAR,Banabuiú,12/03/2018
RESIDENCIA PARTICULAR,Viçosa do Ceará,12/03/2018
VIA PUBLICA,Fortaleza,12/03/2018
NAO INFORMADO,Fortaleza,12/03/2018
CASA COMERCIAL,Iguatu,12/03/2018
RESIDENCIA PARTICULAR,Itapipoca,12/03/2018
RESIDENCIA PARTICULAR,Quixadá,13/03/2018
VIA PUBLICA,Itapajé,13/03/2018
VIA PUBLICA,Fortaleza,13/03/2018
VIA PUBLICA,Fortaleza,13/03/2018
VIA PUBLICA,Fortaleza,13/03/2018
VIA PUBLICA,Fortaleza,13/03/2018
RESIDENCIA PARTICULAR,Assaré,13/03/2018
VIA PUBLICA,Ipaumirim,13/03/2018
VIA PUBLICA,Fortaleza,13/03/2018
VIA PUBLICA,Fortaleza,13/03/2018
VIA PUBLICA,Fortaleza,13/03/2018
RESIDENCIA PARTICULAR,Fortaleza,13/03/2018
VIA PUBLICA,Fortaleza,13/03/2018
RESIDENCIA PARTICULAR,Fortaleza,13/03/2018
VIA PUBLICA,Fortaleza,13/03/2018
VIA PUBLICA,Fortaleza,13/03/2018
VIA PUBLICA,Fortaleza,13/03/2018
VIA PUBLICA,Fortaleza,13/03/2018
VIA PUBLICA,Fortaleza,13/03/2018
VIA PUBLICA,Fortaleza,14/03/2018
VIA PUBLICA,Fortaleza,14/03/2018
VIA PUBLICA,Fortaleza,14/03/2018
VIA PUBLICA,Cedro,14/03/2018
VIA PUBLICA,Fortaleza,14/03/2018
VIA PUBLICA,Fortaleza,14/03/2018
PRACA,Brejo Santo,14/03/2018
VIA PUBLICA,Fortaleza,14/03/2018
VIA PUBLICA,Fortaleza,15/03/2018
VIA PUBLICA,Fortaleza,15/03/2018
RESIDENCIA PARTICULAR,Crato,15/03/2018
RESIDENCIA PARTICULAR,Crato,15/03/2018
VIA PUBLICA,Fortaleza,15/03/2018
VIA PUBLICA,Fortaleza,15/03/2018
VIA PUBLICA,Fortaleza,15/03/2018
VIA PUBLICA,Juazeiro do Norte,15/03/2018
VIA PUBLICA,Fortaleza,15/03/2018
CASA COMERCIAL,Itapiúna,15/03/2018
VIA PUBLICA,Fortaleza,15/03/2018
CASA COMERCIAL,Itapiúna,15/03/2018
REPARTICAO PUBLICA,Crato,15/03/2018
RESIDENCIA PARTICULAR,Crato,15/03/2018
RESIDENCIA PARTICULAR,Crato,15/03/2018
RESIDENCIA PARTICULAR,Juazeiro do Norte,15/03/2018
CASA COMERCIAL,Fortaleza,16/03/2018
VIA PUBLICA,Umirim,16/03/2018
VIA PUBLICA,Sobral,16/03/2018
CASA COMERCIAL,Fortaleza,16/03/2018
VIA PUBLICA,Umirim,16/03/2018
CASA COMERCIAL,Fortaleza,16/03/2018
RESIDENCIA PARTICULAR,Viçosa do Ceará,16/03/2018
CASA COMERCIAL,Fortaleza,16/03/2018
VIA PUBLICA,Crateús,16/03/2018
VIA PUBLICA,Fortaleza,16/03/2018
VIA PUBLICA,Fortaleza,16/03/2018
VIA PUBLICA,Fortaleza,16/03/2018
CASA COMERCIAL,Fortaleza,17/03/2018
CASA COMERCIAL,Fortaleza,17/03/2018
CASA COMERCIAL,Fortaleza,17/03/2018
NAO INFORMADO,Fortaleza,17/03/2018
RESIDENCIA PARTICULAR,Crato,17/03/2018
VIA PUBLICA,Fortaleza,18/03/2018
VIA PUBLICA,Fortaleza,18/03/2018
"HOTEL, PENSAO, ETC",Aquiraz,18/03/2018
"HOTEL, PENSAO, ETC",Aquiraz,18/03/2018
CASA COMERCIAL,Fortaleza,18/03/2018
VIA PUBLICA,Fortaleza,18/03/2018
VIA PUBLICA,Fortaleza,18/03/2018
VIA PUBLICA,Maracanaú,18/03/2018
VIA PUBLICA,Maranguape,19/03/2018
VIA PUBLICA,Fortaleza,19/03/2018
VIA PUBLICA,Santana do Acaraú,19/03/2018
VIA PUBLICA,Santana do Acaraú,19/03/2018
VIA PUBLICA,Fortaleza,19/03/2018
VIA FERREA,Fortaleza,19/03/2018
VIA PUBLICA,Fortaleza,20/03/2018
"BAR, RESTAURANTE, ETC",Senador Sá,20/03/2018
RESIDENCIA PARTICULAR,Redenção,20/03/2018
VIA PUBLICA,Fortaleza,20/03/2018
VIA PUBLICA,Fortaleza,20/03/2018
VIA PUBLICA,Fortaleza,20/03/2018
VIA PUBLICA,Fortaleza,20/03/2018
RESIDENCIA PARTICULAR,Lavras da Mangabeira,21/03/2018
RODOVIA,Ubajara,22/03/2018
NAO INFORMADO,Fortaleza,22/03/2018
VIA PUBLICA,Fortaleza,22/03/2018
VIA PUBLICA,Fortaleza,22/03/2018
VIA PUBLICA,Barreira,22/03/2018
VIA PUBLICA,Tianguá,22/03/2018
CASA COMERCIAL,Fortaleza,22/03/2018
VIA PUBLICA,Barreira,22/03/2018
VIA PUBLICA,Fortaleza,22/03/2018
VIA PUBLICA,Fortaleza,22/03/2018
VIA PUBLICA,Fortaleza,22/03/2018
VIA PUBLICA,Maracanaú,22/03/2018
RESIDENCIA PARTICULAR,Fortaleza,22/03/2018
VIA PUBLICA,Jaguaribe,23/03/2018
VIA PUBLICA,Maracanaú,23/03/2018
EDIFICIO PUBLICO,Nova Russas,23/03/2018
VIA PUBLICA,Fortaleza,23/03/2018
VIA PUBLICA,Fortaleza,23/03/2018
VIA PUBLICA,Fortaleza,23/03/2018
VIA PUBLICA,Beberibe,23/03/2018
VIA PUBLICA,Fortaleza,24/03/2018
VIA PUBLICA,Fortaleza,24/03/2018
VIA PUBLICA,Maracanaú,24/03/2018
VIA PUBLICA,Fortaleza,24/03/2018
RESIDENCIA PARTICULAR,Morrinhos,24/03/2018
VIA PUBLICA,Fortaleza,25/03/2018
VIA PUBLICA,Paracuru,26/03/2018
VIA PUBLICA,Paracuru,26/03/2018
VIA PUBLICA,Fortaleza,26/03/2018
CASA COMERCIAL,Fortaleza,26/03/2018
CASA COMERCIAL,Quixadá,26/03/2018
VIA PUBLICA,Fortaleza,26/03/2018
VIA PUBLICA,Fortaleza,26/03/2018
VIA PUBLICA,Quixadá,26/03/2018
RESIDENCIA PARTICULAR,Fortaleza,27/03/2018
RESIDENCIA PARTICULAR,Fortaleza,27/03/2018
VIA PUBLICA,Fortaleza,27/03/2018
RESIDENCIA PARTICULAR,Caucaia,27/03/2018
VIA PUBLICA,Maranguape,27/03/2018
CASA COMERCIAL,Fortaleza,27/03/2018
REPARTICAO PUBLICA,Quixadá,27/03/2018
RESIDENCIA PARTICULAR,Beberibe,27/03/2018
RODOVIA,Caucaia,27/03/2018
VIA PUBLICA,Fortaleza,27/03/2018
VIA PUBLICA,Iguatu,27/03/2018
VIA PUBLICA,Fortaleza,28/03/2018
VIA PUBLICA,Fortaleza,28/03/2018
VIA PUBLICA,Caucaia,28/03/2018
RESIDENCIA PARTICULAR,Jaguaribe,28/03/2018
PRAIA,Fortaleza,28/03/2018
VIA PUBLICA,Fortaleza,28/03/2018
PRACA,Barbalha,28/03/2018
VIA PUBLICA,Guaraciaba do Norte,28/03/2018
"BAR, RESTAURANTE, ETC",Fortaleza,29/03/2018
VIA PUBLICA,Fortaleza,29/03/2018
"BAR, RESTAURANTE, ETC",Fortaleza,29/03/2018
VIA PUBLICA,Juazeiro do Norte,29/03/2018
VIA PUBLICA,Tianguá,29/03/2018
VIA PUBLICA,Caucaia,30/03/2018
VIA PUBLICA,Maracanaú,30/03/2018
NAO INFORMADO,Morada Nova,30/03/2018
VIA PUBLICA,Caucaia,30/03/2018
VIA PUBLICA,Fortaleza,30/03/2018
NAO INFORMADO,Morada Nova,30/03/2018
VIA PUBLICA,Caucaia,30/03/2018
VIA PUBLICA,Caucaia,30/03/2018
"MERCADO PUBLICO, FEIRA.",Fortaleza,31/03/2018
VIA PUBLICA,Fortaleza,31/03/2018
VIA PUBLICA,Fortaleza,31/03/2018
VIA PUBLICA,Fortaleza,31/03/2018
VIA PUBLICA,Fortaleza,31/03/2018
VIA PUBLICA,Maranguape,31/03/2018
VIA PUBLICA,Fortaleza,31/03/2018
VIA PUBLICA,Fortaleza,01/04/2018
NAO INFORMADO,Fortaleza,01/04/2018
VIA PUBLICA,Fortaleza,01/04/2018
VIA PUBLICA,Pacatuba,01/04/2018
VIA PUBLICA,Pacatuba,01/04/2018
VIA PUBLICA,Fortaleza,01/04/2018
VIA PUBLICA,Pacoti,02/04/2018
RESIDENCIA PARTICULAR,Mauriti,02/04/2018
VIA PUBLICA,Paraipaba,02/04/2018
VIA PUBLICA,Fortaleza,02/04/2018
VIA PUBLICA,Pacatuba,02/04/2018
VIA PUBLICA,Fortaleza,02/04/2018
VIA PUBLICA,Fortaleza,02/04/2018
NAO INFORMADO,Tauá,02/04/2018
VIA PUBLICA,Jijoca de Jericoacoara,02/04/2018
RESIDENCIA PARTICULAR,Paracuru,03/04/2018
VIA PUBLICA,Fortaleza,03/04/2018
NAO INFORMADO,Fortaleza,03/04/2018
VIA PUBLICA,Fortaleza,03/04/2018
PRAIA,Caucaia,03/04/2018
NAO INFORMADO,Fortaleza,03/04/2018
CASA COMERCIAL,Fortaleza,03/04/2018
VIA PUBLICA,Fortaleza,03/04/2018
NAO INFORMADO,Fortaleza,03/04/2018
VIA FERREA,Fortaleza,03/04/2018
RESIDENCIA PARTICULAR,São Benedito,03/04/2018
REPARTICAO PUBLICA,Quixadá,03/04/2018
PRACA,Sobral,03/04/2018
PRACA,Fortaleza,04/04/2018
VIA PUBLICA,Fortaleza,04/04/2018
VIA PUBLICA,Alto Santo,04/04/2018
VIA PUBLICA,Alto Santo,04/04/2018
VIA PUBLICA,Fortaleza,04/04/2018
PRACA,Fortaleza,04/04/2018
RESIDENCIA PARTICULAR,Nova Russas,04/04/2018
RESIDENCIA PARTICULAR,Fortaleza,04/04/2018
RESIDENCIA PARTICULAR,Fortaleza,04/04/2018
VIA PUBLICA,Pacoti,04/04/2018
VIA PUBLICA,Fortaleza,04/04/2018
VIA PUBLICA,Fortaleza,04/04/2018
RESIDENCIA PARTICULAR,Tabuleiro do Norte,04/04/2018
"INST.FINANCEIRA(BANCO,CX ELET)",Fortaleza,04/04/2018
RESIDENCIA PARTICULAR,Varjota,04/04/2018
RESIDENCIA PARTICULAR,Fortaleza,05/04/2018
VIA PUBLICA,Fortaleza,05/04/2018
VIA PUBLICA,Maracanaú,05/04/2018
VIA PUBLICA,Fortaleza,05/04/2018
VIA PUBLICA,Fortaleza,05/04/2018
RESIDENCIA PARTICULAR,São Gonçalo do Amarante,05/04/2018
"AEROPORTO,PORTO,RODOVIARIA",Tianguá,05/04/2018
VIA PUBLICA,Fortaleza,05/04/2018
VIA PUBLICA,Fortaleza,05/04/2018
RESIDENCIA PARTICULAR,Beberibe,05/04/2018
RESIDENCIA PARTICULAR,Fortaleza,05/04/2018
VIA PUBLICA,Maracanaú,06/04/2018
VIA PUBLICA,Juazeiro do Norte,06/04/2018
VIA PUBLICA,Fortaleza,06/04/2018
VIA PUBLICA,Fortaleza,06/04/2018
VIA PUBLICA,Maracanaú,06/04/2018
RESIDENCIA PARTICULAR,Fortim,06/04/2018
VIA PUBLICA,Fortaleza,06/04/2018
CASA COMERCIAL,Missão Velha,07/04/2018
RESIDENCIA PARTICULAR,Cariús,07/04/2018
VIA PUBLICA,Fortaleza,07/04/2018
CASA COMERCIAL,Fortaleza,07/04/2018
RESIDENCIA PARTICULAR,Mombaça,07/04/2018
VIA PUBLICA,Fortaleza,07/04/2018
VIA PUBLICA,Fortaleza,07/04/2018
VIA PUBLICA,Fortaleza,07/04/2018
CASA COMERCIAL,Fortaleza,08/04/2018
CASA COMERCIAL,Aquiraz,09/04/2018
VIA PUBLICA,Tauá,09/04/2018
VIA PUBLICA,Fortaleza,09/04/2018
RESIDENCIA PARTICULAR,Beberibe,09/04/2018
RESIDENCIA PARTICULAR,Beberibe,09/04/2018
RESIDENCIA PARTICULAR,Barro,09/04/2018
VIA PUBLICA,Fortaleza,09/04/2018
VIA PUBLICA,Ipueiras,10/04/2018
NAO INFORMADO,Fortaleza,10/04/2018
NAO INFORMADO,Fortaleza,10/04/2018
VIA PUBLICA,Fortaleza,10/04/2018
VIA PUBLICA,Fortaleza,10/04/2018
FARMACIA,Quixeramobim,10/04/2018
RESIDENCIA PARTICULAR,Viçosa do Ceará,10/04/2018
VIA PUBLICA,Fortaleza,10/04/2018
VIA PUBLICA,Fortaleza,10/04/2018
"MAR, RIO, LAGOA, ETC",Aracoiaba,10/04/2018
VIA PUBLICA,São Benedito,11/04/2018
VIA PUBLICA,Fortaleza,11/04/2018
VIA PUBLICA,Fortaleza,11/04/2018
VIA PUBLICA,Fortaleza,11/04/2018
VIA PUBLICA,Crato,11/04/2018
VIA PUBLICA,Fortaleza,11/04/2018
VIA PUBLICA,Crato,11/04/2018
VIA PUBLICA,Crato,11/04/2018
VIA PUBLICA,Fortaleza,12/04/2018
VIA PUBLICA,Fortaleza,12/04/2018
VIA PUBLICA,Fortaleza,12/04/2018
VIA PUBLICA,Fortaleza,12/04/2018
VIA PUBLICA,Fortaleza,12/04/2018
VIA PUBLICA,Fortaleza,12/04/2018
VIA PUBLICA,Fortaleza,12/04/2018
RESIDENCIA PARTICULAR,Fortaleza,12/04/2018
VIA PUBLICA,Fortaleza,12/04/2018
RESIDENCIA PARTICULAR,Iguatu,12/04/2018
VIA PUBLICA,Fortaleza,13/04/2018
VIA PUBLICA,Guaiúba,13/04/2018
VIA PUBLICA,Viçosa do Ceará,13/04/2018
VIA PUBLICA,Fortaleza,13/04/2018
PRACA,Tianguá,13/04/2018
PRACA,Viçosa do Ceará,13/04/2018
VIA PUBLICA,Fortaleza,13/04/2018
RESIDENCIA PARTICULAR,Fortaleza,13/04/2018
RESIDENCIA PARTICULAR,Fortaleza,13/04/2018
VIA PUBLICA,Fortaleza,13/04/2018
VIA PUBLICA,Fortaleza,14/04/2018
VIA PUBLICA,Fortaleza,15/04/2018
VIA PUBLICA,Caucaia,16/04/2018
PRACA,São Benedito,16/04/2018
CASA COMERCIAL,Monsenhor Tabosa,16/04/2018
PRACA,São Benedito,16/04/2018
VIA PUBLICA,Fortaleza,16/04/2018
RESIDENCIA PARTICULAR,Viçosa do Ceará,16/04/2018
VIA PUBLICA,Beberibe,16/04/2018
VIA PUBLICA,Fortaleza,16/04/2018
VIA PUBLICA,Fortaleza,16/04/2018
NAO INFORMADO,Tamboril,16/04/2018
VIA PUBLICA,Fortaleza,16/04/2018
RESIDENCIA PARTICULAR,Mombaça,16/04/2018
RESIDENCIA PARTICULAR,Tianguá,16/04/2018
VIA PUBLICA,Fortaleza,16/04/2018
VIA PUBLICA,Sobral,16/04/2018
VIA PUBLICA,Tianguá,16/04/2018
RESIDENCIA PARTICULAR,Fortaleza,16/04/2018
CASA COMERCIAL,Campos Sales,17/04/2018
VIA PUBLICA,Fortaleza,17/04/2018
VIA PUBLICA,Fortaleza,17/04/2018
VIA PUBLICA,Fortaleza,17/04/2018
RESIDENCIA PARTICULAR,São Benedito,17/04/2018
VIA PUBLICA,Fortaleza,17/04/2018
PRACA,Tabuleiro do Norte,17/04/2018
VIA PUBLICA,Iguatu,18/04/2018
VIA PUBLICA,Meruoca,18/04/2018
RESIDENCIA PARTICULAR,Lavras da Mangabeira,18/04/2018
VIA PUBLICA,Fortaleza,18/04/2018
VIA PUBLICA,Fortaleza,18/04/2018
VIA PUBLICA,Fortaleza,18/04/2018
VIA PUBLICA,Sobral,18/04/2018
CASA COMERCIAL,Monsenhor Tabosa,18/04/2018
VIA PUBLICA,Meruoca,18/04/2018
VIA PUBLICA,Fortaleza,18/04/2018
VIA PUBLICA,Forquilha,19/04/2018
ESTACIONAMENTO,Fortaleza,19/04/2018
VIA PUBLICA,Fortaleza,19/04/2018
VIA PUBLICA,Mombaça,19/04/2018
VIA FERREA,Crato,19/04/2018
RESIDENCIA PARTICULAR,Quixadá,19/04/2018
RESIDENCIA PARTICULAR,Fortaleza,19/04/2018
VIA PUBLICA,Fortaleza,19/04/2018
RESIDENCIA PARTICULAR,Aracati,19/04/2018
NAO INFORMADO,Fortaleza,20/04/2018
CASA COMERCIAL,Fortaleza,20/04/2018
RESIDENCIA PARTICULAR,Jaguaribe,20/04/2018
CASA COMERCIAL,Fortaleza,20/04/2018
CASA COMERCIAL,Fortaleza,20/04/2018
VIA PUBLICA,Forquilha,20/04/2018
REPARTICAO PUBLICA,Tianguá,20/04/2018
RESIDENCIA PARTICULAR,Maracanaú,20/04/2018
RESIDENCIA PARTICULAR,Maracanaú,20/04/2018
VIA PUBLICA,Juazeiro do Norte,21/04/2018
VIA PUBLICA,Fortaleza,21/04/2018
VIA PUBLICA,Fortaleza,22/04/2018
VIA PUBLICA,Fortaleza,22/04/2018
RESIDENCIA PARTICULAR,Choró,22/04/2018
VIA PUBLICA,Sobral,23/04/2018
VIA PUBLICA,Fortaleza,23/04/2018
VIA PUBLICA,Fortaleza,23/04/2018
VIA PUBLICA,Fortaleza,23/04/2018
CASA COMERCIAL,Fortaleza,23/04/2018
VIA PUBLICA,Guaiúba,23/04/2018
VIA PUBLICA,Fortaleza,23/04/2018
VIA PUBLICA,Fortaleza,23/04/2018
RODOVIA,Sobral,23/04/2018
"INST.FINANCEIRA(BANCO,CX ELET)",Fortaleza,23/04/2018
VIA PUBLICA,Fortaleza,23/04/2018
RESIDENCIA PARTICULAR,Barbalha,23/04/2018
VIA PUBLICA,Fortaleza,23/04/2018
VIA PUBLICA,Fortaleza,23/04/2018
VIA PUBLICA,Fortaleza,23/04/2018
VIA PUBLICA,Fortaleza,23/04/2018
RESIDENCIA PARTICULAR,Sobral,23/04/2018
RESIDENCIA PARTICULAR,Fortaleza,23/04/2018
VIA PUBLICA,Fortaleza,23/04/2018
VIA PUBLICA,Fortaleza,24/04/2018
VIA PUBLICA,Mombaça,24/04/2018
VIA PUBLICA,Juazeiro do Norte,24/04/2018
VIA PUBLICA,Fortaleza,24/04/2018
VIA PUBLICA,Fortaleza,24/04/2018
VIA PUBLICA,Fortaleza,25/04/2018
CASA COMERCIAL,Fortaleza,25/04/2018
RESIDENCIA PARTICULAR,Juazeiro do Norte,25/04/2018
VIA PUBLICA,Fortaleza,25/04/2018
VIA PUBLICA,Acarape,25/04/2018
RESIDENCIA PARTICULAR,Juazeiro do Norte,25/04/2018
VIA PUBLICA,Fortaleza,25/04/2018
VIA PUBLICA,Sobral,25/04/2018
VIA PUBLICA,Fortaleza,25/04/2018
CLUBE,Várzea Alegre,25/04/2018
VIA PUBLICA,Fortaleza,25/04/2018
CASA COMERCIAL,Fortaleza,25/04/2018
RESIDENCIA PARTICULAR,Croatá,25/04/2018
VIA PUBLICA,Fortaleza,25/04/2018
NAO INFORMADO,Tianguá,26/04/2018
VIA PUBLICA,Barbalha,26/04/2018
CASA COMERCIAL,Fortaleza,26/04/2018
"BAR, RESTAURANTE, ETC",Juazeiro do Norte,26/04/2018
RESIDENCIA PARTICULAR,Pindoretama,26/04/2018
RESIDENCIA PARTICULAR,Fortaleza,26/04/2018
NAO INFORMADO,Fortaleza,26/04/2018
VIA PUBLICA,Fortaleza,27/04/2018
PRACA,Fortaleza,27/04/2018
VIA PUBLICA,Fortaleza,27/04/2018
VIA PUBLICA,Fortaleza,27/04/2018
VIA PUBLICA,Jaguaretama,27/04/2018
VIA PUBLICA,Jaguaretama,27/04/2018
VIA PUBLICA,Fortaleza,27/04/2018
VIA PUBLICA,Fortaleza,27/04/2018
VIA PUBLICA,Crato,27/04/2018
VIA PUBLICA,Fortaleza,27/04/2018
CASA COMERCIAL,Jaguaribe,28/04/2018
CASA COMERCIAL,Jaguaribe,28/04/2018
CASA COMERCIAL,Jaguaribe,28/04/2018
CASA COMERCIAL,Jaguaribe,28/04/2018
VIA PUBLICA,Fortaleza,28/04/2018
NAO INFORMADO,Sobral,28/04/2018
CASA COMERCIAL,Jaguaribe,28/04/2018
VIA PUBLICA,Barro,29/04/2018
VIA PUBLICA,Fortaleza,29/04/2018
VIA PUBLICA,Caucaia,29/04/2018
NAO INFORMADO,Fortaleza,30/04/2018
VIA PUBLICA,Fortaleza,30/04/2018
NAO INFORMADO,Fortaleza,30/04/2018
VIA PUBLICA,Fortaleza,30/04/2018
RESIDENCIA PARTICULAR,Milagres,30/04/2018
VIA PUBLICA,Sobral,30/04/2018
VIA PUBLICA,Fortaleza,01/05/2018
VIA PUBLICA,Fortaleza,01/05/2018
RESIDENCIA PARTICULAR,Crato,02/05/2018
VIA PUBLICA,Caucaia,02/05/2018
VIA PUBLICA,Fortaleza,02/05/2018
VIA PUBLICA,Fortaleza,02/05/2018
VIA PUBLICA,Fortaleza,02/05/2018
VIA PUBLICA,Fortaleza,02/05/2018
RESIDENCIA PARTICULAR,Mauriti,02/05/2018
VIA PUBLICA,Fortaleza,02/05/2018
VIA PUBLICA,Fortaleza,02/05/2018
VIA PUBLICA,Fortaleza,02/05/2018
VIA PUBLICA,Fortaleza,02/05/2018
RESIDENCIA PARTICULAR,Quixadá,02/05/2018
RESIDENCIA PARTICULAR,Quixadá,02/05/2018
VIA PUBLICA,Fortaleza,03/05/2018
CASA COMERCIAL,Fortaleza,03/05/2018
VIA PUBLICA,Fortaleza,03/05/2018
VIA PUBLICA,Guaraciaba do Norte,03/05/2018
RESIDENCIA PARTICULAR,Santa Quitéria,03/05/2018
VIA PUBLICA,Guaraciaba do Norte,03/05/2018
"MERCADO PUBLICO, FEIRA.",Juazeiro do Norte,03/05/2018
VIA PUBLICA,Boa Viagem,03/05/2018
RESIDENCIA PARTICULAR,Fortaleza,03/05/2018
CASA COMERCIAL,Itapipoca,03/05/2018
RESIDENCIA PARTICULAR,Fortaleza,03/05/2018
CASA COMERCIAL,Maracanaú,04/05/2018
VIA PUBLICA,Viçosa do Ceará,04/05/2018
VIA PUBLICA,Maranguape,04/05/2018
NAO INFORMADO,Fortaleza,04/05/2018
VIA PUBLICA,Forquilha,04/05/2018
VIA PUBLICA,Fortaleza,05/05/2018
VIA PUBLICA,Fortaleza,05/05/2018
VIA PUBLICA,Fortaleza,05/05/2018
VIA PUBLICA,Fortaleza,06/05/2018
VIA PUBLICA,Fortaleza,06/05/2018
RESIDENCIA PARTICULAR,Fortaleza,06/05/2018
VIA PUBLICA,Fortaleza,06/05/2018
VIA PUBLICA,Fortaleza,06/05/2018
VIA PUBLICA,Fortaleza,06/05/2018
VIA PUBLICA,Fortaleza,06/05/2018
VIA PUBLICA,Fortaleza,06/05/2018
VIA PUBLICA,Fortaleza,06/05/2018
VIA PUBLICA,Sobral,06/05/2018
VIA PUBLICA,Fortaleza,07/05/2018
RESIDENCIA PARTICULAR,Fortaleza,07/05/2018
"BAR, RESTAURANTE, ETC",Tianguá,07/05/2018
VIA PUBLICA,Fortaleza,07/05/2018
"BAR, RESTAURANTE, ETC",Meruoca,07/05/2018
REPARTICAO PUBLICA,Acopiara,07/05/2018
VIA PUBLICA,Tianguá,07/05/2018
VIA FERREA,Maracanaú,07/05/2018
VIA FERREA,Maracanaú,07/05/2018
CASA COMERCIAL,Fortaleza,07/05/2018
VIA PUBLICA,Fortaleza,07/05/2018
VIA FERREA,Maracanaú,07/05/2018
NAO INFORMADO,Fortaleza,07/05/2018
VIA FERREA,Maracanaú,07/05/2018
VIA FERREA,Maracanaú,07/05/2018
REPARTICAO PUBLICA,Tianguá,07/05/2018
VIA FERREA,Maracanaú,07/05/2018
VIA PUBLICA,Graça,07/05/2018
CASA COMERCIAL,Juazeiro do Norte,07/05/2018
CASA COMERCIAL,Fortaleza,08/05/2018
VIA PUBLICA,Fortaleza,08/05/2018
VIA PUBLICA,Tianguá,08/05/2018
VIA PUBLICA,Maranguape,08/05/2018
VIA PUBLICA,Fortaleza,08/05/2018
VIA PUBLICA,Fortaleza,08/05/2018
VIA PUBLICA,Fortaleza,08/05/2018
VIA PUBLICA,Fortaleza,08/05/2018
VIA PUBLICA,Paracuru,08/05/2018
VIA PUBLICA,Fortaleza,08/05/2018
VIA PUBLICA,Jaguaretama,08/05/2018
VIA PUBLICA,Fortaleza,08/05/2018
RESIDENCIA PARTICULAR,Quixadá,08/05/2018
VIA PUBLICA,Maracanaú,09/05/2018
CASA COMERCIAL,Fortaleza,09/05/2018
VIA PUBLICA,Maracanaú,09/05/2018
VIA PUBLICA,Fortaleza,09/05/2018
