Ano,Mes,Dia,Evento,C. Amarelo,C. Vermelho,Adversário,Competição,Time,PLACAR,Resultado
2012,8,4,Gol,0,0,Honduras,Jogos Olímpicos,Brasil,3-2,Derrota
2012,8,1,Apenas Participação,0,0,Nova Zelândia,Jogos Olímpicos,Brasil,3-0,Derrota
2012,7,29,Gol,0,0,Bielorrússia,Jogos Olímpicos,Brasil,3-1,Derrota
2012,7,26,Gol,0,0,Egito,Jogos Olímpicos,Brasil,3-2,Derrota
2012,7,20,Gol,0,0,Grã-Bretanha Olímpicos,Amistosos da Seleção,Brasil Olímpicos,0-2,Vitória
2012,7,8,Gol,0,0,Grêmio,Brasileirão,Santos,4-2,Vitória
2012,7,8,Assistência,0,0,Grêmio,Brasileirão,Santos,4-2,Vitória
2012,7,1,Cartão Amarelo,1,0,Portuguesa,Brasileirão,Santos,0-0,Empate
2012,6,24,Gol,0,0,Coritiba,Brasileirão,Santos,2-2,Empate
2012,6,20,Gol,0,0,Corinthians,Copa Libertadores,Santos,1-1,Empate
2012,6,13,Cartão Amarelo,1,0,Corinthians,Copa Libertadores,Santos,0-1,Derrota
2012,6,9,Assistência,0,0,Argentina,Amistosos da Seleção,Brasil,4-3,Derrota
2012,6,3,Cartão Amarelo,1,0,México,Amistosos da Seleção,Brasil,0-2,Derrota
2012,5,30,Gol,0,0,Estados Unidos,Amistosos da Seleção,Brasil,1-4,Vitória
2012,5,30,Assistência,0,0,Estados Unidos,Amistosos da Seleção,Brasil,1-4,Vitória
2012,5,30,Assistência,0,0,Estados Unidos,Amistosos da Seleção,Brasil,1-4,Vitória
2012,5,24,Cartão Amarelo,1,0,Vélez Sarsfield,Copa Libertadores,Santos,1-0(4-2)g.p.,
2012,5,17,Cartão Amarelo,1,0,Vélez Sarsfield,Copa Libertadores,Santos,1-0,Derrota
2012,5,13,Gol,1,0,Guarani,Paulistão,Santos,4-2,Vitória
2012,5,13,Gol,1,0,Guarani,Paulistão,Santos,4-2,Vitória
2012,5,13,Cartão Amarelo,1,0,Guarani,Paulistão,Santos,4-2,Vitória
2012,5,10,Gol,0,0,Bolívar,Copa Libertadores,Santos,8-0,Vitória
2012,5,10,Gol,0,0,Bolívar,Copa Libertadores,Santos,8-0,Vitória
2012,5,10,Assistência,0,0,Bolívar,Copa Libertadores,Santos,8-0,Vitória
2012,5,10,Assistência,0,0,Bolívar,Copa Libertadores,Santos,8-0,Vitória
2012,5,10,Assistência,0,0,Bolívar,Copa Libertadores,Santos,8-0,Vitória
2012,5,6,Gol,0,0,Guarani,Paulistão,Santos,0-3,Vitória
2012,5,6,Gol,0,0,Guarani,Paulistão,Santos,0-3,Vitória
2012,4,29,Gol,0,0,São Paulo,Paulistão,Santos,1-3,Vitória
2012,4,29,Gol,0,0,São Paulo,Paulistão,Santos,1-3,Vitória
2012,4,29,Gol,0,0,São Paulo,Paulistão,Santos,1-3,Vitória
2012,4,25,Apenas Participação,0,0,Bolívar,Copa Libertadores,Santos,2-1,Derrota
2012,4,22,Gol,0,0,Mogi Mirim,Paulistão,Santos,2-0,Vitória
2012,4,22,Assistência,0,0,Mogi Mirim,Paulistão,Santos,2-0,Vitória
2012,4,19,Gol,0,0,The Strongest,Copa Libertadores,Santos,2-0,Vitória
2012,4,19,Assistência,0,0,The Strongest,Copa Libertadores,Santos,2-0,Vitória
2012,4,15,Gol,0,0,Catanduvense,Paulistão,Santos,5-0,Vitória
2012,4,15,Assistência,0,0,Catanduvense,Paulistão,Santos,5-0,Vitória
2012,4,15,Assistência,0,0,Catanduvense,Paulistão,Santos,5-0,Vitória
2012,4,15,Assistência,0,0,Catanduvense,Paulistão,Santos,5-0,Vitória
2012,4,8,Gol,0,0,São Caetano,Paulistão,Santos,2-1,Derrota
2012,4,4,Cartão Amarelo,1,0,Internacional,Copa Libertadores,Santos,1-1,Empate
2012,3,29,Gol,0,0,Guaratinguetá,Paulistão,Santos,5-0,Vitória
2012,3,29,Gol,0,0,Guaratinguetá,Paulistão,Santos,5-0,Vitória
2012,3,29,Gol,0,0,Guaratinguetá,Paulistão,Santos,5-0,Vitória
2012,3,25,Apenas Participação,0,0,Red Bull Bragantino,Paulistão,Santos,2-0,Vitória
2012,3,22,Gol,0,0,Juan Aurich,Copa Libertadores,Santos,2-0,Vitória
2012,3,18,Gol,0,0,São Paulo,Paulistão,Santos,3-2,Derrota
2012,3,15,Apenas Participação,0,0,Juan Aurich,Copa Libertadores,Santos,1-3,Vitória
2012,3,7,Gol,1,0,Internacional,Copa Libertadores,Santos,3-1,Vitória
2012,3,7,Gol,1,0,Internacional,Copa Libertadores,Santos,3-1,Vitória
2012,3,7,Gol,1,0,Internacional,Copa Libertadores,Santos,3-1,Vitória
2012,3,7,Cartão Amarelo,1,0,Internacional,Copa Libertadores,Santos,3-1,Vitória
2012,3,4,Apenas Participação,0,0,Corinthians,Paulistão,Santos,1-0,Vitória
2012,2,28,Apenas Participação,0,0,Bósnia-Herzgovina,Amistosos da Seleção,Brasil,1-2,Vitória
2012,2,25,Gol,1,0,Ponte Preta,Paulistão,Santos,6-1,Vitória
2012,2,25,Gol,1,0,Ponte Preta,Paulistão,Santos,6-1,Vitória
2012,2,25,Assistência,1,0,Ponte Preta,Paulistão,Santos,6-1,Vitória
2012,2,25,Assistência,1,0,Ponte Preta,Paulistão,Santos,6-1,Vitória
2012,2,25,Cartão Amarelo,1,0,Ponte Preta,Paulistão,Santos,6-1,Vitória
2012,2,22,Assistência,0,0,Comercial,Paulistão,Santos,2-0,Vitória
2012,2,18,Cartão Amarelo,1,0,Mirassol,Paulistão,Santos,1-3,Vitória
2012,2,15,Cartão Amarelo,1,0,The Strongest,Copa Libertadores,Santos,2-1,Derrota
2012,2,9,Gol,0,0,Botafogo-SP,Paulistão,Santos,1-4,Vitória
2012,2,9,Gol,0,0,Botafogo-SP,Paulistão,Santos,1-4,Vitória
2012,2,9,Gol,0,0,Botafogo-SP,Paulistão,Santos,1-4,Vitória
2012,2,9,Assistência,0,0,Botafogo-SP,Paulistão,Santos,1-4,Vitória
2012,2,5,Gol,1,0,Palmeiras,Paulistão,Santos,1-2,Derrota
2012,2,5,Cartão Amarelo,1,0,Palmeiras,Paulistão,Santos,1-2,Derrota
2012,2,2,Apenas Participação,0,0,Osasco Sporting,Paulistão,Santos,1-1,Empate
2013,12,17,Gol,0,0,Cartagena,Copa do Rei (Espanha),Barcelona,3-0,Vitória
2013,12,14,Gol,1,0,Villarreal,La Liga (Espanha),Barcelona,2-1,Vitória
2013,12,14,Gol,1,0,Villarreal,La Liga (Espanha),Barcelona,2-1,Vitória
2013,12,14,Cartão Amarelo,1,0,Villarreal,La Liga (Espanha),Barcelona,2-1,Vitória
2013,12,11,Gol,0,0,Celtic,Champions League,Barcelona,6-1,Vitória
2013,12,11,Gol,0,0,Celtic,Champions League,Barcelona,6-1,Vitória
2013,12,11,Gol,0,0,Celtic,Champions League,Barcelona,6-1,Vitória
2013,12,11,Assistência,0,0,Celtic,Champions League,Barcelona,6-1,Vitória
2013,12,6,Apenas Participação,0,0,Cartagena,Copa do Rei (Espanha),Barcelona,1-4,Vitória
2013,12,1,Cartão Amarelo,1,0,Athletic Bilbao,La Liga (Espanha),Barcelona,1-0,Derrota
2013,11,26,Cartão Amarelo,1,0,Ajax,Champions League,Barcelona,2-1,Derrota
2013,11,23,Assistência,1,0,Granada,La Liga (Espanha),Barcelona,4-0,Vitória
2013,11,23,Cartão Amarelo,1,0,Granada,La Liga (Espanha),Barcelona,4-0,Vitória
2013,11,19,Apenas Participação,0,0,Chile,Amistosos da Seleção,Brasil,2-1,Derrota
2013,11,16,Assistência,0,0,Honduras,Amistosos da Seleção,Brasil,0-5,Vitória
2013,11,10,Gol,0,0,Real Betis,La Liga (Espanha),Barcelona,1-4,Vitória
2013,11,6,Apenas Participação,0,0,Milan,Champions League,Barcelona,3-1,Vitória
2013,11,1,Assistência,0,0,Espanyol,La Liga (Espanha),Barcelona,1-0,Vitória
2013,10,29,Apenas Participação,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,0-3,Vitória
2013,10,26,Gol,0,0,Real Madrid,La Liga (Espanha),Barcelona,2-1,Vitória
2013,10,26,Assistência,0,0,Real Madrid,La Liga (Espanha),Barcelona,2-1,Vitória
2013,10,22,Apenas Participação,0,0,Milan,Champions League,Barcelona,1-1,Empate
2013,10,19,Apenas Participação,0,0,Osasuna,La Liga (Espanha),Barcelona,0-0,Empate
2013,10,15,Assistência,0,0,Zâmbia,Amistosos da Seleção,Brasil,2-0,Vitória
2013,10,12,Gol,0,0,Coreia do Sul,Amistosos da Seleção,Brasil,0-2,Vitória
2013,10,5,Gol,0,0,Valladolid,La Liga (Espanha),Barcelona,4-1,Vitória
2013,10,5,Assistência,0,0,Valladolid,La Liga (Espanha),Barcelona,4-1,Vitória
2013,10,1,Apenas Participação,0,0,Celtic,Champions League,Barcelona,0-1,Vitória
2013,9,28,Apenas Participação,0,0,Almería,La Liga (Espanha),Barcelona,0-2,Vitória
2013,9,24,Gol,0,0,Real Sociedad,La Liga (Espanha),Barcelona,4-1,Vitória
2013,9,24,Assistência,0,0,Real Sociedad,La Liga (Espanha),Barcelona,4-1,Vitória
2013,9,21,Assistência,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,0-4,Vitória
2013,9,18,Assistência,0,0,Ajax,Champions League,Barcelona,4-0,Vitória
2013,9,14,Assistência,0,0,Sevilla,La Liga (Espanha),Barcelona,3-2,Vitória
2013,9,10,Gol,1,0,Portugal,Amistosos da Seleção,Brasil,3-1,Vitória
2013,9,10,Assistência,1,0,Portugal,Amistosos da Seleção,Brasil,3-1,Vitória
2013,9,10,Cartão Amarelo,1,0,Portugal,Amistosos da Seleção,Brasil,3-1,Vitória
2013,9,7,Gol,0,0,Austrália,Amistosos da Seleção,Brasil,6-0,Vitória
2013,9,7,Assistência,0,0,Austrália,Amistosos da Seleção,Brasil,6-0,Vitória
2013,9,7,Assistência,0,0,Austrália,Amistosos da Seleção,Brasil,6-0,Vitória
2013,9,1,Assistência,1,0,Valencia,La Liga (Espanha),Barcelona,2-3,Vitória
2013,9,1,Cartão Amarelo,1,0,Valencia,La Liga (Espanha),Barcelona,2-3,Vitória
2013,8,28,Apenas Participação,0,0,Atlético de Madrid,Supercopa da Espanha,Barcelona,0-0,Empate
2013,8,25,Apenas Participação,0,0,Málaga,La Liga (Espanha),Barcelona,0-1,Vitória
2013,8,21,Gol,1,0,Atlético de Madrid,Supercopa da Espanha,Barcelona,1-1,Empate
2013,8,21,Cartão Amarelo,1,0,Atlético de Madrid,Supercopa da Espanha,Barcelona,1-1,Empate
2013,8,18,Cartão Amarelo,1,0,Levante,La Liga (Espanha),Barcelona,7-0,Vitória
2013,8,14,Cartão Amarelo,1,0,Suíça,Amistosos da Seleção,Brasil,1-0,Derrota
2013,6,30,Gol,0,0,Espanha,CC,Brasil,3-0,Derrota
2013,6,26,Assistência,0,0,Uruguai,CC,Brasil,2-1,Derrota
2013,6,22,Gol,1,0,Itália,CC,Brasil,2-4,Vitória
2013,6,22,Cartão Amarelo,1,0,Itália,CC,Brasil,2-4,Vitória
2013,6,19,Gol,0,0,México,CC,Brasil,2-0,Derrota
2013,6,19,Assistência,0,0,México,CC,Brasil,2-0,Derrota
2013,6,15,Gol,0,0,Japão,CC,Brasil,3-0,Derrota
2013,6,9,Assistência,0,0,França,Amistosos da Seleção,Brasil,3-0,Vitória
2013,6,2,Apenas Participação,0,0,Inglaterra,Amistosos da Seleção,Brasil,2-2,Empate
2013,5,26,Apenas Participação,0,0,Flamengo,Brasileirão,Santos,0-0,Empate
2013,5,22,Apenas Participação,0,0,Joinville,Copa do Brasil,Santos,0-0,Empate
2013,5,19,Apenas Participação,0,0,Corinthians,Paulistão,Santos,1-1,Empate
2013,5,12,Apenas Participação,0,0,Corinthians,Paulistão,Santos,2-1,Derrota
2013,5,8,Apenas Participação,0,0,Joinville,Copa do Brasil,Santos,0-1,Vitória
2013,5,4,Apenas Participação,0,0,Mogi Mirim,Paulistão,Santos,1-1(4-5)g.p.,
2013,4,27,Assistência,0,0,Palmeiras,Paulistão,Santos,1-1(4-2)g.p.,
2013,4,24,Gol,0,0,Chile,Amistosos da Seleção,Brasil,2-2,Empate
2013,4,24,Assistência,0,0,Chile,Amistosos da Seleção,Brasil,2-2,Empate
2013,4,21,Assistência,0,0,Penapolense,Paulistão,Santos,2-1,Vitória
2013,4,17,Gol,0,0,Flamengo-PI,Copa do Brasil,Santos,2-0,Vitória
2013,4,13,Gol,0,0,União Barbarense,Paulistão,Santos,0-4,Vitória
2013,4,13,Gol,0,0,União Barbarense,Paulistão,Santos,0-4,Vitória
2013,4,13,Gol,0,0,União Barbarense,Paulistão,Santos,0-4,Vitória
2013,4,13,Gol,0,0,União Barbarense,Paulistão,Santos,0-4,Vitória
2013,4,10,Assistência,0,0,Flamengo-PI,Copa do Brasil,Santos,2-2,Empate
2013,4,10,Assistência,0,0,Flamengo-PI,Copa do Brasil,Santos,2-2,Empate
2013,4,6,Gol,0,0,Bolívia,Amistosos da Seleção,Brasil,0-4,Vitória
2013,4,6,Gol,0,0,Bolívia,Amistosos da Seleção,Brasil,0-4,Vitória
2013,4,4,Gol,1,0,São Caetano,Paulistão,Santos,1-1,Empate
2013,4,4,Cartão Amarelo,1,0,São Caetano,Paulistão,Santos,1-1,Empate
2013,3,31,Gol,0,0,Osasco Sporting,Paulistão,Santos,1-2,Vitória
2013,3,28,Assistência,0,0,Mogi Mirim,Paulistão,Santos,2-2,Empate
2013,3,25,Apenas Participação,0,0,Rússia,Amistosos da Seleção,Brasil,1-1,Empate
2013,3,21,Assistência,0,0,Itália,Amistosos da Seleção,Brasil,2-2,Empate
2013,3,16,Assistência,0,0,Guarani,Paulistão,Santos,2-1,Vitória
2013,3,3,Cartão Amarelo,1,0,Corinthians,Paulistão,Santos,0-0,Empate
2013,2,17,Cartão Vermelho,0,1,Ponte Preta,Paulistão,Santos,3-1,Derrota
2013,2,10,Gol,1,0,Paulista,Paulistão,Santos,1-3,Derrota
2013,2,10,Cartão Amarelo,1,0,Paulista,Paulistão,Santos,1-3,Derrota
2013,2,6,Apenas Participação,0,0,Inglaterra,Amistosos da Seleção,Brasil,2-1,Derrota
2013,2,3,Gol,0,0,São Paulo,Paulistão,Santos,3-1,Vitória
2013,2,3,Assistência,0,0,São Paulo,Paulistão,Santos,3-1,Vitória
2013,2,3,Assistência,0,0,São Paulo,Paulistão,Santos,3-1,Vitória
2013,1,30,Apenas Participação,0,0,Ituano,Paulistão,Santos,0-1,Vitória
2013,1,27,Gol,0,0,Red Bull Bragantino,Paulistão,Santos,2-2,Empate
2013,1,23,Gol,0,0,Botafogo-SP,Paulistão,Santos,3-0,Vitória
2013,1,23,Assistência,0,0,Botafogo-SP,Paulistão,Santos,3-0,Vitória
2013,1,19,Gol,1,0,São Bernardo,Paulistão,Santos,1-3,Vitória
2013,1,19,Gol,1,0,São Bernardo,Paulistão,Santos,1-3,Vitória
2013,1,19,Cartão Amarelo,1,0,São Bernardo,Paulistão,Santos,1-3,Vitória
2014,12,20,Apenas Participação,0,0,Córdoba,La Liga (Espanha),Barcelona,5-0,Vitória
2014,12,10,Gol,0,0,PSG,Champions League,Barcelona,3-1,Vitória
2014,12,7,Apenas Participação,0,0,Espanyol,La Liga (Espanha),Barcelona,5-1,Vitória
2014,11,30,Apenas Participação,0,0,Valencia,La Liga (Espanha),Barcelona,0-1,Vitória
2014,11,25,Apenas Participação,0,0,APOEL,Champions League,Barcelona,0-4,Vitória
2014,11,22,Gol,0,0,Sevilla,La Liga (Espanha),Barcelona,5-1,Vitória
2014,11,22,Assistência,0,0,Sevilla,La Liga (Espanha),Barcelona,5-1,Vitória
2014,11,22,Assistência,0,0,Sevilla,La Liga (Espanha),Barcelona,5-1,Vitória
2014,11,18,Apenas Participação,0,0,Áustria,Amistosos da Seleção,Brasil,1-2,Vitória
2014,11,12,Gol,0,0,Turquia,Amistosos da Seleção,Brasil,0-4,Vitória
2014,11,12,Gol,0,0,Turquia,Amistosos da Seleção,Brasil,0-4,Vitória
2014,11,12,Assistência,0,0,Turquia,Amistosos da Seleção,Brasil,0-4,Vitória
2014,11,8,Gol,0,0,Almería,La Liga (Espanha),Barcelona,1-2,Vitória
2014,11,5,Apenas Participação,0,0,Ajax,Champions League,Barcelona,0-2,Vitória
2014,11,1,Apenas Participação,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,0-1,Derrota
2014,10,25,Gol,1,0,Real Madrid,La Liga (Espanha),Barcelona,3-1,Derrota
2014,10,25,Cartão Amarelo,1,0,Real Madrid,La Liga (Espanha),Barcelona,3-1,Derrota
2014,10,21,Gol,0,0,Ajax,Champions League,Barcelona,3-1,Vitória
2014,10,18,Gol,1,0,Eibar,La Liga (Espanha),Barcelona,3-0,Vitória
2014,10,18,Assistência,1,0,Eibar,La Liga (Espanha),Barcelona,3-0,Vitória
2014,10,18,Cartão Amarelo,1,0,Eibar,La Liga (Espanha),Barcelona,3-0,Vitória
2014,10,14,Gol,0,0,Japão,Amistosos da Seleção,Brasil,0-4,Vitória
2014,10,14,Gol,0,0,Japão,Amistosos da Seleção,Brasil,0-4,Vitória
2014,10,14,Gol,0,0,Japão,Amistosos da Seleção,Brasil,0-4,Vitória
2014,10,14,Gol,0,0,Japão,Amistosos da Seleção,Brasil,0-4,Vitória
2014,10,11,Apenas Participação,0,0,Argentina,Amistosos da Seleção,Brasil,2-0,Vitória
2014,10,4,Gol,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,0-2,Vitória
2014,9,30,Gol,0,0,PSG,Champions League,Barcelona,3-2,Derrota
2014,9,27,Gol,0,0,Granada,La Liga (Espanha),Barcelona,6-0,Vitória
2014,9,27,Gol,0,0,Granada,La Liga (Espanha),Barcelona,6-0,Vitória
2014,9,27,Gol,0,0,Granada,La Liga (Espanha),Barcelona,6-0,Vitória
2014,9,24,Apenas Participação,0,0,Málaga,La Liga (Espanha),Barcelona,0-0,Empate
2014,9,21,Gol,0,0,Levante,La Liga (Espanha),Barcelona,0-5,Vitória
2014,9,17,Apenas Participação,0,0,APOEL,Champions League,Barcelona,1-0,Vitória
2014,9,13,Gol,0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,2-0,Vitória
2014,9,13,Gol,0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,2-0,Vitória
2014,9,9,Assistência,0,0,Equador,Amistosos da Seleção,Brasil,1-0,Vitória
2014,9,5,Gol,0,0,Colômbia,Amistosos da Seleção,Brasil,1-0,Vitória
2014,8,31,Apenas Participação,0,0,Villarreal,La Liga (Espanha),Barcelona,0-1,Vitória
2014,7,4,Assistência,0,0,Colômbia,Copa do Mundo,Brasil,2-1,Derrota
2014,6,28,Apenas Participação,0,0,Chile,Copa do Mundo,Brasil,1-1(3-2)g.p.,
2014,6,23,Gol,0,0,Camarões,Copa do Mundo,Brasil,1-4,Vitória
2014,6,23,Gol,0,0,Camarões,Copa do Mundo,Brasil,1-4,Vitória
2014,6,17,Apenas Participação,0,0,México,Copa do Mundo,Brasil,0-0,Empate
2014,6,12,Gol,1,0,Croácia,Copa do Mundo,Brasil,3-1,Derrota
2014,6,12,Gol,1,0,Croácia,Copa do Mundo,Brasil,3-1,Derrota
2014,6,12,Cartão Amarelo,1,0,Croácia,Copa do Mundo,Brasil,3-1,Derrota
2014,6,6,Apenas Participação,0,0,Sérvia,Amistosos da Seleção,Brasil,1-0,Vitória
2014,6,3,Gol,1,0,Panamá,Amistosos da Seleção,Brasil,4-0,Vitória
2014,6,3,Assistência,1,0,Panamá,Amistosos da Seleção,Brasil,4-0,Vitória
2014,6,3,Cartão Amarelo,1,0,Panamá,Amistosos da Seleção,Brasil,4-0,Vitória
2014,5,17,Apenas Participação,0,0,Atlético de Madrid,La Liga (Espanha),Barcelona,1-1,Empate
2014,4,16,Cartão Amarelo,1,0,Real Madrid,Copa do Rei (Espanha),Barcelona,2-1,Derrota
2014,4,12,Cartão Amarelo,1,0,Granada,La Liga (Espanha),Barcelona,1-0,Derrota
2014,4,9,Apenas Participação,0,0,Atlético de Madrid,Champions League,Barcelona,1-0,Derrota
2014,4,5,Apenas Participação,0,0,Real Betis,La Liga (Espanha),Barcelona,3-1,Vitória
2014,4,1,Gol,0,0,Atlético de Madrid,Champions League,Barcelona,1-1,Empate
2014,3,29,Apenas Participação,0,0,Espanyol,La Liga (Espanha),Barcelona,0-1,Vitória
2014,3,26,Gol,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,3-0,Vitória
2014,3,26,Gol,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,3-0,Vitória
2014,3,23,Assistência,0,0,Real Madrid,La Liga (Espanha),Barcelona,3-4,Vitória
2014,3,16,Apenas Participação,0,0,Osasuna,La Liga (Espanha),Barcelona,7-0,Vitória
2014,3,12,Apenas Participação,0,0,Manchester City,Champions League,Barcelona,2-1,Vitória
2014,3,8,Apenas Participação,0,0,Valladolid,La Liga (Espanha),Barcelona,1-0,Derrota
2014,3,5,Gol,0,0,África do Sul,Amistosos da Seleção,Brasil,0-5,Vitória
2014,3,5,Gol,0,0,África do Sul,Amistosos da Seleção,Brasil,0-5,Vitória
2014,3,5,Gol,0,0,África do Sul,Amistosos da Seleção,Brasil,0-5,Vitória
2014,3,2,Apenas Participação,0,0,Almería,La Liga (Espanha),Barcelona,4-1,Vitória
2014,2,22,Apenas Participação,0,0,Real Sociedad,La Liga (Espanha),Barcelona,3-1,Derrota
2014,2,18,Assistência,0,0,Manchester City,Champions League,Barcelona,0-2,Vitória
2014,2,15,Gol,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,6-0,Vitória
2014,1,16,Apenas Participação,0,0,Getafe,Copa do Rei (Espanha),Barcelona,0-2,Vitória
2014,1,11,Apenas Participação,0,0,Atlético de Madrid,La Liga (Espanha),Barcelona,0-0,Empate
2014,1,5,Apenas Participação,0,0,Elche,La Liga (Espanha),Barcelona,4-0,Vitória
2015,12,30,Assistência,0,0,Real Betis,La Liga (Espanha),Barcelona,4-0,Vitória
2015,12,30,Assistência,0,0,Real Betis,La Liga (Espanha),Barcelona,4-0,Vitória
2015,12,20,Assistência,1,0,River Plate,Mundial de Clubes,Barcelona,0-3,Vitória
2015,12,20,Assistência,1,0,River Plate,Mundial de Clubes,Barcelona,0-3,Vitória
2015,12,20,Cartão Amarelo,1,0,River Plate,Mundial de Clubes,Barcelona,0-3,Vitória
2015,12,17,Apenas Participação,0,0,Guangzhou FC,Mundial de Clubes,Barcelona,3-0,Derrota
2015,12,5,Apenas Participação,0,0,Valencia,La Liga (Espanha),Barcelona,1-1,Empate
2015,12,2,Apenas Participação,0,0,CF Villanovense,Copa do Rei (Espanha),Barcelona,6-1,Vitória
2015,11,28,Gol,0,0,Real Sociedad,La Liga (Espanha),Barcelona,4-0,Vitória
2015,11,28,Gol,0,0,Real Sociedad,La Liga (Espanha),Barcelona,4-0,Vitória
2015,11,28,Assistência,0,0,Real Sociedad,La Liga (Espanha),Barcelona,4-0,Vitória
2015,11,24,Apenas Participação,0,0,Roma,Champions League,Barcelona,6-1,Vitória
2015,11,21,Gol,0,0,Real Madrid,La Liga (Espanha),Barcelona,0-4,Vitória
2015,11,21,Assistência,0,0,Real Madrid,La Liga (Espanha),Barcelona,0-4,Vitória
2015,11,21,Assistência,0,0,Real Madrid,La Liga (Espanha),Barcelona,0-4,Vitória
2015,11,17,Cartão Amarelo,1,0,Peru,Eliminatórias da Copa do Mundo,Brasil,3-0,Vitória
2015,11,13,Apenas Participação,0,0,Argentina,Eliminatórias da Copa do Mundo,Brasil,1-1,Empate
2015,11,8,Gol,1,0,Villarreal,La Liga (Espanha),Barcelona,3-0,Vitória
2015,11,8,Gol,1,0,Villarreal,La Liga (Espanha),Barcelona,3-0,Vitória
2015,11,8,Cartão Amarelo,1,0,Villarreal,La Liga (Espanha),Barcelona,3-0,Vitória
2015,11,4,Gol,0,0,BATE Borisov,Champions League,Barcelona,3-0,Vitória
2015,11,4,Gol,0,0,BATE Borisov,Champions League,Barcelona,3-0,Vitória
2015,11,4,Assistência,0,0,BATE Borisov,Champions League,Barcelona,3-0,Vitória
2015,10,31,Gol,0,0,Getafe,La Liga (Espanha),Barcelona,0-2,Vitória
2015,10,25,Assistência,1,0,Eibar,La Liga (Espanha),Barcelona,3-1,Vitória
2015,10,25,Assistência,1,0,Eibar,La Liga (Espanha),Barcelona,3-1,Vitória
2015,10,25,Cartão Amarelo,1,0,Eibar,La Liga (Espanha),Barcelona,3-1,Vitória
2015,10,20,Assistência,0,0,BATE Borisov,Champions League,Barcelona,0-2,Vitória
2015,10,20,Assistência,0,0,BATE Borisov,Champions League,Barcelona,0-2,Vitória
2015,10,17,Gol,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,5-2,Vitória
2015,10,17,Gol,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,5-2,Vitória
2015,10,17,Gol,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,5-2,Vitória
2015,10,17,Gol,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,5-2,Vitória
2015,10,17,Assistência,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,5-2,Vitória
2015,10,3,Gol,0,0,Sevilla,La Liga (Espanha),Barcelona,2-1,Derrota
2015,9,29,Cartão Amarelo,1,0,Bayer Leverkusen,Champions League,Barcelona,2-1,Vitória
2015,9,26,Apenas Participação,0,0,Las Palmas,La Liga (Espanha),Barcelona,2-1,Vitória
2015,9,23,Gol,1,0,Celta de Vigo,La Liga (Espanha),Barcelona,4-1,Derrota
2015,9,23,Cartão Amarelo,1,0,Celta de Vigo,La Liga (Espanha),Barcelona,4-1,Derrota
2015,9,20,Gol,0,0,Levante,La Liga (Espanha),Barcelona,4-1,Vitória
2015,9,16,Apenas Participação,0,0,Roma,Champions League,Barcelona,1-1,Empate
2015,9,12,Gol,0,0,Atlético de Madrid,La Liga (Espanha),Barcelona,1-2,Vitória
2015,9,8,Gol,0,0,Estados Unidos,Amistosos da Seleção,Brasil,1-4,Vitória
2015,9,8,Gol,0,0,Estados Unidos,Amistosos da Seleção,Brasil,1-4,Vitória
2015,9,5,Apenas Participação,0,0,Costa Rica,Amistosos da Seleção,Brasil,1-0,Vitória
2015,8,29,Apenas Participação,0,0,Málaga,La Liga (Espanha),Barcelona,1-0,Vitória
2015,6,17,Cartão Amarelo,1,1,Colômbia,Copa América,Brasil,0-1,Vitória
2015,6,17,Cartão Vermelho,1,1,Colômbia,Copa América,Brasil,0-1,Vitória
2015,6,14,Gol,1,0,Peru,Copa América,Brasil,2-1,Derrota
2015,6,14,Assistência,1,0,Peru,Copa América,Brasil,2-1,Derrota
2015,6,14,Cartão Amarelo,1,0,Peru,Copa América,Brasil,2-1,Derrota
2015,6,10,Apenas Participação,0,0,Honduras,Amistosos da Seleção,Brasil,1-0,Vitória
2015,6,6,Gol,0,0,Juventus,Champions League,Barcelona,1-3,Vitória
2015,5,30,Gol,1,0,Athletic Bilbao,Copa do Rei (Espanha),Barcelona,1-3,Vitória
2015,5,30,Cartão Amarelo,1,0,Athletic Bilbao,Copa do Rei (Espanha),Barcelona,1-3,Vitória
2015,5,23,Assistência,0,0,Deportivo,La Liga (Espanha),Barcelona,2-2,Empate
2015,5,17,Cartão Amarelo,1,0,Atlético de Madrid,La Liga (Espanha),Barcelona,0-1,Vitória
2015,5,12,Gol,0,0,Bayern München,Champions League,Barcelona,3-2,Derrota
2015,5,12,Gol,0,0,Bayern München,Champions League,Barcelona,3-2,Derrota
2015,5,9,Gol,0,0,Real Sociedad,La Liga (Espanha),Barcelona,2-0,Vitória
2015,5,6,Gol,1,0,Bayern München,Champions League,Barcelona,3-0,Vitória
