Ano,Mes,Dia,Ação,C. Amarelo,C. Vermelho,Adversário,Competição,Time,PLACAR,Resultado
2018,10,03,2 Gol(s),0,0,Tottenham,Champions League,Barcelona,2-4,Vitória
2018,09,29,1 Assist.,0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,1-1,Empate
2018,09,26,1 Assist.,0,0,Leganés,La Liga (Espanha),Barcelona,2-1,Derrota
2018,09,23,1 Gol(s),0,0,Girona,La Liga (Espanha),Barcelona,2-2,Empate
2018,09,18,3 Gol(s),0,0,PSV,Champions League,Barcelona,4-0,Vitória
2018,09,15,Nenhuma,0,0,Real Sociedad,La Liga (Espanha),Barcelona,1-2,Vitória
2018,09,02,2 Gol(s) / 2 Assist.,0,0,Huesca,La Liga (Espanha),Barcelona,8-2,Vitória
2018,08,25,Nenhuma,0,0,Valladolid,La Liga (Espanha),Barcelona,0-1,Vitória
2018,08,18,2 Gol(s),0,0,Alavés,La Liga (Espanha),Barcelona,3-0,Vitória
2018,08,12,1 Assist.,0,0,Sevilla,Supercopa da Espanha,Barcelona,1-2,Vitória
2018,06,30,2 Assist.,0,0,França,Copa do Mundo,Argentina,4-3,Derrota
2018,06,26,1 Gol(s),1,0,Nigéria,Copa do Mundo,Argentina,1-2,Vitória
2018,06,21,Nenhuma,0,0,Croácia,Copa do Mundo,Argentina,0-3,Vitória
2018,06,16,Nenhuma,0,0,Islândia,Copa do Mundo,Argentina,1-1,Empate
2018,05,29,3 Gol(s) / 1 Assist.,0,0,Haiti,Amistosos da Seleção,Argentina,4-0,Vitória
2018,05,20,Nenhuma,0,0,Real Sociedad,La Liga (Espanha),Barcelona,1-0,Vitória
2018,05,09,1 Gol(s),0,0,Villarreal,La Liga (Espanha),Barcelona,5-1,Vitória
2018,05,06,1 Gol(s),1,0,Real Madrid,La Liga (Espanha),Barcelona,2-2,Empate
2018,04,29,3 Gol(s),0,0,Deportivo,La Liga (Espanha),Barcelona,2-4,Vitória
2018,04,21,1 Gol(s) / 2 Assist.,0,0,Sevilla,Copa do Rei (Espanha),Barcelona,0-5,Vitória
2018,04,17,Nenhuma,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,2-2,Empate
2018,04,14,Nenhuma,0,0,Valencia,La Liga (Espanha),Barcelona,2-1,Vitória
2018,04,10,Nenhuma,1,0,Roma,Champions League,Barcelona,3-0,Derrota
2018,04,07,3 Gol(s),0,0,Leganés,La Liga (Espanha),Barcelona,3-1,Vitória
2018,04,04,Nenhuma,0,0,Roma,Champions League,Barcelona,4-1,Vitória
2018,03,31,1 Gol(s),0,0,Sevilla,La Liga (Espanha),Barcelona,2-2,Empate
2018,03,23,Nenhuma,0,0,Itália,Amistosos da Seleção,Argentina,2-0,Vitória
2018,03,18,1 Gol(s),0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,2-0,Vitória
2018,03,14,2 Gol(s) / 1 Assist.,0,0,Chelsea,Champions League,Barcelona,3-0,Vitória
2018,03,04,1 Gol(s),1,0,Atlético de Madrid,La Liga (Espanha),Barcelona,1-0,Vitória
2018,03,01,1 Gol(s),0,0,Las Palmas,La Liga (Espanha),Barcelona,1-1,Empate
2018,02,24,2 Gol(s) / 1 Assist.,0,0,Girona,La Liga (Espanha),Barcelona,6-1,Vitória
2018,02,20,1 Gol(s),0,0,Chelsea,Champions League,Barcelona,1-1,Empate
2018,02,17,1 Assist.,0,0,Eibar,La Liga (Espanha),Barcelona,0-2,Vitória
2018,02,11,Nenhuma,0,0,Getafe,La Liga (Espanha),Barcelona,0-0,Empate
2018,02,08,Nenhuma,0,0,Valencia,Copa do Rei (Espanha),Barcelona,0-2,Vitória
2018,02,04,1 Assist.,0,0,Espanyol,La Liga (Espanha),Barcelona,1-1,Empate
2018,02,01,1 Assist.,0,0,Valencia,Copa do Rei (Espanha),Barcelona,1-0,Vitória
2018,01,28,1 Gol(s),0,0,Alavés,La Liga (Espanha),Barcelona,2-1,Vitória
2018,01,25,1 Gol(s),1,0,Espanyol,Copa do Rei (Espanha),Barcelona,2-0,Vitória
2018,01,21,2 Gol(s) / 1 Assist.,0,0,Real Betis,La Liga (Espanha),Barcelona,0-5,Vitória
2018,01,17,Nenhuma,0,0,Espanyol,Copa do Rei (Espanha),Barcelona,1-0,Derrota
2018,01,14,1 Gol(s) / 1 Assist.,0,0,Real Sociedad,La Liga (Espanha),Barcelona,2-4,Vitória
2018,01,11,2 Gol(s) / 1 Assist.,0,0,Celta de Vigo,Copa do Rei (Espanha),Barcelona,5-0,Vitória
2018,01,07,1 Gol(s) / 1 Assist.,0,0,Levante,La Liga (Espanha),Barcelona,3-0,Vitória
