Jogador,Ano,Mes,Dia,Evento,C. Amarelo,C. Vermelho,Adversário,Competição,Time,PLACAR,Resultado
Neymar,2016,1,13,Apenas Participação,0,0,Espanyol,Copa do Rei (Espanha),Barcelona,0-2,Vitória
Neymar,2016,1,9,Gol,0,0,Granada,La Liga (Espanha),Barcelona,4-0,Vitória
Neymar,2016,1,6,Gol,1,0,Espanyol,Copa do Rei (Espanha),Barcelona,4-1,Vitória
Neymar,2016,1,6,Cartão Amarelo,1,0,Espanyol,Copa do Rei (Espanha),Barcelona,4-1,Vitória
Neymar,2016,1,2,Cartão Amarelo,1,0,Espanyol,La Liga (Espanha),Barcelona,0-0,Empate
Neymar,2017,12,20,Assistência,0,0,Caen,Ligue 1 (França),PSG,3-1,Vitória
Neymar,2017,12,16,Gol,0,0,Rennes,Ligue 1 (França),PSG,1-4,Vitória
Neymar,2017,12,16,Gol,0,0,Rennes,Ligue 1 (França),PSG,1-4,Vitória
Neymar,2017,12,16,Assistência,0,0,Rennes,Ligue 1 (França),PSG,1-4,Vitória
Neymar,2017,12,16,Assistência,0,0,Rennes,Ligue 1 (França),PSG,1-4,Vitória
Neymar,2017,12,5,Apenas Participação,0,0,Bayern München,Champions League,PSG,3-1,Derrota
Neymar,2017,12,2,Cartão Amarelo,1,0,Strasbourg,Ligue 1 (França),PSG,2-1,Derrota
Neymar,2017,11,29,Gol,0,0,Troyes,Ligue 1 (França),PSG,2-0,Vitória
Neymar,2017,11,29,Assistência,0,0,Troyes,Ligue 1 (França),PSG,2-0,Vitória
Neymar,2017,11,26,Gol,1,0,Monaco,Ligue 1 (França),PSG,1-2,Vitória
Neymar,2017,11,26,Cartão Amarelo,1,0,Monaco,Ligue 1 (França),PSG,1-2,Vitória
Neymar,2017,11,22,Gol,0,0,Celtic,Champions League,PSG,7-1,Vitória
Neymar,2017,11,22,Gol,0,0,Celtic,Champions League,PSG,7-1,Vitória
Neymar,2017,11,22,Assistência,0,0,Celtic,Champions League,PSG,7-1,Vitória
Neymar,2017,11,18,Apenas Participação,0,0,Nantes,Ligue 1 (França),PSG,4-1,Vitória
Neymar,2017,11,14,Apenas Participação,0,0,Inglaterra,Amistosos da Seleção,Brasil,0-0,Empate
Neymar,2017,11,10,Gol,1,0,Japão,Amistosos da Seleção,Brasil,1-3,Vitória
Neymar,2017,11,10,Cartão Amarelo,1,0,Japão,Amistosos da Seleção,Brasil,1-3,Vitória
Neymar,2017,10,31,Gol,0,0,Anderlecht,Champions League,PSG,5-0,Vitória
Neymar,2017,10,22,Gol,1,1,Marseille,Ligue 1 (França),PSG,2-2,Empate
Neymar,2017,10,22,Cartão Amarelo,1,1,Marseille,Ligue 1 (França),PSG,2-2,Empate
Neymar,2017,10,22,Cartão Vermelho,1,1,Marseille,Ligue 1 (França),PSG,2-2,Empate
Neymar,2017,10,18,Gol,0,0,Anderlecht,Champions League,PSG,0-4,Vitória
Neymar,2017,10,14,Cartão Amarelo,1,0,Dijon,Ligue 1 (França),PSG,1-2,Vitória
Neymar,2017,10,10,Assistência,1,0,Chile,Eliminatórias da Copa do Mundo,Brasil,3-0,Vitória
Neymar,2017,10,10,Cartão Amarelo,1,0,Chile,Eliminatórias da Copa do Mundo,Brasil,3-0,Vitória
Neymar,2017,10,5,Apenas Participação,0,0,Bolívia,Eliminatórias da Copa do Mundo,Brasil,0-0,Empate
Neymar,2017,9,30,Gol,0,0,Bordeaux,Ligue 1 (França),PSG,6-2,Vitória
Neymar,2017,9,30,Gol,0,0,Bordeaux,Ligue 1 (França),PSG,6-2,Vitória
Neymar,2017,9,30,Assistência,0,0,Bordeaux,Ligue 1 (França),PSG,6-2,Vitória
Neymar,2017,9,27,Gol,0,0,Bayern München,Champions League,PSG,3-0,Vitória
Neymar,2017,9,27,Assistência,0,0,Bayern München,Champions League,PSG,3-0,Vitória
Neymar,2017,9,17,Cartão Amarelo,1,0,Lyon,Ligue 1 (França),PSG,2-0,Vitória
Neymar,2017,9,12,Gol,1,0,Celtic,Champions League,PSG,0-5,Vitória
Neymar,2017,9,12,Assistência,1,0,Celtic,Champions League,PSG,0-5,Vitória
Neymar,2017,9,12,Cartão Amarelo,1,0,Celtic,Champions League,PSG,0-5,Vitória
Neymar,2017,9,8,Gol,0,0,Metz,Ligue 1 (França),PSG,1-5,Vitória
Neymar,2017,9,8,Assistência,0,0,Metz,Ligue 1 (França),PSG,1-5,Vitória
Neymar,2017,9,5,Assistência,0,0,Colômbia,Eliminatórias da Copa do Mundo,Brasil,1-1,Empate
Neymar,2017,8,31,Cartão Amarelo,1,0,Equador,Eliminatórias da Copa do Mundo,Brasil,2-0,Vitória
Neymar,2017,8,25,Apenas Participação,0,0,Saint-Étienne,Ligue 1 (França),PSG,3-0,Vitória
Neymar,2017,8,20,Gol,0,0,Toulouse,Ligue 1 (França),PSG,6-2,Vitória
Neymar,2017,8,20,Gol,0,0,Toulouse,Ligue 1 (França),PSG,6-2,Vitória
Neymar,2017,8,20,Assistência,0,0,Toulouse,Ligue 1 (França),PSG,6-2,Vitória
Neymar,2017,8,20,Assistência,0,0,Toulouse,Ligue 1 (França),PSG,6-2,Vitória
Neymar,2017,8,13,Gol,0,0,Guingamp,Ligue 1 (França),PSG,0-3,Vitória
Neymar,2017,8,13,Assistência,0,0,Guingamp,Ligue 1 (França),PSG,0-3,Vitória
Neymar,2017,5,27,Gol,0,0,Alavés,Copa do Rei (Espanha),Barcelona,3-1,Vitória
Neymar,2017,5,27,Assistência,0,0,Alavés,Copa do Rei (Espanha),Barcelona,3-1,Vitória
Neymar,2017,5,21,Apenas Participação,0,0,Eibar,La Liga (Espanha),Barcelona,4-2,Vitória
Neymar,2017,5,14,Gol,0,0,Las Palmas,La Liga (Espanha),Barcelona,1-4,Vitória
Neymar,2017,5,14,Gol,0,0,Las Palmas,La Liga (Espanha),Barcelona,1-4,Vitória
Neymar,2017,5,14,Gol,0,0,Las Palmas,La Liga (Espanha),Barcelona,1-4,Vitória
Neymar,2017,5,14,Assistência,0,0,Las Palmas,La Liga (Espanha),Barcelona,1-4,Vitória
Neymar,2017,5,6,Gol,0,0,Villarreal,La Liga (Espanha),Barcelona,4-1,Vitória
Neymar,2017,4,29,Apenas Participação,0,0,Espanyol,La Liga (Espanha),Barcelona,0-3,Vitória
Neymar,2017,4,19,Cartão Amarelo,1,0,Juventus,Champions League,Barcelona,0-0,Empate
Neymar,2017,4,11,Apenas Participação,0,0,Juventus,Champions League,Barcelona,3-0,Derrota
Neymar,2017,4,8,Cartão Amarelo,1,1,Málaga,La Liga (Espanha),Barcelona,2-0,Derrota
Neymar,2017,4,8,Cartão Vermelho,1,1,Málaga,La Liga (Espanha),Barcelona,2-0,Derrota
Neymar,2017,4,5,Apenas Participação,0,0,Sevilla,La Liga (Espanha),Barcelona,3-0,Vitória
Neymar,2017,4,2,Gol,0,0,Granada,La Liga (Espanha),Barcelona,1-4,Vitória
Neymar,2017,3,28,Gol,0,0,Paraguai,Eliminatórias da Copa do Mundo,Brasil,3-0,Vitória
Neymar,2017,3,23,Gol,0,0,Uruguai,Eliminatórias da Copa do Mundo,Brasil,1-4,Vitória
Neymar,2017,3,23,Assistência,0,0,Uruguai,Eliminatórias da Copa do Mundo,Brasil,1-4,Vitória
Neymar,2017,3,19,Assistência,0,0,Valencia,La Liga (Espanha),Barcelona,4-2,Vitória
Neymar,2017,3,19,Assistência,0,0,Valencia,La Liga (Espanha),Barcelona,4-2,Vitória
Neymar,2017,3,8,Gol,1,0,PSG,Champions League,Barcelona,6-1,Vitória
Neymar,2017,3,8,Gol,1,0,PSG,Champions League,Barcelona,6-1,Vitória
Neymar,2017,3,8,Assistência,1,0,PSG,Champions League,Barcelona,6-1,Vitória
Neymar,2017,3,8,Cartão Amarelo,1,0,PSG,Champions League,Barcelona,6-1,Vitória
Neymar,2017,3,4,Gol,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,5-0,Vitória
Neymar,2017,3,1,Gol,1,0,Sporting Gijón,La Liga (Espanha),Barcelona,6-1,Vitória
Neymar,2017,3,1,Assistência,1,0,Sporting Gijón,La Liga (Espanha),Barcelona,6-1,Vitória
Neymar,2017,3,1,Cartão Amarelo,1,0,Sporting Gijón,La Liga (Espanha),Barcelona,6-1,Vitória
Neymar,2017,2,26,Apenas Participação,0,0,Atlético de Madrid,La Liga (Espanha),Barcelona,1-2,Vitória
Neymar,2017,2,19,Apenas Participação,0,0,Leganés,La Liga (Espanha),Barcelona,2-1,Vitória
Neymar,2017,2,14,Apenas Participação,0,0,PSG,Champions League,Barcelona,4-0,Derrota
Neymar,2017,2,11,Gol,0,0,Alavés,La Liga (Espanha),Barcelona,0-6,Vitória
Neymar,2017,2,4,Assistência,0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,3-0,Vitória
Neymar,2017,2,1,Cartão Amarelo,1,0,Atlético de Madrid,Copa do Rei (Espanha),Barcelona,1-2,Vitória
Neymar,2017,1,29,Apenas Participação,0,0,Real Betis,La Liga (Espanha),Barcelona,1-1,Empate
Neymar,2017,1,26,Cartão Amarelo,1,0,Real Sociedad,Copa do Rei (Espanha),Barcelona,5-2,Vitória
Neymar,2017,1,22,Gol,0,0,Eibar,La Liga (Espanha),Barcelona,0-4,Vitória
Neymar,2017,1,19,Gol,1,0,Real Sociedad,Copa do Rei (Espanha),Barcelona,0-1,Vitória
Neymar,2017,1,19,Cartão Amarelo,1,0,Real Sociedad,Copa do Rei (Espanha),Barcelona,0-1,Vitória
Neymar,2017,1,14,Apenas Participação,0,0,Las Palmas,La Liga (Espanha),Barcelona,5-0,Vitória
Neymar,2017,1,11,Gol,0,0,Athletic Bilbao,Copa do Rei (Espanha),Barcelona,3-1,Vitória
Neymar,2017,1,11,Assistência,0,0,Athletic Bilbao,Copa do Rei (Espanha),Barcelona,3-1,Vitória
Neymar,2017,1,8,Apenas Participação,0,0,Villarreal,La Liga (Espanha),Barcelona,1-1,Empate
Neymar,2017,1,5,Apenas Participação,0,0,Athletic Bilbao,Copa do Rei (Espanha),Barcelona,2-1,Derrota
Neymar,2018,12,11,Gol,0,0,Crvena Zvezda,Champions League,PSG,1-4,Vitória
Neymar,2018,12,11,Assistência,0,0,Crvena Zvezda,Champions League,PSG,1-4,Vitória
Neymar,2018,12,2,Gol,0,0,Bordeaux,Ligue 1 (França),PSG,2-2,Empate
Neymar,2018,11,28,Gol,1,0,Liverpool,Champions League,PSG,2-1,Vitória
Neymar,2018,11,28,Cartão Amarelo,1,0,Liverpool,Champions League,PSG,2-1,Vitória
Neymar,2018,11,20,Apenas Participação,0,0,Camarões,Amistosos da Seleção,Brasil,1-0,Vitória
Neymar,2018,11,16,Gol,0,0,Uruguai,Amistosos da Seleção,Brasil,1-0,Vitória
Neymar,2018,11,11,Gol,0,0,Monaco,Ligue 1 (França),PSG,0-4,Vitória
Neymar,2018,11,11,Assistência,0,0,Monaco,Ligue 1 (França),PSG,0-4,Vitória
Neymar,2018,11,6,Cartão Amarelo,1,0,Napoli,Champions League,PSG,1-1,Empate
Neymar,2018,11,2,Gol,0,0,Lille,Ligue 1 (França),PSG,2-1,Vitória
Neymar,2018,10,28,Assistência,0,0,Marseille,Ligue 1 (França),PSG,0-2,Vitória
Neymar,2018,10,24,Apenas Participação,0,0,Napoli,Champions League,PSG,2-2,Empate
Neymar,2018,10,16,Assistência,1,0,Argentina,Amistosos da Seleção,Brasil,0-1,Vitória
Neymar,2018,10,16,Cartão Amarelo,1,0,Argentina,Amistosos da Seleção,Brasil,0-1,Vitória
Neymar,2018,10,12,Assistência,0,0,Arábia Saudita,Amistosos da Seleção,Brasil,0-2,Vitória
Neymar,2018,10,12,Assistência,0,0,Arábia Saudita,Amistosos da Seleção,Brasil,0-2,Vitória
Neymar,2018,10,7,Gol,1,0,Lyon,Ligue 1 (França),PSG,5-0,Vitória
Neymar,2018,10,7,Assistência,1,0,Lyon,Ligue 1 (França),PSG,5-0,Vitória
Neymar,2018,10,7,Cartão Amarelo,1,0,Lyon,Ligue 1 (França),PSG,5-0,Vitória
Neymar,2018,10,3,Gol,0,0,Crvena Zvezda,Champions League,PSG,6-1,Vitória
Neymar,2018,10,3,Gol,0,0,Crvena Zvezda,Champions League,PSG,6-1,Vitória
Neymar,2018,10,3,Gol,0,0,Crvena Zvezda,Champions League,PSG,6-1,Vitória
Neymar,2018,9,29,Gol,0,0,Nice,Ligue 1 (França),PSG,0-3,Vitória
Neymar,2018,9,29,Gol,0,0,Nice,Ligue 1 (França),PSG,0-3,Vitória
Neymar,2018,9,26,Gol,0,0,Stade de Reims,Ligue 1 (França),PSG,4-1,Vitória
Neymar,2018,9,23,Assistência,0,0,Rennes,Ligue 1 (França),PSG,1-3,Vitória
Neymar,2018,9,18,Assistência,0,0,Liverpool,Champions League,PSG,3-2,Derrota
Neymar,2018,9,11,Gol,1,0,El Salvador,Amistosos da Seleção,Brasil,5-0,Vitória
Neymar,2018,9,11,Assistência,1,0,El Salvador,Amistosos da Seleção,Brasil,5-0,Vitória
Neymar,2018,9,11,Assistência,1,0,El Salvador,Amistosos da Seleção,Brasil,5-0,Vitória
Neymar,2018,9,11,Assistência,1,0,El Salvador,Amistosos da Seleção,Brasil,5-0,Vitória
Neymar,2018,9,11,Cartão Amarelo,1,0,El Salvador,Amistosos da Seleção,Brasil,5-0,Vitória
Neymar,2018,9,7,Gol,0,0,Estados Unidos,Amistosos da Seleção,Brasil,0-2,Vitória
Neymar,2018,9,1,Gol,1,0,Nimes,Ligue 1 (França),PSG,2-4,Vitória
Neymar,2018,9,1,Cartão Amarelo,1,0,Nimes,Ligue 1 (França),PSG,2-4,Vitória
Neymar,2018,8,25,Gol,0,0,Angers,Ligue 1 (França),PSG,3-1,Vitória
Neymar,2018,8,18,Gol,0,0,Guingamp,Ligue 1 (França),PSG,1-3,Vitória
Neymar,2018,8,18,Assistência,0,0,Guingamp,Ligue 1 (França),PSG,1-3,Vitória
Neymar,2018,8,12,Gol,0,0,Caen,Ligue 1 (França),PSG,3-0,Vitória
Neymar,2018,8,4,Apenas Participação,0,0,Monaco,Supercopa da França,PSG,4-0,Derrota
Neymar,2018,7,6,Apenas Participação,0,0,Bélgica,Copa do Mundo,Brasil,1-2,Vitória
Neymar,2018,7,2,Gol,0,0,México,Copa do Mundo,Brasil,2-0,Derrota
Neymar,2018,6,27,Assistência,0,0,Sérvia,Copa do Mundo,Brasil,0-2,Vitória
Neymar,2018,6,22,Gol,1,0,Costa Rica,Copa do Mundo,Brasil,2-0,Derrota
Neymar,2018,6,22,Cartão Amarelo,1,0,Costa Rica,Copa do Mundo,Brasil,2-0,Derrota
Neymar,2018,6,17,Apenas Participação,0,0,Suíça,Copa do Mundo,Brasil,1-1,Empate
Neymar,2018,6,10,Gol,1,0,Áustria,Amistosos da Seleção,Brasil,0-3,Vitória
Neymar,2018,6,10,Cartão Amarelo,1,0,Áustria,Amistosos da Seleção,Brasil,0-3,Vitória
Neymar,2018,6,3,Gol,0,0,Croácia,Amistosos da Seleção,Brasil,2-0,Vitória
Neymar,2018,2,25,Assistência,0,0,Marseille,Ligue 1 (França),PSG,3-0,Vitória
Neymar,2018,2,17,Gol,0,0,Strasbourg,Ligue 1 (França),PSG,5-2,Vitória
Neymar,2018,2,17,Assistência,0,0,Strasbourg,Ligue 1 (França),PSG,5-2,Vitória
Neymar,2018,2,14,Assistência,1,0,Real Madrid,Champions League,PSG,3-1,Derrota
Neymar,2018,2,14,Cartão Amarelo,1,0,Real Madrid,Champions League,PSG,3-1,Derrota
Neymar,2018,2,10,Apenas Participação,0,0,Toulouse,Ligue 1 (França),PSG,0-1,Vitória
Neymar,2018,2,3,Gol,0,0,Lille,Ligue 1 (França),PSG,0-3,Vitória
Neymar,2018,1,30,Cartão Amarelo,1,0,Rennes,Copa da Liga Francesa,PSG,2-3,Vitória
Neymar,2018,1,27,Gol,0,0,Montpellier,Ligue 1 (França),PSG,4-0,Vitória
Neymar,2018,1,27,Gol,0,0,Montpellier,Ligue 1 (França),PSG,4-0,Vitória
Neymar,2018,1,17,Gol,0,0,Dijon,Ligue 1 (França),PSG,8-0,Vitória
Neymar,2018,1,17,Gol,0,0,Dijon,Ligue 1 (França),PSG,8-0,Vitória
Neymar,2018,1,17,Gol,0,0,Dijon,Ligue 1 (França),PSG,8-0,Vitória
Neymar,2018,1,17,Gol,0,0,Dijon,Ligue 1 (França),PSG,8-0,Vitória
Neymar,2018,1,17,Assistência,0,0,Dijon,Ligue 1 (França),PSG,8-0,Vitória
Neymar,2018,1,17,Assistência,0,0,Dijon,Ligue 1 (França),PSG,8-0,Vitória
Neymar,2018,1,10,Gol,0,0,Amiens SC,Copa da Liga Francesa,PSG,0-2,Vitória
Neymar,2018,1,7,Gol,0,0,Rennes,CF,PSG,1-6,Vitória
Neymar,2018,1,7,Gol,0,0,Rennes,CF,PSG,1-6,Vitória
Lionel Messi,2014,12,20,Gol,0,0,Córdoba,La Liga (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2014,12,20,Gol,0,0,Córdoba,La Liga (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2014,12,13,Apenas Participação,0,0,Getafe,La Liga (Espanha),Barcelona,0-0,Empate
Lionel Messi,2014,12,10,Gol,0,0,PSG,Champions League,Barcelona,3-1,Vitória
Lionel Messi,2014,12,7,Gol,0,0,Espanyol,La Liga (Espanha),Barcelona,5-1,Vitória
Lionel Messi,2014,12,7,Gol,0,0,Espanyol,La Liga (Espanha),Barcelona,5-1,Vitória
Lionel Messi,2014,12,7,Gol,0,0,Espanyol,La Liga (Espanha),Barcelona,5-1,Vitória
Lionel Messi,2014,11,30,Cartão Amarelo,1,0,Valencia,La Liga (Espanha),Barcelona,0-1,Vitória
Lionel Messi,2014,11,25,Gol,0,0,APOEL,Champions League,Barcelona,0-4,Vitória
Lionel Messi,2014,11,25,Gol,0,0,APOEL,Champions League,Barcelona,0-4,Vitória
Lionel Messi,2014,11,25,Gol,0,0,APOEL,Champions League,Barcelona,0-4,Vitória
Lionel Messi,2014,11,22,Gol,0,0,Sevilla,La Liga (Espanha),Barcelona,5-1,Vitória
Lionel Messi,2014,11,22,Gol,0,0,Sevilla,La Liga (Espanha),Barcelona,5-1,Vitória
Lionel Messi,2014,11,22,Gol,0,0,Sevilla,La Liga (Espanha),Barcelona,5-1,Vitória
Lionel Messi,2014,11,18,Apenas Participação,0,0,Portugal,Amistosos da Seleção,Argentina,1-0,Derrota
Lionel Messi,2014,11,12,Gol,0,0,Croácia,Amistosos da Seleção,Argentina,2-1,Vitória
Lionel Messi,2014,11,8,Apenas Participação,0,0,Almería,La Liga (Espanha),Barcelona,1-2,Vitória
Lionel Messi,2014,11,5,Gol,0,0,Ajax,Champions League,Barcelona,0-2,Vitória
Lionel Messi,2014,11,5,Gol,0,0,Ajax,Champions League,Barcelona,0-2,Vitória
Lionel Messi,2014,11,1,Apenas Participação,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,0-1,Derrota
Lionel Messi,2014,10,25,Cartão Amarelo,1,0,Real Madrid,La Liga (Espanha),Barcelona,3-1,Derrota
Lionel Messi,2014,10,21,Gol,0,0,Ajax,Champions League,Barcelona,3-1,Vitória
Lionel Messi,2014,10,21,Assistência,0,0,Ajax,Champions League,Barcelona,3-1,Vitória
Lionel Messi,2014,10,18,Gol,0,0,Eibar,La Liga (Espanha),Barcelona,3-0,Vitória
Lionel Messi,2014,10,18,Assistência,0,0,Eibar,La Liga (Espanha),Barcelona,3-0,Vitória
Lionel Messi,2014,10,14,Gol,0,0,Hong Kong,Amistosos da Seleção,Argentina,0-7,Vitória
Lionel Messi,2014,10,14,Gol,0,0,Hong Kong,Amistosos da Seleção,Argentina,0-7,Vitória
Lionel Messi,2014,10,14,Assistência,0,0,Hong Kong,Amistosos da Seleção,Argentina,0-7,Vitória
Lionel Messi,2014,10,11,Apenas Participação,0,0,Brasil,Amistosos da Seleção,Argentina,2-0,Derrota
Lionel Messi,2014,10,4,Gol,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,0-2,Vitória
Lionel Messi,2014,9,30,Gol,0,0,PSG,Champions League,Barcelona,3-2,Derrota
Lionel Messi,2014,9,27,Gol,0,0,Granada,La Liga (Espanha),Barcelona,6-0,Vitória
Lionel Messi,2014,9,27,Gol,0,0,Granada,La Liga (Espanha),Barcelona,6-0,Vitória
Lionel Messi,2014,9,27,Assistência,0,0,Granada,La Liga (Espanha),Barcelona,6-0,Vitória
Lionel Messi,2014,9,27,Assistência,0,0,Granada,La Liga (Espanha),Barcelona,6-0,Vitória
Lionel Messi,2014,9,24,Apenas Participação,0,0,Málaga,La Liga (Espanha),Barcelona,0-0,Empate
Lionel Messi,2014,9,21,Gol,0,0,Levante,La Liga (Espanha),Barcelona,0-5,Vitória
Lionel Messi,2014,9,21,Assistência,0,0,Levante,La Liga (Espanha),Barcelona,0-5,Vitória
Lionel Messi,2014,9,21,Assistência,0,0,Levante,La Liga (Espanha),Barcelona,0-5,Vitória
Lionel Messi,2014,9,17,Assistência,0,0,APOEL,Champions League,Barcelona,1-0,Vitória
Lionel Messi,2014,9,13,Assistência,0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,2-0,Vitória
Lionel Messi,2014,9,13,Assistência,0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,2-0,Vitória
Lionel Messi,2014,8,31,Apenas Participação,0,0,Villarreal,La Liga (Espanha),Barcelona,0-1,Vitória
Lionel Messi,2014,8,24,Gol,0,0,Elche,La Liga (Espanha),Barcelona,3-0,Vitória
Lionel Messi,2014,8,24,Gol,0,0,Elche,La Liga (Espanha),Barcelona,3-0,Vitória
Lionel Messi,2014,7,13,Apenas Participação,0,0,Alemanha,Copa do Mundo,Argentina,1-0(a.p.),
Lionel Messi,2014,7,9,Apenas Participação,0,0,Holanda,Copa do Mundo,Argentina,0-0(2-4)g.p.,
Lionel Messi,2014,7,5,Apenas Participação,0,0,Bélgica,Copa do Mundo,Argentina,1-0,Derrota
Lionel Messi,2014,7,1,Assistência,0,0,Suíça,Copa do Mundo,Argentina,1-0(a.p.),
Lionel Messi,2014,6,25,Gol,0,0,Nigéria,Copa do Mundo,Argentina,2-3,Vitória
Lionel Messi,2014,6,25,Gol,0,0,Nigéria,Copa do Mundo,Argentina,2-3,Vitória
Lionel Messi,2014,6,21,Gol,0,0,Irã,Copa do Mundo,Argentina,1-0,Derrota
Lionel Messi,2014,6,15,Gol,0,0,Bósnia-Herzgovina,Copa do Mundo,Argentina,2-1,Derrota
Lionel Messi,2014,6,7,Gol,0,0,Eslovênia,Amistosos da Seleção,Argentina,2-0,Vitória
Lionel Messi,2014,6,4,Apenas Participação,0,0,Trinidad e Tobago,Amistosos da Seleção,Argentina,3-0,Vitória
Lionel Messi,2014,5,17,Assistência,1,0,Atlético de Madrid,La Liga (Espanha),Barcelona,1-1,Empate
Lionel Messi,2014,5,17,Cartão Amarelo,1,0,Atlético de Madrid,La Liga (Espanha),Barcelona,1-1,Empate
Lionel Messi,2014,5,11,Apenas Participação,0,0,Elche,La Liga (Espanha),Barcelona,0-0,Empate
Lionel Messi,2014,5,3,Gol,0,0,Getafe,La Liga (Espanha),Barcelona,2-2,Empate
Lionel Messi,2014,4,27,Gol,0,0,Villarreal,La Liga (Espanha),Barcelona,2-3,Vitória
Lionel Messi,2014,4,20,Gol,0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,2-1,Vitória
Lionel Messi,2014,4,16,Apenas Participação,0,0,Real Madrid,Copa do Rei (Espanha),Barcelona,2-1,Derrota
Lionel Messi,2014,4,12,Cartão Amarelo,1,0,Granada,La Liga (Espanha),Barcelona,1-0,Derrota
Lionel Messi,2014,4,9,Apenas Participação,0,0,Atlético de Madrid,Champions League,Barcelona,1-0,Derrota
Lionel Messi,2014,4,5,Gol,0,0,Real Betis,La Liga (Espanha),Barcelona,3-1,Vitória
Lionel Messi,2014,4,5,Gol,0,0,Real Betis,La Liga (Espanha),Barcelona,3-1,Vitória
Lionel Messi,2014,4,1,Apenas Participação,0,0,Atlético de Madrid,Champions League,Barcelona,1-1,Empate
Lionel Messi,2014,3,29,Gol,0,0,Espanyol,La Liga (Espanha),Barcelona,0-1,Vitória
Lionel Messi,2014,3,26,Gol,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,3-0,Vitória
Lionel Messi,2014,3,23,Gol,0,0,Real Madrid,La Liga (Espanha),Barcelona,3-4,Vitória
Lionel Messi,2014,3,23,Gol,0,0,Real Madrid,La Liga (Espanha),Barcelona,3-4,Vitória
Lionel Messi,2014,3,23,Gol,0,0,Real Madrid,La Liga (Espanha),Barcelona,3-4,Vitória
Lionel Messi,2014,3,23,Assistência,0,0,Real Madrid,La Liga (Espanha),Barcelona,3-4,Vitória
Lionel Messi,2014,3,16,Gol,0,0,Osasuna,La Liga (Espanha),Barcelona,7-0,Vitória
Lionel Messi,2014,3,16,Gol,0,0,Osasuna,La Liga (Espanha),Barcelona,7-0,Vitória
Lionel Messi,2014,3,16,Gol,0,0,Osasuna,La Liga (Espanha),Barcelona,7-0,Vitória
Lionel Messi,2014,3,16,Assistência,0,0,Osasuna,La Liga (Espanha),Barcelona,7-0,Vitória
Lionel Messi,2014,3,12,Gol,0,0,Manchester City,Champions League,Barcelona,2-1,Vitória
Lionel Messi,2014,3,8,Apenas Participação,0,0,Valladolid,La Liga (Espanha),Barcelona,1-0,Derrota
Lionel Messi,2014,3,5,Apenas Participação,0,0,Romênia,Amistosos da Seleção,Argentina,0-0,Empate
Lionel Messi,2014,3,2,Gol,0,0,Almería,La Liga (Espanha),Barcelona,4-1,Vitória
Lionel Messi,2014,2,22,Gol,0,0,Real Sociedad,La Liga (Espanha),Barcelona,3-1,Derrota
Lionel Messi,2014,2,18,Gol,0,0,Manchester City,Champions League,Barcelona,0-2,Vitória
Lionel Messi,2014,2,15,Gol,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,6-0,Vitória
Lionel Messi,2014,2,15,Gol,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,6-0,Vitória
Lionel Messi,2014,2,15,Assistência,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,6-0,Vitória
Lionel Messi,2014,2,12,Gol,0,0,Real Sociedad,Copa do Rei (Espanha),Barcelona,1-1,Empate
Lionel Messi,2014,2,9,Gol,0,0,Sevilla,La Liga (Espanha),Barcelona,1-4,Vitória
Lionel Messi,2014,2,9,Gol,0,0,Sevilla,La Liga (Espanha),Barcelona,1-4,Vitória
Lionel Messi,2014,2,9,Assistência,0,0,Sevilla,La Liga (Espanha),Barcelona,1-4,Vitória
Lionel Messi,2014,2,5,Cartão Amarelo,1,0,Real Sociedad,Copa do Rei (Espanha),Barcelona,2-0,Vitória
Lionel Messi,2014,2,1,Gol,0,0,Valencia,La Liga (Espanha),Barcelona,2-3,Derrota
Lionel Messi,2014,2,1,Assistência,0,0,Valencia,La Liga (Espanha),Barcelona,2-3,Derrota
Lionel Messi,2014,1,29,Apenas Participação,0,0,Levante,Copa do Rei (Espanha),Barcelona,5-1,Vitória
Lionel Messi,2014,1,26,Assistência,0,0,Málaga,La Liga (Espanha),Barcelona,3-0,Vitória
Lionel Messi,2014,1,22,Assistência,0,0,Levante,Copa do Rei (Espanha),Barcelona,1-4,Vitória
Lionel Messi,2014,1,22,Assistência,0,0,Levante,Copa do Rei (Espanha),Barcelona,1-4,Vitória
Lionel Messi,2014,1,22,Assistência,0,0,Levante,Copa do Rei (Espanha),Barcelona,1-4,Vitória
Lionel Messi,2014,1,19,Apenas Participação,0,0,Levante,La Liga (Espanha),Barcelona,1-1,Empate
Lionel Messi,2014,1,16,Gol,0,0,Getafe,Copa do Rei (Espanha),Barcelona,0-2,Vitória
