Jogador,Ano,Mes,Dia,Evento,C. Amarelo,C. Vermelho,Adversário,Competição,Time,PLACAR,Resultado
Lionel Messi,2014,1,16,Gol,0,0,Getafe,Copa do Rei (Espanha),Barcelona,0-2,Vitória
Lionel Messi,2014,1,11,Apenas Participação,0,0,Atlético de Madrid,La Liga (Espanha),Barcelona,0-0,Empate
Lionel Messi,2014,1,8,Gol,0,0,Getafe,Copa do Rei (Espanha),Barcelona,4-0,Vitória
Lionel Messi,2014,1,8,Gol,0,0,Getafe,Copa do Rei (Espanha),Barcelona,4-0,Vitória
Lionel Messi,2015,12,30,Gol,0,0,Real Betis,La Liga (Espanha),Barcelona,4-0,Vitória
Lionel Messi,2015,12,20,Gol,0,0,River Plate,Mundial de Clubes,Barcelona,0-3,Vitória
Lionel Messi,2015,12,12,Gol,0,0,Deportivo,La Liga (Espanha),Barcelona,2-2,Empate
Lionel Messi,2015,12,12,Assistência,0,0,Deportivo,La Liga (Espanha),Barcelona,2-2,Empate
Lionel Messi,2015,12,9,Gol,0,0,Bayer Leverkusen,Champions League,Barcelona,1-1,Empate
Lionel Messi,2015,12,5,Assistência,0,0,Valencia,La Liga (Espanha),Barcelona,1-1,Empate
Lionel Messi,2015,11,28,Gol,0,0,Real Sociedad,La Liga (Espanha),Barcelona,4-0,Vitória
Lionel Messi,2015,11,24,Gol,1,0,Roma,Champions League,Barcelona,6-1,Vitória
Lionel Messi,2015,11,24,Gol,1,0,Roma,Champions League,Barcelona,6-1,Vitória
Lionel Messi,2015,11,24,Assistência,1,0,Roma,Champions League,Barcelona,6-1,Vitória
Lionel Messi,2015,11,24,Cartão Amarelo,1,0,Roma,Champions League,Barcelona,6-1,Vitória
Lionel Messi,2015,11,21,Apenas Participação,0,0,Real Madrid,La Liga (Espanha),Barcelona,0-4,Vitória
Lionel Messi,2015,9,26,Apenas Participação,0,0,Las Palmas,La Liga (Espanha),Barcelona,2-1,Vitória
Lionel Messi,2015,9,23,Assistência,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,4-1,Derrota
Lionel Messi,2015,9,20,Gol,0,0,Levante,La Liga (Espanha),Barcelona,4-1,Vitória
Lionel Messi,2015,9,20,Gol,0,0,Levante,La Liga (Espanha),Barcelona,4-1,Vitória
Lionel Messi,2015,9,20,Assistência,0,0,Levante,La Liga (Espanha),Barcelona,4-1,Vitória
Lionel Messi,2015,9,16,Apenas Participação,0,0,Roma,Champions League,Barcelona,1-1,Empate
Lionel Messi,2015,9,12,Gol,0,0,Atlético de Madrid,La Liga (Espanha),Barcelona,1-2,Vitória
Lionel Messi,2015,9,8,Gol,0,0,México,Amistosos da Seleção,Argentina,2-2,Empate
Lionel Messi,2015,9,4,Gol,0,0,Bolívia,Amistosos da Seleção,Argentina,7-0,Vitória
Lionel Messi,2015,9,4,Gol,0,0,Bolívia,Amistosos da Seleção,Argentina,7-0,Vitória
Lionel Messi,2015,8,29,Apenas Participação,0,0,Málaga,La Liga (Espanha),Barcelona,1-0,Vitória
Lionel Messi,2015,8,23,Apenas Participação,0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,0-1,Vitória
Lionel Messi,2015,8,17,Gol,0,0,Athletic Bilbao,Supercopa da Espanha,Barcelona,1-1,Empate
Lionel Messi,2015,8,14,Apenas Participação,0,0,Athletic Bilbao,Supercopa da Espanha,Barcelona,4-0,Derrota
Lionel Messi,2015,8,11,Gol,0,0,Sevilla,SCE,Barcelona,5-4(a.p.),
Lionel Messi,2015,8,11,Gol,0,0,Sevilla,SCE,Barcelona,5-4(a.p.),
Lionel Messi,2015,7,4,Apenas Participação,0,0,Chile,Copa América,Argentina,0-0(4-1)g.p.,
Lionel Messi,2015,6,30,Assistência,0,0,Paraguai,Copa América,Argentina,6-1,Derrota
Lionel Messi,2015,6,30,Assistência,0,0,Paraguai,Copa América,Argentina,6-1,Derrota
Lionel Messi,2015,6,30,Assistência,0,0,Paraguai,Copa América,Argentina,6-1,Derrota
Lionel Messi,2015,6,26,Cartão Amarelo,1,0,Colômbia,Copa América,Argentina,0-0(5-4)g.p.,
Lionel Messi,2015,6,20,Apenas Participação,0,0,Jamaica,Copa América,Argentina,1-0,Derrota
Lionel Messi,2015,6,16,Apenas Participação,0,0,Uruguai,Copa América,Argentina,1-0,Derrota
Lionel Messi,2015,6,13,Gol,0,0,Paraguai,Copa América,Argentina,2-2,Empate
Lionel Messi,2015,6,6,Apenas Participação,0,0,Juventus,Champions League,Barcelona,1-3,Vitória
Lionel Messi,2015,5,30,Gol,0,0,Athletic Bilbao,Copa do Rei (Espanha),Barcelona,1-3,Vitória
Lionel Messi,2015,5,30,Gol,0,0,Athletic Bilbao,Copa do Rei (Espanha),Barcelona,1-3,Vitória
Lionel Messi,2015,5,23,Gol,0,0,Deportivo,La Liga (Espanha),Barcelona,2-2,Empate
Lionel Messi,2015,5,23,Gol,0,0,Deportivo,La Liga (Espanha),Barcelona,2-2,Empate
Lionel Messi,2015,5,17,Gol,1,0,Atlético de Madrid,La Liga (Espanha),Barcelona,0-1,Vitória
Lionel Messi,2015,5,17,Cartão Amarelo,1,0,Atlético de Madrid,La Liga (Espanha),Barcelona,0-1,Vitória
Lionel Messi,2015,5,12,Apenas Participação,0,0,Bayern München,Champions League,Barcelona,3-2,Derrota
Lionel Messi,2015,5,9,Apenas Participação,0,0,Real Sociedad,La Liga (Espanha),Barcelona,2-0,Vitória
Lionel Messi,2015,5,6,Gol,0,0,Bayern München,Champions League,Barcelona,3-0,Vitória
Lionel Messi,2015,5,6,Gol,0,0,Bayern München,Champions League,Barcelona,3-0,Vitória
Lionel Messi,2015,5,6,Assistência,0,0,Bayern München,Champions League,Barcelona,3-0,Vitória
Lionel Messi,2015,5,2,Gol,0,0,Córdoba,La Liga (Espanha),Barcelona,0-8,Vitória
Lionel Messi,2015,5,2,Gol,0,0,Córdoba,La Liga (Espanha),Barcelona,0-8,Vitória
Lionel Messi,2015,5,2,Assistência,0,0,Córdoba,La Liga (Espanha),Barcelona,0-8,Vitória
Lionel Messi,2015,4,28,Gol,0,0,Getafe,La Liga (Espanha),Barcelona,6-0,Vitória
Lionel Messi,2015,4,28,Gol,0,0,Getafe,La Liga (Espanha),Barcelona,6-0,Vitória
Lionel Messi,2015,4,28,Assistência,0,0,Getafe,La Liga (Espanha),Barcelona,6-0,Vitória
Lionel Messi,2015,4,25,Gol,0,0,Espanyol,La Liga (Espanha),Barcelona,0-2,Vitória
Lionel Messi,2015,4,21,Apenas Participação,0,0,PSG,Champions League,Barcelona,2-0,Vitória
Lionel Messi,2015,4,18,Gol,0,0,Valencia,La Liga (Espanha),Barcelona,2-0,Vitória
Lionel Messi,2015,4,18,Assistência,0,0,Valencia,La Liga (Espanha),Barcelona,2-0,Vitória
Lionel Messi,2015,4,15,Assistência,1,0,PSG,Champions League,Barcelona,1-3,Vitória
Lionel Messi,2015,4,15,Cartão Amarelo,1,0,PSG,Champions League,Barcelona,1-3,Vitória
Lionel Messi,2015,4,11,Gol,0,0,Sevilla,La Liga (Espanha),Barcelona,2-2,Empate
Lionel Messi,2015,4,8,Gol,0,0,Almería,La Liga (Espanha),Barcelona,4-0,Vitória
Lionel Messi,2015,4,5,Apenas Participação,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,0-1,Vitória
Lionel Messi,2015,3,31,Apenas Participação,0,0,Equador,Amistosos da Seleção,Argentina,2-1,Vitória
Lionel Messi,2015,3,28,Apenas Participação,0,0,El Salvador,Amistosos da Seleção,Argentina,0-2,Vitória
Lionel Messi,2015,3,22,Assistência,0,0,Real Madrid,La Liga (Espanha),Barcelona,2-1,Vitória
Lionel Messi,2015,3,18,Assistência,0,0,Manchester City,Champions League,Barcelona,1-0,Vitória
Lionel Messi,2015,3,14,Gol,0,0,Eibar,La Liga (Espanha),Barcelona,0-2,Vitória
Lionel Messi,2015,3,14,Gol,0,0,Eibar,La Liga (Espanha),Barcelona,0-2,Vitória
Lionel Messi,2015,3,8,Gol,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,6-1,Vitória
Lionel Messi,2015,3,8,Gol,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,6-1,Vitória
Lionel Messi,2015,3,8,Gol,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,6-1,Vitória
Lionel Messi,2015,3,8,Assistência,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,6-1,Vitória
Lionel Messi,2015,3,4,Assistência,0,0,Villarreal,Copa do Rei (Espanha),Barcelona,1-3,Vitória
Lionel Messi,2015,2,28,Gol,0,0,Granada,La Liga (Espanha),Barcelona,1-3,Vitória
Lionel Messi,2015,2,24,Apenas Participação,0,0,Manchester City,Champions League,Barcelona,1-2,Vitória
Lionel Messi,2015,2,21,Apenas Participação,0,0,Málaga,La Liga (Espanha),Barcelona,0-1,Derrota
Lionel Messi,2015,2,15,Gol,0,0,Levante,La Liga (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2015,2,15,Gol,0,0,Levante,La Liga (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2015,2,15,Gol,0,0,Levante,La Liga (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2015,2,15,Assistência,0,0,Levante,La Liga (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2015,2,11,Gol,0,0,Villarreal,Copa do Rei (Espanha),Barcelona,3-1,Vitória
Lionel Messi,2015,2,11,Assistência,0,0,Villarreal,Copa do Rei (Espanha),Barcelona,3-1,Vitória
Lionel Messi,2015,2,8,Gol,0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,2-5,Vitória
Lionel Messi,2015,2,8,Assistência,0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,2-5,Vitória
Lionel Messi,2015,2,8,Assistência,0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,2-5,Vitória
Lionel Messi,2015,2,1,Gol,0,0,Villarreal,La Liga (Espanha),Barcelona,3-2,Vitória
Lionel Messi,2015,1,28,Cartão Amarelo,1,0,Atlético de Madrid,Copa do Rei (Espanha),Barcelona,2-3,Vitória
Lionel Messi,2015,1,24,Gol,0,0,Elche,La Liga (Espanha),Barcelona,0-6,Vitória
Lionel Messi,2015,1,24,Gol,0,0,Elche,La Liga (Espanha),Barcelona,0-6,Vitória
Lionel Messi,2015,1,24,Assistência,0,0,Elche,La Liga (Espanha),Barcelona,0-6,Vitória
Lionel Messi,2015,1,24,Assistência,0,0,Elche,La Liga (Espanha),Barcelona,0-6,Vitória
Lionel Messi,2015,1,21,Gol,0,0,Atlético de Madrid,Copa do Rei (Espanha),Barcelona,1-0,Vitória
Lionel Messi,2015,1,18,Gol,0,0,Deportivo,La Liga (Espanha),Barcelona,0-4,Vitória
Lionel Messi,2015,1,18,Gol,0,0,Deportivo,La Liga (Espanha),Barcelona,0-4,Vitória
Lionel Messi,2015,1,18,Gol,0,0,Deportivo,La Liga (Espanha),Barcelona,0-4,Vitória
Lionel Messi,2015,1,11,Gol,1,0,Atlético de Madrid,La Liga (Espanha),Barcelona,3-1,Vitória
Lionel Messi,2015,1,11,Assistência,1,0,Atlético de Madrid,La Liga (Espanha),Barcelona,3-1,Vitória
Lionel Messi,2015,1,11,Cartão Amarelo,1,0,Atlético de Madrid,La Liga (Espanha),Barcelona,3-1,Vitória
Lionel Messi,2015,1,8,Gol,0,0,Elche,Copa do Rei (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2015,1,8,Assistência,0,0,Elche,Copa do Rei (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2015,1,8,Assistência,0,0,Elche,Copa do Rei (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2015,1,4,Apenas Participação,0,0,Real Sociedad,La Liga (Espanha),Barcelona,1-0,Derrota
Lionel Messi,2016,12,18,Gol,0,0,Espanyol,La Liga (Espanha),Barcelona,4-1,Vitória
Lionel Messi,2016,12,10,Gol,0,0,Osasuna,La Liga (Espanha),Barcelona,0-3,Vitória
Lionel Messi,2016,12,10,Gol,0,0,Osasuna,La Liga (Espanha),Barcelona,0-3,Vitória
Lionel Messi,2016,12,6,Gol,0,0,Borussia M´gladbach,Champions League,Barcelona,4-0,Vitória
Lionel Messi,2016,12,3,Apenas Participação,0,0,Real Madrid,La Liga (Espanha),Barcelona,1-1,Empate
Lionel Messi,2016,11,27,Gol,0,0,Real Sociedad,La Liga (Espanha),Barcelona,1-1,Empate
Lionel Messi,2016,11,23,Gol,0,0,Celtic,Champions League,Barcelona,0-2,Vitória
Lionel Messi,2016,11,23,Gol,0,0,Celtic,Champions League,Barcelona,0-2,Vitória
Lionel Messi,2016,11,15,Gol,0,0,Colômbia,Eliminatórias da Copa do Mundo,Argentina,3-0,Vitória
Lionel Messi,2016,11,15,Assistência,0,0,Colômbia,Eliminatórias da Copa do Mundo,Argentina,3-0,Vitória
Lionel Messi,2016,11,15,Assistência,0,0,Colômbia,Eliminatórias da Copa do Mundo,Argentina,3-0,Vitória
Lionel Messi,2016,11,10,Apenas Participação,0,0,Brasil,Eliminatórias da Copa do Mundo,Argentina,3-0,Derrota
Lionel Messi,2016,11,6,Gol,1,0,Sevilla,La Liga (Espanha),Barcelona,1-2,Vitória
Lionel Messi,2016,11,6,Assistência,1,0,Sevilla,La Liga (Espanha),Barcelona,1-2,Vitória
Lionel Messi,2016,11,6,Cartão Amarelo,1,0,Sevilla,La Liga (Espanha),Barcelona,1-2,Vitória
Lionel Messi,2016,11,1,Gol,0,0,Manchester City,Champions League,Barcelona,3-1,Derrota
Lionel Messi,2016,10,29,Apenas Participação,0,0,Granada,La Liga (Espanha),Barcelona,1-0,Vitória
Lionel Messi,2016,10,22,Gol,1,0,Valencia,La Liga (Espanha),Barcelona,2-3,Vitória
Lionel Messi,2016,10,22,Gol,1,0,Valencia,La Liga (Espanha),Barcelona,2-3,Vitória
Lionel Messi,2016,10,22,Cartão Amarelo,1,0,Valencia,La Liga (Espanha),Barcelona,2-3,Vitória
Lionel Messi,2016,10,19,Gol,0,0,Manchester City,Champions League,Barcelona,4-0,Vitória
Lionel Messi,2016,10,19,Gol,0,0,Manchester City,Champions League,Barcelona,4-0,Vitória
Lionel Messi,2016,10,19,Gol,0,0,Manchester City,Champions League,Barcelona,4-0,Vitória
Lionel Messi,2016,10,19,Assistência,0,0,Manchester City,Champions League,Barcelona,4-0,Vitória
Lionel Messi,2016,10,15,Gol,1,0,Deportivo,La Liga (Espanha),Barcelona,4-0,Vitória
Lionel Messi,2016,10,15,Cartão Amarelo,1,0,Deportivo,La Liga (Espanha),Barcelona,4-0,Vitória
Lionel Messi,2016,9,21,Apenas Participação,0,0,Atlético de Madrid,La Liga (Espanha),Barcelona,1-1,Empate
Lionel Messi,2016,9,17,Gol,0,0,Leganés,La Liga (Espanha),Barcelona,1-5,Vitória
Lionel Messi,2016,9,17,Gol,0,0,Leganés,La Liga (Espanha),Barcelona,1-5,Vitória
Lionel Messi,2016,9,17,Assistência,0,0,Leganés,La Liga (Espanha),Barcelona,1-5,Vitória
Lionel Messi,2016,9,13,Gol,0,0,Celtic,Champions League,Barcelona,7-0,Vitória
Lionel Messi,2016,9,13,Gol,0,0,Celtic,Champions League,Barcelona,7-0,Vitória
Lionel Messi,2016,9,13,Gol,0,0,Celtic,Champions League,Barcelona,7-0,Vitória
Lionel Messi,2016,9,13,Assistência,0,0,Celtic,Champions League,Barcelona,7-0,Vitória
Lionel Messi,2016,9,10,Apenas Participação,0,0,Alavés,La Liga (Espanha),Barcelona,1-2,Derrota
Lionel Messi,2016,9,1,Gol,0,0,Uruguai,Eliminatórias da Copa do Mundo,Argentina,1-0,Vitória
Lionel Messi,2016,8,28,Apenas Participação,0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,0-1,Vitória
Lionel Messi,2016,8,20,Gol,0,0,Real Betis,La Liga (Espanha),Barcelona,6-2,Vitória
Lionel Messi,2016,8,20,Gol,0,0,Real Betis,La Liga (Espanha),Barcelona,6-2,Vitória
Lionel Messi,2016,8,20,Assistência,0,0,Real Betis,La Liga (Espanha),Barcelona,6-2,Vitória
Lionel Messi,2016,8,17,Gol,0,0,Sevilla,Supercopa da Espanha,Barcelona,3-0,Vitória
Lionel Messi,2016,8,17,Assistência,0,0,Sevilla,Supercopa da Espanha,Barcelona,3-0,Vitória
Lionel Messi,2016,8,14,Assistência,0,0,Sevilla,Supercopa da Espanha,Barcelona,0-2,Vitória
Lionel Messi,2016,6,26,Cartão Amarelo,1,0,Chile,Copa América,Argentina,0-0(2-4)g.p.,
Lionel Messi,2016,6,21,Gol,0,0,Estados Unidos,Copa América,Argentina,0-4,Vitória
Lionel Messi,2016,6,21,Assistência,0,0,Estados Unidos,Copa América,Argentina,0-4,Vitória
Lionel Messi,2016,6,21,Assistência,0,0,Estados Unidos,Copa América,Argentina,0-4,Vitória
Lionel Messi,2016,6,18,Gol,0,0,Venezuela,Copa América,Argentina,4-1,Derrota
Lionel Messi,2016,6,18,Assistência,0,0,Venezuela,Copa América,Argentina,4-1,Derrota
Lionel Messi,2016,6,18,Assistência,0,0,Venezuela,Copa América,Argentina,4-1,Derrota
Lionel Messi,2016,6,14,Apenas Participação,0,0,Bolívia,Copa América,Argentina,3-0,Derrota
Lionel Messi,2016,6,10,Gol,0,0,Panamá,Copa América,Argentina,5-0,Derrota
Lionel Messi,2016,6,10,Gol,0,0,Panamá,Copa América,Argentina,5-0,Derrota
Lionel Messi,2016,6,10,Gol,0,0,Panamá,Copa América,Argentina,5-0,Derrota
Lionel Messi,2016,6,6,Apenas Participação,0,0,Chile,Copa América,Argentina,2-1,Derrota
Lionel Messi,2016,5,27,Apenas Participação,0,0,Honduras,Amistosos da Seleção,Argentina,1-0,Vitória
Lionel Messi,2016,5,22,Assistência,0,0,Sevilla,Copa do Rei (Espanha),Barcelona,2-0(a.p.),
Lionel Messi,2016,5,22,Assistência,0,0,Sevilla,Copa do Rei (Espanha),Barcelona,2-0(a.p.),
Lionel Messi,2016,5,14,Apenas Participação,0,0,Granada,La Liga (Espanha),Barcelona,0-3,Vitória
Lionel Messi,2016,5,8,Gol,1,0,Espanyol,La Liga (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2016,5,8,Assistência,1,0,Espanyol,La Liga (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2016,5,8,Cartão Amarelo,1,0,Espanyol,La Liga (Espanha),Barcelona,5-0,Vitória
Lionel Messi,2016,4,30,Assistência,1,0,Real Betis,La Liga (Espanha),Barcelona,0-2,Vitória
Lionel Messi,2016,4,30,Assistência,1,0,Real Betis,La Liga (Espanha),Barcelona,0-2,Vitória
Lionel Messi,2016,4,30,Cartão Amarelo,1,0,Real Betis,La Liga (Espanha),Barcelona,0-2,Vitória
Lionel Messi,2016,4,23,Gol,0,0,Sporting Gijón,La Liga (Espanha),Barcelona,6-0,Vitória
Lionel Messi,2016,4,23,Assistência,0,0,Sporting Gijón,La Liga (Espanha),Barcelona,6-0,Vitória
Lionel Messi,2016,4,20,Gol,0,0,Deportivo,La Liga (Espanha),Barcelona,0-8,Vitória
Lionel Messi,2016,4,20,Assistência,0,0,Deportivo,La Liga (Espanha),Barcelona,0-8,Vitória
Lionel Messi,2016,4,20,Assistência,0,0,Deportivo,La Liga (Espanha),Barcelona,0-8,Vitória
Lionel Messi,2016,4,17,Gol,0,0,Valencia,La Liga (Espanha),Barcelona,1-2,Derrota
Lionel Messi,2016,4,13,Apenas Participação,0,0,Atlético de Madrid,Champions League,Barcelona,2-0,Derrota
Lionel Messi,2016,4,9,Apenas Participação,0,0,Real Sociedad,La Liga (Espanha),Barcelona,1-0,Derrota
Lionel Messi,2016,4,5,Apenas Participação,0,0,Atlético de Madrid,Champions League,Barcelona,2-1,Vitória
Lionel Messi,2016,4,2,Apenas Participação,0,0,Real Madrid,La Liga (Espanha),Barcelona,1-2,Derrota
Lionel Messi,2016,3,29,Gol,0,0,Bolívia,Eliminatórias da Copa do Mundo,Argentina,2-0,Vitória
Lionel Messi,2016,3,24,Apenas Participação,0,0,Chile,Eliminatórias da Copa do Mundo,Argentina,1-2,Vitória
Lionel Messi,2016,3,20,Apenas Participação,0,0,Villarreal,La Liga (Espanha),Barcelona,2-2,Empate
Lionel Messi,2016,3,16,Gol,0,0,Arsenal,Champions League,Barcelona,3-1,Vitória
Lionel Messi,2016,3,12,Gol,0,0,Getafe,La Liga (Espanha),Barcelona,6-0,Vitória
Lionel Messi,2016,3,12,Assistência,0,0,Getafe,La Liga (Espanha),Barcelona,6-0,Vitória
Lionel Messi,2016,3,12,Assistência,0,0,Getafe,La Liga (Espanha),Barcelona,6-0,Vitória
Lionel Messi,2016,3,12,Assistência,0,0,Getafe,La Liga (Espanha),Barcelona,6-0,Vitória
Lionel Messi,2016,3,6,Gol,0,0,Eibar,La Liga (Espanha),Barcelona,0-4,Vitória
Lionel Messi,2016,3,6,Gol,0,0,Eibar,La Liga (Espanha),Barcelona,0-4,Vitória
Lionel Messi,2016,3,3,Gol,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,1-5,Vitória
Lionel Messi,2016,3,3,Gol,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,1-5,Vitória
Lionel Messi,2016,3,3,Gol,0,0,Rayo Vallecano,La Liga (Espanha),Barcelona,1-5,Vitória
Lionel Messi,2016,2,28,Gol,0,0,Sevilla,La Liga (Espanha),Barcelona,2-1,Vitória
Lionel Messi,2016,2,23,Gol,0,0,Arsenal,Champions League,Barcelona,0-2,Vitória
Lionel Messi,2016,2,23,Gol,0,0,Arsenal,Champions League,Barcelona,0-2,Vitória
Lionel Messi,2016,2,20,Apenas Participação,0,0,Las Palmas,La Liga (Espanha),Barcelona,1-2,Vitória
Lionel Messi,2016,2,17,Gol,0,0,Sporting Gijón,La Liga (Espanha),Barcelona,1-3,Vitória
Lionel Messi,2016,2,17,Gol,0,0,Sporting Gijón,La Liga (Espanha),Barcelona,1-3,Vitória
Lionel Messi,2016,2,14,Gol,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,6-1,Vitória
Lionel Messi,2016,2,14,Assistência,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,6-1,Vitória
Lionel Messi,2016,2,14,Assistência,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,6-1,Vitória
Lionel Messi,2016,2,7,Assistência,0,0,Levante,La Liga (Espanha),Barcelona,0-2,Vitória
Lionel Messi,2016,2,3,Gol,0,0,Valencia,Copa do Rei (Espanha),Barcelona,7-0,Vitória
Lionel Messi,2016,2,3,Gol,0,0,Valencia,Copa do Rei (Espanha),Barcelona,7-0,Vitória
Lionel Messi,2016,2,3,Gol,0,0,Valencia,Copa do Rei (Espanha),Barcelona,7-0,Vitória
Lionel Messi,2016,1,30,Gol,0,0,Atlético de Madrid,La Liga (Espanha),Barcelona,2-1,Vitória
Lionel Messi,2016,1,27,Assistência,0,0,Athletic Bilbao,Copa do Rei (Espanha),Barcelona,3-1,Vitória
Lionel Messi,2016,1,23,Gol,1,0,Málaga,La Liga (Espanha),Barcelona,1-2,Vitória
Lionel Messi,2016,1,23,Cartão Amarelo,1,0,Málaga,La Liga (Espanha),Barcelona,1-2,Vitória
Lionel Messi,2016,1,17,Gol,0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,6-0,Vitória
Lionel Messi,2016,1,13,Assistência,0,0,Espanyol,Copa do Rei (Espanha),Barcelona,0-2,Vitória
Lionel Messi,2016,1,9,Gol,0,0,Granada,La Liga (Espanha),Barcelona,4-0,Vitória
Lionel Messi,2016,1,9,Gol,0,0,Granada,La Liga (Espanha),Barcelona,4-0,Vitória
Lionel Messi,2016,1,9,Gol,0,0,Granada,La Liga (Espanha),Barcelona,4-0,Vitória
Lionel Messi,2016,1,6,Gol,1,0,Espanyol,Copa do Rei (Espanha),Barcelona,4-1,Vitória
Lionel Messi,2016,1,6,Gol,1,0,Espanyol,Copa do Rei (Espanha),Barcelona,4-1,Vitória
Lionel Messi,2016,1,6,Assistência,1,0,Espanyol,Copa do Rei (Espanha),Barcelona,4-1,Vitória
Lionel Messi,2016,1,6,Assistência,1,0,Espanyol,Copa do Rei (Espanha),Barcelona,4-1,Vitória
Lionel Messi,2016,1,6,Cartão Amarelo,1,0,Espanyol,Copa do Rei (Espanha),Barcelona,4-1,Vitória
Lionel Messi,2016,1,2,Apenas Participação,0,0,Espanyol,La Liga (Espanha),Barcelona,0-0,Empate
Lionel Messi,2017,12,23,Gol,0,0,Real Madrid,La Liga (Espanha),Barcelona,0-3,Vitória
Lionel Messi,2017,12,23,Assistência,0,0,Real Madrid,La Liga (Espanha),Barcelona,0-3,Vitória
Lionel Messi,2017,12,17,Assistência,0,0,Deportivo,La Liga (Espanha),Barcelona,4-0,Vitória
Lionel Messi,2017,12,10,Gol,0,0,Villarreal,La Liga (Espanha),Barcelona,0-2,Vitória
Lionel Messi,2017,12,5,Apenas Participação,0,0,Sporting,Champions League,Barcelona,2-0,Vitória
Lionel Messi,2017,12,2,Gol,0,0,Celta de Vigo,La Liga (Espanha),Barcelona,2-2,Empate
Lionel Messi,2017,11,26,Assistência,0,0,Valencia,La Liga (Espanha),Barcelona,1-1,Empate
Lionel Messi,2017,11,22,Apenas Participação,0,0,Juventus,Champions League,Barcelona,0-0,Empate
Lionel Messi,2017,11,18,Apenas Participação,0,0,Leganés,La Liga (Espanha),Barcelona,0-3,Vitória
Lionel Messi,2017,11,11,Apenas Participação,0,0,Rússia,Amistosos da Seleção,Argentina,0-1,Vitória
Lionel Messi,2017,11,4,Cartão Amarelo,1,0,Sevilla,La Liga (Espanha),Barcelona,2-1,Vitória
Lionel Messi,2017,10,31,Apenas Participação,0,0,Olympiacos,Champions League,Barcelona,0-0,Empate
Lionel Messi,2017,10,28,Gol,0,0,Athletic Bilbao,La Liga (Espanha),Barcelona,0-2,Vitória
Lionel Messi,2017,10,21,Assistência,0,0,Málaga,La Liga (Espanha),Barcelona,2-0,Vitória
Lionel Messi,2017,10,18,Gol,0,0,Olympiacos,Champions League,Barcelona,3-1,Vitória
Lionel Messi,2017,10,18,Assistência,0,0,Olympiacos,Champions League,Barcelona,3-1,Vitória
Lionel Messi,2017,10,14,Apenas Participação,0,0,Atlético de Madrid,La Liga (Espanha),Barcelona,1-1,Empate
Lionel Messi,2017,10,10,Gol,0,0,Equador,Eliminatórias da Copa do Mundo,Argentina,1-3,Vitória
Lionel Messi,2017,10,10,Gol,0,0,Equador,Eliminatórias da Copa do Mundo,Argentina,1-3,Vitória
Lionel Messi,2017,10,10,Gol,0,0,Equador,Eliminatórias da Copa do Mundo,Argentina,1-3,Vitória
Lionel Messi,2017,10,5,Apenas Participação,0,0,Peru,Eliminatórias da Copa do Mundo,Argentina,0-0,Empate
Lionel Messi,2017,10,1,Gol,0,0,Las Palmas,La Liga (Espanha),Barcelona,3-0,Vitória
Lionel Messi,2017,10,1,Gol,0,0,Las Palmas,La Liga (Espanha),Barcelona,3-0,Vitória
Lionel Messi,2017,10,1,Assistência,0,0,Las Palmas,La Liga (Espanha),Barcelona,3-0,Vitória
Lionel Messi,2017,9,27,Apenas Participação,0,0,Sporting,Champions League,Barcelona,0-1,Vitória
Lionel Messi,2017,9,23,Apenas Participação,0,0,Girona,La Liga (Espanha),Barcelona,0-3,Vitória
Lionel Messi,2017,9,19,Gol,0,0,Eibar,La Liga (Espanha),Barcelona,6-1,Vitória
Lionel Messi,2017,9,19,Gol,0,0,Eibar,La Liga (Espanha),Barcelona,6-1,Vitória
Lionel Messi,2017,9,19,Gol,0,0,Eibar,La Liga (Espanha),Barcelona,6-1,Vitória
Lionel Messi,2017,9,19,Gol,0,0,Eibar,La Liga (Espanha),Barcelona,6-1,Vitória
Lionel Messi,2017,9,16,Assistência,0,0,Getafe,La Liga (Espanha),Barcelona,1-2,Vitória
