AIS;DATA;HORA;MUNICÍPIO;VÍTIMA GÊNERO;VÍTIMA IDADE
AIS 14;2020-06-08;18:30:00;Sobral;Feminino;16
AIS 01;2020-06-01;08:00:00;Fortaleza;Feminino;15
AIS 01;2020-06-01;08:00:00;Fortaleza;Feminino;8
AIS 19;2020-06-01;12:00:00;Missão Velha;Feminino;14
AIS 04;2020-05-21;12:00:00;Fortaleza;Feminino;11
AIS 05;2020-05-06;16:30:00;Fortaleza;Masculino;15
AIS 22;2020-05-05;12:10:00;Mombaça;Feminino;9
AIS 03;2020-05-01;10:00:00;Fortaleza;Feminino;14
AIS 10;2020-04-25;19:40:00;Fortaleza;Feminino;17
AIS 19;2020-04-04;19:00:00;Barro;Feminino;8
AIS 04;2020-04-03;18:30:00;Fortaleza;Feminino;17
AIS 15;2020-04-01;00:00:00;Aracoiaba;Feminino;16
AIS 17;2020-04-01;08:00:00;Bela Cruz;Feminino;17
AIS 14;2020-03-27;20:30:00;Viçosa do Ceará;Feminino;11
AIS 14;2020-03-27;20:30:00;Viçosa do Ceará;Feminino;14
AIS 19;2020-03-16;15:30:00;Juazeiro do Norte;Feminino;10
AIS 04;2020-03-09;19:00:00;Fortaleza;Feminino;16
AIS 12;2020-02-27;12:00:00;Maracanaú;Feminino;16
AIS 21;2020-02-23;21:00:00;Várzea Alegre;Feminino;15
AIS Não Identificada (Fortaleza);2020-02-22;22:00:00;Fortaleza;Feminino;12
AIS 01;2020-02-20;18:12:00;Fortaleza;Feminino;14
AIS 21;2020-02-18;22:48:00;Iguatu;Feminino;17
AIS 16;2020-02-18;11:30:00;Novo Oriente;Feminino;17
AIS 19;2020-02-16;18:00:00;Juazeiro do Norte;Feminino;9
AIS 19;2020-02-15;15:00:00;Mauriti;Feminino;14
AIS 19;2020-02-10;15:00:00;Brejo Santo;Feminino;17
AIS 17;2020-02-10;13:00:00;Marco;Feminino;11
AIS 04;2020-02-07;20:00:00;Fortaleza;Masculino;14
AIS 20;2020-02-05;11:30:00;Quixeramobim;Feminino;10
AIS 16;2020-02-02;14:00:00;Ipu;Feminino;16
AIS 19;2020-02-01;15:45:00;Juazeiro do Norte;Feminino;3
AIS 16;2020-01-30;01:00:00;Santa Quitéria;Feminino;17
AIS 09;2020-01-27;14:15:00;Fortaleza;Feminino;15
AIS 13;2020-01-23;11:00:00;Cascavel;Feminino;17
AIS 19;2020-01-16;20:00:00;Barbalha;Feminino;14
AIS 19;2020-01-16;07:36:00;Juazeiro do Norte;Feminino;11
AIS 07;2020-01-06;18:00:00;Fortaleza;Masculino;16
AIS 17;2020-01-04;12:00:00;Marco;Masculino;12
AIS 17;2020-01-02;18:00:00;Jijoca de Jericoacoara;Masculino;14
AIS 19;2020-01-01;23:00:00;Araripe;Feminino;16
AIS 19;2019-12-27;15:30:00;Milagres;Feminino;13
AIS 22;2019-12-23;21:40:00;Tauá;Feminino;12
AIS 19;2019-12-15;07:20:00;Milagres;Feminino;15
AIS 12;2019-12-13;22:30:00;Maracanaú;Feminino;16
AIS 17;2019-12-12;15:30:00;Pentecoste;Feminino;16
AIS 13;2019-12-10;23:00:00;Aquiraz;Feminino;14
AIS 01;2019-12-02;00:00:00;Fortaleza;Feminino;15
AIS 21;2019-11-29;10:00:00;Várzea Alegre;Feminino;15
AIS 20;2019-11-28;19:00:00;Solonópole;Feminino;15
AIS 20;2019-11-28;19:00:00;Solonópole;Masculino;12
AIS 07;2019-11-27;12:45:00;Fortaleza;Feminino;15
AIS 09;2019-11-22;09:00:00;Fortaleza;Masculino;12
AIS 09;2019-11-16;18:13:00;Fortaleza;Feminino;17
AIS 24;2019-11-16;11:40:00;Maranguape;Masculino;17
AIS 14;2019-11-16;08:30:00;Tianguá;Feminino;13
AIS 15;2019-11-14;10:00:00;Ocara;Masculino;16
AIS 16;2019-11-13;17:00:00;Tamboril;Feminino;14
AIS 19;2019-11-11;11:30:00;Jardim;Feminino;17
AIS 04;2019-11-10;21:05:00;Fortaleza;Feminino;7
AIS 19;2019-11-08;08:00:00;Campos Sales;Feminino;15
AIS 20;2019-11-07;14:00:00;Quixadá;Feminino;16
AIS 07;2019-11-04;08:00:00;Fortaleza;Feminino;17
AIS 02;2019-11-03;20:37:00;Fortaleza;Feminino;9
AIS 02;2019-10-31;05:00:00;Fortaleza;Feminino;17
AIS 19;2019-10-31;23:00:00;Crato;Feminino;15
AIS 19;2019-10-31;12:30:00;Juazeiro do Norte;Feminino;11
AIS 12;2019-10-29;17:00:00;Maracanaú;Masculino;13
AIS 23;2019-10-28;21:30:00;Paraipaba;Feminino;16
AIS 02;2019-10-16;12:00:00;Fortaleza;Feminino;14
AIS 21;2019-10-16;09:00:00;Ipaumirim;Feminino;13
AIS 16;2019-10-15;22:00:00;Ipaporanga;Feminino;15
AIS 06;2019-10-12;16:40:00;Fortaleza;Feminino;10
AIS 15;2019-10-11;12:00:00;Canindé;Feminino;14
AIS 18;2019-10-09;10:00:00;Russas;Feminino;11
AIS 15;2019-09-29;12:30:00;Baturité;Feminino;9
AIS 12;2019-09-27;18:00:00;Maracanaú;Feminino;15
AIS 09;2019-09-25;12:30:00;Fortaleza;Masculino;17
AIS 19;2019-09-25;14:30:00;Juazeiro do Norte;Masculino;17
AIS 19;2019-09-25;14:30:00;Juazeiro do Norte;Feminino;17
AIS 19;2019-09-25;14:30:00;Juazeiro do Norte;Feminino;17
AIS 14;2019-09-23;14:30:00;Cariré;Feminino;14
AIS 15;2019-09-21;17:40:00;Ocara;Feminino;14
AIS 18;2019-09-19;07:38:00;Beberibe;Feminino;7
AIS 18;2019-09-19;07:38:00;Beberibe;Feminino;12
AIS 24;2019-09-17;17:30:00;Maranguape;Feminino;13
AIS 06;2019-09-11;07:00:00;Fortaleza;Feminino;16
AIS 07;2019-09-08;22:00:00;Fortaleza;Masculino;14
AIS 07;2019-09-08;22:00:00;Fortaleza;Masculino;15
AIS 06;2019-09-07;15:30:00;Fortaleza;Feminino;16
AIS 24;2019-09-07;05:30:00;Maranguape;Feminino;17
AIS 06;2019-09-06;07:30:00;Fortaleza;Masculino;16
AIS 06;2019-09-06;07:30:00;Fortaleza;Feminino;16
AIS 24;2019-09-05;17:30:00;Guaiúba;Feminino;13
AIS 08;2019-09-03;15:30:00;Fortaleza;Feminino;12
AIS 15;2019-09-02;20:00:00;Baturité;Feminino;9
AIS 19;2019-09-02;20:40:00;Juazeiro do Norte;Feminino;17
AIS 10;2019-09-01;20:00:00;Fortaleza;Feminino;13
AIS 15;2019-09-01;17:30:00;Baturité;Feminino;14
AIS 15;2019-09-01;15:00:00;Canindé;Feminino;14
AIS 18;2019-09-01;18:00:00;Russas;Feminino;14
AIS 19;2019-08-31;16:00:00;Mauriti;Masculino;11
AIS 15;2019-08-29;02:00:00;Caridade;Feminino;12
AIS 23;2019-08-28;12:40:00;São Gonçalo do Amarante;Feminino;9
AIS 14;2019-08-28;12:00:00;Coreaú;Masculino;13
AIS 14;2019-08-28;12:00:00;Coreaú;Masculino;13
AIS 25;2019-08-25;18:30:00;Itaitinga;Feminino;16
AIS 14;2019-08-25;10:00:00;Sobral;Feminino;17
AIS 14;2019-08-25;10:00:00;Sobral;Feminino;14
AIS 23;2019-08-24;22:00:00;Paraipaba;Feminino;11
AIS 17;2019-08-17;10:00:00;Itapipoca;Feminino;10
AIS 14;2019-08-17;10:45:00;Senador Sá;Feminino;17
AIS 14;2019-08-15;18:30:00;Ubajara;Feminino;17
AIS 03;2019-08-12;14:50:00;Fortaleza;Masculino;17
AIS 14;2019-08-10;10:00:00;Forquilha;Feminino;12
AIS 04;2019-08-01;10:00:00;Fortaleza;Feminino;17
AIS 02;2019-07-31;14:00:00;Fortaleza;Feminino;15
AIS 03;2019-07-26;18:59:00;Fortaleza;Feminino;17
AIS 16;2019-07-26;01:30:00;Varjota;Feminino;16
AIS 17;2019-07-11;22:00:00;Marco;Feminino;15
AIS 14;2019-07-08;09:30:00;Pacujá;Feminino;14
AIS 07;2019-07-04;20:40:00;Fortaleza;Feminino;16
AIS 06;2019-06-28;21:10:00;Fortaleza;Feminino;17
AIS 12;2019-06-28;06:00:00;Maracanaú;Feminino;13
AIS 17;2019-06-26;12:00:00;Itapipoca;Feminino;14
AIS 19;2019-06-25;01:00:00;Juazeiro do Norte;Feminino;17
AIS 19;2019-06-23;13:30:00;Crato;Masculino;17
AIS 09;2019-06-22;15:00:00;Fortaleza;Masculino;15
AIS 19;2019-06-21;16:00:00;Juazeiro do Norte;Feminino;15
AIS 14;2019-06-18;22:00:00;Viçosa do Ceará;Masculino;17
AIS 19;2019-06-12;11:00:00;Juazeiro do Norte;Feminino;14
AIS 19;2019-06-12;11:00:00;Juazeiro do Norte;Feminino;16
AIS 19;2019-06-12;11:00:00;Juazeiro do Norte;Feminino;16
AIS 19;2019-06-12;11:00:00;Juazeiro do Norte;Feminino;15
AIS 04;2019-06-06;08:00:00;Fortaleza;Feminino;13
AIS 16;2019-06-05;09:00:00;Ipu;Feminino;13
AIS 20;2019-06-03;22:00:00;Quixadá;Feminino;15
AIS 12;2019-06-01;17:30:00;Maracanaú;Feminino;15
AIS 24;2019-05-26;18:00:00;Maranguape;Feminino;6
AIS 10;2019-05-18;13:30:00;Fortaleza;Feminino;14
AIS 24;2019-05-15;12:30:00;Guaiúba;Feminino;14
AIS 12;2019-05-13;15:50:00;Maracanaú;Feminino;17
AIS 20;2019-05-12;23:13:00;Quixadá;Feminino;14
AIS 12;2019-05-10;06:40:00;Maracanaú;Feminino;14
AIS 19;2019-05-09;11:00:00;Campos Sales;Feminino;8
AIS 14;2019-05-07;17:40:00;Tianguá;Feminino;10
AIS 12;2019-05-03;18:00:00;Maracanaú;Feminino;16
AIS 07;2019-05-01;16:20:00;Fortaleza;Masculino;5
AIS 07;2019-05-01;16:20:00;Fortaleza;Feminino;8
AIS 06;2019-04-23;09:00:00;Fortaleza;Feminino;13
AIS 21;2019-04-22;18:10:00;Iguatu;Feminino;16
AIS 11;2019-04-18;12:45:00;Caucaia;Masculino;16
AIS 03;2019-04-16;08:00:00;Fortaleza;Feminino;13
AIS 03;2019-04-16;08:00:00;Fortaleza;Feminino;7
AIS 13;2019-04-12;18:00:00;Cascavel;Feminino;17
AIS 14;2019-04-12;15:00:00;Moraújo;Feminino;14
AIS 14;2019-04-12;15:00:00;Moraújo;Feminino;14
AIS 15;2019-04-09;18:30:00;Pacoti;Feminino;14
AIS 15;2019-04-09;18:30:00;Pacoti;Masculino;11
AIS 17;2019-04-06;17:30:00;Itapajé;Feminino;15
AIS 05;2019-03-23;07:30:00;Fortaleza;Feminino;16
AIS 05;2019-03-23;07:30:00;Fortaleza;Feminino;17
AIS 05;2019-03-23;07:30:00;Fortaleza;Feminino;16
AIS 05;2019-03-23;07:30:00;Fortaleza;Feminino;16
AIS 19;2019-03-21;12:40:00;Juazeiro do Norte;Feminino;12
AIS 07;2019-03-08;06:00:00;Fortaleza;Feminino;17
AIS 04;2019-03-07;14:45:00;Fortaleza;Feminino;17
AIS 04;2019-03-06;17:50:00;Fortaleza;Feminino;10
AIS 04;2019-03-06;17:50:00;Fortaleza;Feminino;10
AIS 11;2019-03-05;19:30:00;Caucaia;Feminino;17
AIS 13;2019-03-03;17:50:00;Aquiraz;Feminino;11
AIS 19;2019-03-01;09:00:00;Crato;Feminino;11
AIS 05;2019-02-14;11:00:00;Fortaleza;Feminino;15
AIS 16;2019-02-13;12:34:00;Ipaporanga;Feminino;12
AIS 20;2019-02-11;14:20:00;Quixadá;Feminino;9
AIS 11;2019-02-02;17:20:00;Caucaia;Feminino;14
AIS 11;2019-02-02;17:20:00;Caucaia;Feminino;7
AIS 04;2019-01-30;10:00:00;Fortaleza;Feminino;16
AIS 14;2019-01-28;14:00:00;Tianguá;Feminino;12
AIS 13;2019-01-27;17:30:00;Cascavel;Feminino;13
AIS 02;2019-01-26;08:00:00;Fortaleza;Feminino;13
AIS 14;2019-01-26;10:30:00;São Benedito;Feminino;14
AIS 23;2019-01-23;11:30:00;Trairi;Feminino;13
AIS 19;2019-01-18;09:00:00;Mauriti;Feminino;12
AIS 19;2019-01-18;09:00:00;Mauriti;Feminino;8
AIS 19;2019-01-18;09:00:00;Mauriti;Feminino;10
AIS 04;2019-01-17;00:00:00;Fortaleza;Feminino;12
AIS 11;2019-01-14;08:00:00;Caucaia;Feminino;12
AIS 15;2019-01-11;11:00:00;Capistrano;Feminino;14
AIS 06;2019-01-05;19:30:00;Fortaleza;Feminino;7
AIS 05;2019-01-05;22:30:00;Fortaleza;Feminino;11
AIS 12;2019-01-05;18:00:00;Maracanaú;Feminino;11
AIS 11;2019-01-04;13:00:00;Caucaia;Feminino;14
AIS 19;2018-12-29;17:40:00;Crato;Feminino;14
AIS 23;2018-12-20;13:00:00;Paracuru;Feminino;7
AIS 23;2018-12-20;13:00:00;Paracuru;Feminino;7
AIS 21;2018-12-19;11:00:00;Cariús;Feminino;12
AIS 14;2018-12-12;04:00:00;Mucambo;Feminino;16
AIS 13;2018-12-03;18:30:00;Cascavel;Feminino;13
AIS 13;2018-12-03;18:30:00;Cascavel;Feminino;12
AIS 12;2018-12-03;11:00:00;Maracanaú;Feminino;17
AIS 12;2018-12-03;11:00:00;Maracanaú;Feminino;16
AIS 19;2018-12-03;10:00:00;Altaneira;Feminino;16
AIS 19;2018-12-03;10:00:00;Altaneira;Feminino;15
AIS 19;2018-12-03;10:00:00;Altaneira;Feminino;17
AIS 06;2018-11-27;08:30:00;Fortaleza;Feminino;16
AIS 23;2018-11-23;06:00:00;Trairi;Feminino;14
AIS 07;2018-11-16;18:00:00;Fortaleza;Feminino;8
AIS 18;2018-11-16;18:30:00;Beberibe;Feminino;14
AIS 21;2018-11-13;16:10:00;Iguatu;Feminino;16
AIS 17;2018-11-10;09:00:00;Acaraú;Feminino;17
AIS 03;2018-11-09;19:40:00;Fortaleza;Feminino;15
AIS 13;2018-11-07;12:30:00;Cascavel;Feminino;12
AIS 19;2018-11-05;08:20:00;Mauriti;Feminino;17
AIS 20;2018-11-04;12:00:00;Morada Nova;Feminino;15
AIS 20;2018-11-04;12:00:00;Morada Nova;Feminino;17
AIS 20;2018-11-04;12:00:00;Morada Nova;Feminino;12
AIS 20;2018-11-04;12:00:00;Morada Nova;Feminino;12
AIS 16;2018-11-03;01:00:00;Crateús;Feminino;14
AIS 19;2018-10-25;10:30:00;Juazeiro do Norte;Feminino;17
AIS 19;2018-10-25;10:30:00;Juazeiro do Norte;Feminino;14
AIS 17;2018-10-23;20:30:00;Itapajé;Feminino;14
AIS 17;2018-10-23;20:30:00;Itapajé;Masculino;10
AIS 05;2018-10-22;11:30:00;Fortaleza;Feminino;17
AIS 19;2018-10-22;09:15:00;Juazeiro do Norte;Feminino;12
AIS 04;2018-10-21;19:05:00;Fortaleza;Feminino;17
AIS 14;2018-10-20;14:00:00;Granja;Feminino;12
AIS 23;2018-10-17;02:50:00;Paraipaba;Feminino;17
AIS 14;2018-10-14;09:25:00;Mucambo;Feminino;11
AIS 19;2018-09-28;12:00:00;Juazeiro do Norte;Feminino;13
AIS 19;2018-09-26;16:00:00;Juazeiro do Norte;Feminino;17
AIS 05;2018-09-25;15:30:00;Fortaleza;Feminino;16
AIS 21;2018-09-23;16:00:00;Várzea Alegre;Feminino;13
AIS 09;2018-06-12;17:00:00;Fortaleza;Feminino;12
AIS 19;2018-06-11;11:00:00;Caririaçu;Feminino;12
AIS 19;2018-06-04;19:05:49;Farias Brito;Masculino;15
AIS 10;2018-06-02;11:40:00;Fortaleza;Feminino;14
AIS 20;2018-05-23;08:00:00;Deputado Irapuan Pinheiro;Feminino;13
AIS 01;2018-05-06;18:00:00;Fortaleza;Feminino;8
AIS 14;2018-04-25;17:00:00;Sobral;Feminino;16
AIS 05;2018-03-07;15:00:00;Fortaleza;Feminino;14
AIS 03;2018-03-01;12:00:00;Fortaleza;Feminino;13
AIS 17;2018-01-09;18:00:00;Cruz;Feminino;13
AIS 14;2018-01-03;12:30:00;Viçosa do Ceará;Feminino;7
AIS 11;2017-12-13;00:00:00;Caucaia;Masculino;13
AIS 19;2017-11-05;13:30:00;Brejo Santo;Feminino;17
AIS 02;2017-10-20;15:00:00;Fortaleza;Masculino;14
AIS 14;2017-09-01;10:00:00;Sobral;Feminino;15
AIS 05;2017-08-10;12:00:00;Fortaleza;Masculino;16
AIS 11;2017-02-11;20:00:00;Caucaia;Feminino;7
AIS 24;2016-07-22;12:00:00;Guaiúba;Feminino;15
AIS 25;2015-06-05;08:00:00;Pacajus;Feminino;12
AIS 15;2015-01-01;09:00:00;Ocara;Feminino;10
AIS 20;2014-05-30;10:00:00;Banabuiú;Feminino;10
AIS 20;2014-05-30;10:00:00;Banabuiú;Feminino;9
AIS 20;2014-05-30;10:00:00;Banabuiú;Feminino;4
AIS 23;2013-07-10;10:00:00;São Gonçalo do Amarante;Feminino;13
AIS 02;2009-01-01;15:00:00;Fortaleza;Feminino;8
AIS 13;2024-10-31;12:30:00;Pindoretama;Feminino;14
AIS 22;2024-10-26;09:00:00;Quiterianópolis;Feminino;13
AIS 19;2024-06-30;12:30:00;Farias Brito;Feminino;14
AIS 18;2024-04-16;00:00:00;Jaguaribe;Feminino;13
AIS 16;2024-04-15;23:00:00;Crateús;Feminino;14
AIS 16;2024-04-15;23:00:00;Crateús;Feminino;11
AIS 16;2024-04-15;23:00:00;Crateús;Feminino;15
AIS 16;2024-04-15;23:00:00;Crateús;Feminino;11
AIS 15;2024-03-06;10:30:00;Baturité;Masculino;15
AIS 16;2023-11-30;21:30:00;Crateús;Masculino;15
AIS 17;2023-11-29;09:00:00;Amontada;Feminino;11
AIS 22;2023-11-26;10:00:00;Tauá;Feminino;12
AIS 01;2023-11-17;09:48:00;Fortaleza;Feminino;15
AIS 15;2023-09-14;10:00:00;Barreira;Masculino;17
AIS 01;2023-09-03;15:11:00;Fortaleza;Feminino;14
AIS 11;2023-08-06;14:30:00;Caucaia;Feminino;16
AIS 13;2023-07-17;20:00:00;Cascavel;Feminino;15
AIS 05;2023-07-09;11:30:00;Fortaleza;Masculino;13
AIS 05;2023-06-17;15:30:00;Fortaleza;Feminino;17
AIS 23;2023-05-29;11:00:00;Paraipaba;Feminino;14
AIS 14;2023-05-29;12:30:00;Tianguá;Masculino;17
AIS 14;2023-05-29;12:30:00;Tianguá;Masculino;13
AIS 14;2023-05-29;12:30:00;Tianguá;Feminino;12
AIS 14;2023-05-29;12:30:00;Tianguá;Feminino;15
AIS 14;2023-05-29;12:30:00;Tianguá;Feminino;13
AIS 10;2023-04-30;17:45:00;Fortaleza;Feminino;11
AIS 08;2023-04-17;10:40:00;Fortaleza;Feminino;13
AIS 08;2023-04-17;10:40:00;Fortaleza;Feminino;14
AIS 13;2023-04-10;20:10:00;Eusébio;Masculino;16
AIS 11;2023-04-03;15:30:00;Caucaia;Masculino;15
AIS 21;2023-03-29;19:40:00;Iguatu;Feminino;15
AIS 07;2023-02-10;08:40:00;Fortaleza;Masculino;15
AIS 16;2022-12-06;09:00:00;Independência;Feminino;11
AIS 17;2022-12-05;10:00:00;Itapipoca;Feminino;12
AIS 02;2022-11-28;10:00:00;Fortaleza;Feminino;12
AIS 15;2022-10-19;20:00:00;Baturité;Feminino;13
AIS 17;2022-10-02;14:30:00;Bela Cruz;Feminino;12
AIS 22;2022-09-01;10:00:00;Tauá;Feminino;12
AIS 17;2022-08-30;00:00:00;Pentecoste;Feminino;14
AIS 23;2022-08-15;15:00:00;Paraipaba;Feminino;14
AIS 02;2022-06-23;07:30:00;Fortaleza;Feminino;15
AIS 21;2022-05-25;07:00:00;Cedro;Masculino;14
AIS 17;2022-05-04;12:00:00;Tejuçuoca;Feminino;13
AIS 19;2022-03-12;14:00:00;Crato;Feminino;14
AIS 12;2022-03-03;22:00:00;Maracanaú;Feminino;15
AIS 04;2022-02-25;01:00:00;Fortaleza;Feminino;16
AIS 03;2022-02-02;16:49:00;Fortaleza;Feminino;12
AIS 18;2022-01-12;16:00:00;Aracati;Feminino;14
AIS 22;2021-12-14;14:00:00;Mombaça;Feminino;11
AIS 22;2021-12-14;14:00:00;Mombaça;Feminino;15
AIS 17;2021-12-10;19:00:00;Itapajé;Feminino;16
AIS 17;2021-12-07;10:00:00;Itapipoca;Feminino;12
AIS 21;2021-10-20;10:00:00;Iguatu;Masculino;16
AIS 21;2021-10-05;10:00:00;Orós;Feminino;12
AIS 06;2021-10-04;03:00:00;Fortaleza;Feminino;17
AIS 14;2021-09-14;03:00:00;Viçosa do Ceará;Feminino;12
AIS 21;2021-09-05;12:29:00;Várzea Alegre;Feminino;15
AIS 10;2021-08-06;10:00:00;Fortaleza;Feminino;17
AIS 14;2021-08-03;08:00:00;Croatá;Feminino;13
AIS 25;2021-08-01;12:00:00;Chorozinho;Feminino;13
AIS 16;2021-07-07;22:30:00;Nova Russas;Feminino;14
AIS 21;2021-07-01;23:48:00;Iguatu;Masculino;14
AIS 23;2021-05-24;12:00:00;Paraipaba;Feminino;14
AIS 17;2021-05-21;21:00:00;Umirim;Feminino;15
AIS 15;2021-04-28;18:00:00;Boa Viagem;Feminino;17
AIS 21;2021-04-26;00:00:00;Jucás;Feminino;15
AIS 04;2021-04-20;15:20:00;Fortaleza;Feminino;14
AIS 04;2021-04-20;15:20:00;Fortaleza;Feminino;13
AIS 15;2021-03-04;12:00:00;Capistrano;Feminino;15
AIS 19;2021-03-03;11:00:00;Milagres;Feminino;15
AIS 23;2021-02-20;22:40:00;São Gonçalo do Amarante;Feminino;17
AIS 21;2021-01-30;12:00:00;Acopiara;Feminino;17
AIS 18;2021-01-11;09:30:00;Beberibe;Feminino;14
AIS 21;2021-01-06;19:00:00;Várzea Alegre;Feminino;15
AIS 23;2020-12-20;14:00:00;São Gonçalo do Amarante;Feminino;14
AIS 11;2020-09-25;10:30:00;Caucaia;Feminino;17
AIS 11;2020-09-25;10:30:00;Caucaia;Feminino;17
AIS 05;2020-09-04;14:00:00;Fortaleza;Feminino;17
AIS 15;2020-08-27;16:50:00;Baturité;Feminino;15
AIS 09;2020-07-13;12:30:00;Fortaleza;Feminino;14
AIS 09;2020-07-13;12:30:00;Fortaleza;Feminino;14
AIS 14;2020-06-10;15:00:00;Viçosa do Ceará;Feminino;13
AIS 02;2020-04-10;10:40:00;Fortaleza;Feminino;14
AIS 20;2020-03-12;08:00:00;Morada Nova;Feminino;15
AIS 18;2020-02-27;00:00:00;Alto Santo;Feminino;12
AIS 14;2020-02-10;10:30:00;Viçosa do Ceará;Feminino;16
AIS 14;2020-02-06;08:00:00;Frecheirinha;Feminino;14
AIS 20;2020-01-24;10:20:00;Morada Nova;Masculino;15
AIS 17;2020-01-22;09:00:00;Acaraú;Feminino;14
AIS 20;2020-01-15;10:00:00;Morada Nova;Masculino;13
AIS 16;2019-12-27;10:00:00;Santa Quitéria;Feminino;12
AIS 03;2019-12-24;14:00:00;Fortaleza;Masculino;14
AIS 19;2019-12-15;19:00:00;Abaiara;Feminino;14
AIS 19;2019-11-26;14:00:00;Farias Brito;Feminino;12
AIS 17;2019-11-24;10:00:00;Marco;Feminino;16
AIS 06;2019-11-22;19:36:00;Fortaleza;Feminino;10
AIS 21;2019-10-16;09:00:00;Ipaumirim;Feminino;13
AIS 18;2019-10-14;18:00:00;Jaguaribe;Feminino;16
AIS Não Identificada (Fortaleza);2019-09-06;17:30:00;Fortaleza;Masculino;10
AIS Não Identificada (Fortaleza);2019-09-06;17:30:00;Fortaleza;Masculino;11
AIS 24;2019-08-30;14:30:00;Guaiúba;Feminino;17
AIS 20;2019-08-28;10:30:00;Morada Nova;Feminino;16
AIS 15;2019-08-09;19:00:00;Baturité;Feminino;12
AIS 15;2019-08-09;19:00:00;Baturité;Feminino;12
AIS 21;2019-07-29;16:00:00;Quixelô;Masculino;15
AIS 09;2019-07-10;10:40:00;Fortaleza;Masculino;14
AIS 21;2019-07-08;09:00:00;Iguatu;Masculino;17
AIS 06;2019-07-04;14:30:00;Fortaleza;Feminino;17
AIS 12;2019-07-02;11:11:00;Maracanaú;Feminino;14
AIS 21;2019-06-30;10:00:00;Iguatu;Masculino;14
AIS 21;2019-06-30;10:00:00;Iguatu;Masculino;14
AIS 21;2019-06-30;10:00:00;Iguatu;Masculino;14
AIS 11;2019-06-17;10:27:00;Caucaia;Feminino;15
AIS 14;2019-06-09;21:20:00;Sobral;Feminino;14
AIS 24;2019-06-05;14:00:00;Maranguape;Feminino;14
AIS Não Identificada (Fortaleza);2019-05-24;12:00:00;Fortaleza;Feminino;16
AIS 20;2019-04-10;11:00:00;Solonópole;Feminino;16
AIS 19;2019-02-05;09:00:00;Juazeiro do Norte;Masculino;15
AIS 19;2019-02-05;09:00:00;Juazeiro do Norte;Masculino;15
AIS 19;2019-01-18;09:00:00;Mauriti;Feminino;12
AIS 19;2019-01-18;09:00:00;Mauriti;Feminino;8
AIS 19;2019-01-18;09:00:00;Mauriti;Feminino;10
AIS 21;2019-01-14;15:14:25;Tarrafas;Feminino;15
AIS Não Identificada (Fortaleza);2018-12-29;13:00:00;Fortaleza;Masculino;14
AIS 21;2018-12-13;16:30:00;Iguatu;Feminino;14
AIS 14;2018-12-05;10:00:00;Viçosa do Ceará;Feminino;14
AIS 14;2018-11-06;22:00:00;Cariré;Feminino;11
AIS 20;2018-10-17;20:00:00;Quixeramobim;Feminino;13
AIS 08;2018-10-04;16:30:00;Fortaleza;Masculino;16
AIS 18;2018-09-14;19:45:00;Russas;Masculino;12
AIS 21;2018-08-25;14:00:00;Umari;Feminino;14
AIS 12;2018-08-22;19:00:00;Maracanaú;Masculino;16
AIS 19;2018-07-23;16:00:00;Porteiras;Masculino;11
AIS 15;2018-06-27;08:00:00;Baturité;Feminino;17
AIS 03;2018-06-26;15:00:00;Fortaleza;Feminino;16
AIS 14;2018-06-23;14:00:00;Cariré;Feminino;13
AIS 10;2018-06-19;23:40:00;Fortaleza;Masculino;13
AIS 18;2018-06-11;10:00:00;Russas;Feminino;16
AIS 07;2018-06-03;12:10:00;Fortaleza;Feminino;17
AIS 07;2018-06-03;12:10:00;Fortaleza;Feminino;16
AIS 05;2018-04-16;08:00:00;Fortaleza;Feminino;15
AIS 22;2018-04-10;22:00:00;Quiterianópolis;Feminino;13
AIS 05;2018-04-07;16:30:00;Fortaleza;Feminino;16
AIS 01;2018-03-30;19:23:00;Fortaleza;Feminino;11
AIS 14;2018-03-27;11:30:00;Sobral;Feminino;17
AIS 14;2018-03-13;08:00:00;Graça;Feminino;11
AIS 23;2018-01-09;09:40:00;Paraipaba;Feminino;17
AIS 14;2017-12-12;12:56:00;Santana do Acaraú;Feminino;12
AIS 20;2017-12-04;09:00:00;Quixadá;Feminino;9
AIS 20;2017-12-04;09:00:00;Quixadá;Feminino;10
AIS 07;2017-12-02;14:00:00;Fortaleza;Masculino;14
AIS 18;2017-10-08;10:00:00;Aracati;Feminino;14
AIS 21;2017-10-01;10:00:00;Lavras da Mangabeira;Feminino;17
AIS 21;2017-10-01;10:00:00;Lavras da Mangabeira;Feminino;2
AIS 21;2017-09-25;09:00:00;Ipaumirim;Feminino;16
AIS 21;2017-09-24;20:00:00;Iguatu;Feminino;16
AIS 03;2017-09-01;17:00:00;Fortaleza;Feminino;16
AIS 20;2017-08-25;15:00:00;Quixadá;Feminino;13
AIS 18;2017-07-28;11:00:00;Russas;Feminino;15
AIS 18;2017-07-28;11:00:00;Russas;Feminino;14
AIS 18;2017-07-28;11:00:00;Russas;Feminino;17
AIS 15;2017-07-21;18:30:00;Ocara;Feminino;8
AIS 14;2017-06-28;19:30:00;Forquilha;Feminino;14
AIS 25;2017-06-02;14:30:00;Horizonte;Feminino;15
AIS 11;2017-05-11;23:40:00;Caucaia;Feminino;15
AIS 21;2017-04-27;22:00:00;Orós;Masculino;13
